T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2018-2019

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2018-2019",10,"DALLAS COUNTY","FEMALE","Grade 10",18235
"2018-2019",10,"DALLAS COUNTY","MALE","Grade 10",18845
"2018-2019",10,"DALLAS COUNTY","FEMALE","Grade 11",17207
"2018-2019",10,"DALLAS COUNTY","MALE","Grade 11",17201
"2018-2019",10,"DALLAS COUNTY","FEMALE","Grade 12",16106
"2018-2019",10,"DALLAS COUNTY","MALE","Grade 12",15564
"2018-2019",17,"DAWSON COUNTY","FEMALE","Early Education",-999
"2018-2019",17,"DAWSON COUNTY","MALE","Early Education",-999
"2018-2019",17,"DAWSON COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",17,"DAWSON COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",17,"DAWSON COUNTY","FEMALE","Kindergarten",100
"2018-2019",17,"DAWSON COUNTY","MALE","Kindergarten",86
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 1",100
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 1",121
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 2",90
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 2",80
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 3",82
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 3",126
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 4",94
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 4",82
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 5",80
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 5",104
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 6",99
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 6",128
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 7",96
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 7",106
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 8",79
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 8",87
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 9",87
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 9",93
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 10",69
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 10",81
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 11",71
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 11",66
"2018-2019",17,"DAWSON COUNTY","FEMALE","Grade 12",80
"2018-2019",17,"DAWSON COUNTY","MALE","Grade 12",79
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Early Education",-999
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Early Education",-999
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Pre-kindergarten",149
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Pre-kindergarten",144
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Kindergarten",155
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Kindergarten",164
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 1",-999
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 1",-999
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 2",157
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 2",163
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 3",154
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 3",141
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 4",154
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 4",155
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 5",166
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 5",163
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 6",152
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 6",159
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 7",155
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 7",150
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 8",136
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 8",158
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 9",144
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 9",180
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 10",183
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 10",136
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 11",134
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 11",137
"2018-2019",16,"DEAF SMITH COUNTY","FEMALE","Grade 12",148
"2018-2019",16,"DEAF SMITH COUNTY","MALE","Grade 12",119
"2018-2019",08,"DELTA COUNTY","MALE","Early Education",-999
"2018-2019",08,"DELTA COUNTY","FEMALE","Pre-kindergarten",40
"2018-2019",08,"DELTA COUNTY","MALE","Pre-kindergarten",39
"2018-2019",08,"DELTA COUNTY","FEMALE","Kindergarten",28
"2018-2019",08,"DELTA COUNTY","MALE","Kindergarten",38
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 1",-999
"2018-2019",08,"DELTA COUNTY","MALE","Grade 1",-999
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 2",32
"2018-2019",08,"DELTA COUNTY","MALE","Grade 2",33
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 3",36
"2018-2019",08,"DELTA COUNTY","MALE","Grade 3",29
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 4",35
"2018-2019",08,"DELTA COUNTY","MALE","Grade 4",39
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 5",32
"2018-2019",08,"DELTA COUNTY","MALE","Grade 5",37
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 6",37
"2018-2019",08,"DELTA COUNTY","MALE","Grade 6",32
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 7",31
"2018-2019",08,"DELTA COUNTY","MALE","Grade 7",37
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 8",37
"2018-2019",08,"DELTA COUNTY","MALE","Grade 8",32
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 9",42
"2018-2019",08,"DELTA COUNTY","MALE","Grade 9",32
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 10",32
"2018-2019",08,"DELTA COUNTY","MALE","Grade 10",52
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 11",23
"2018-2019",08,"DELTA COUNTY","MALE","Grade 11",33
"2018-2019",08,"DELTA COUNTY","FEMALE","Grade 12",27
"2018-2019",08,"DELTA COUNTY","MALE","Grade 12",38
"2018-2019",10,"DENTON COUNTY","FEMALE","Kindergarten",50
"2018-2019",10,"DENTON COUNTY","MALE","Kindergarten",50
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 1",57
"2018-2019",10,"DENTON COUNTY","MALE","Grade 1",43
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 2",43
"2018-2019",10,"DENTON COUNTY","MALE","Grade 2",57
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 3",44
"2018-2019",10,"DENTON COUNTY","MALE","Grade 3",56
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 4",56
"2018-2019",10,"DENTON COUNTY","MALE","Grade 4",44
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 5",79
"2018-2019",10,"DENTON COUNTY","MALE","Grade 5",74
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 6",54
"2018-2019",10,"DENTON COUNTY","MALE","Grade 6",58
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 7",66
"2018-2019",10,"DENTON COUNTY","MALE","Grade 7",60
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 8",52
"2018-2019",10,"DENTON COUNTY","MALE","Grade 8",55
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 9",44
"2018-2019",10,"DENTON COUNTY","MALE","Grade 9",52
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 10",34
"2018-2019",10,"DENTON COUNTY","MALE","Grade 10",44
"2018-2019",10,"DENTON COUNTY","FEMALE","Grade 11",42
"2018-2019",10,"DENTON COUNTY","MALE","Grade 11",28
"2018-2019",11,"DENTON COUNTY","FEMALE","Early Education",190
"2018-2019",11,"DENTON COUNTY","MALE","Early Education",436
"2018-2019",11,"DENTON COUNTY","FEMALE","Pre-kindergarten",1878
"2018-2019",11,"DENTON COUNTY","MALE","Pre-kindergarten",1910
"2018-2019",11,"DENTON COUNTY","FEMALE","Kindergarten",4539
"2018-2019",11,"DENTON COUNTY","MALE","Kindergarten",4678
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 1",4540
"2018-2019",11,"DENTON COUNTY","MALE","Grade 1",4688
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 2",4553
"2018-2019",11,"DENTON COUNTY","MALE","Grade 2",4750
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 3",4573
"2018-2019",11,"DENTON COUNTY","MALE","Grade 3",4889
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 4",4835
"2018-2019",11,"DENTON COUNTY","MALE","Grade 4",5075
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 5",4909
"2018-2019",11,"DENTON COUNTY","MALE","Grade 5",5168
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 6",4940
"2018-2019",11,"DENTON COUNTY","MALE","Grade 6",5279
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 7",5017
"2018-2019",11,"DENTON COUNTY","MALE","Grade 7",5253
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 8",4922
"2018-2019",11,"DENTON COUNTY","MALE","Grade 8",5352
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 9",5184
"2018-2019",11,"DENTON COUNTY","MALE","Grade 9",5524
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 10",5105
"2018-2019",11,"DENTON COUNTY","MALE","Grade 10",5211
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 11",4793
"2018-2019",11,"DENTON COUNTY","MALE","Grade 11",5033
"2018-2019",11,"DENTON COUNTY","FEMALE","Grade 12",4618
"2018-2019",11,"DENTON COUNTY","MALE","Grade 12",4891
"2018-2019",03,"DEWITT COUNTY","FEMALE","Early Education",-999
"2018-2019",03,"DEWITT COUNTY","MALE","Early Education",-999
"2018-2019",03,"DEWITT COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",03,"DEWITT COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",03,"DEWITT COUNTY","FEMALE","Kindergarten",147
"2018-2019",03,"DEWITT COUNTY","MALE","Kindergarten",156
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 1",147
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 1",156
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 2",126
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 2",149
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 3",163
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 3",190
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 4",156
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 4",179
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 5",153
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 5",184
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 6",177
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 6",178
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 7",174
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 7",177
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 8",156
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 8",176
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 9",166
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 9",205
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 10",172
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 10",166
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 11",148
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 11",171
"2018-2019",03,"DEWITT COUNTY","FEMALE","Grade 12",141
"2018-2019",03,"DEWITT COUNTY","MALE","Grade 12",172
"2018-2019",17,"DICKENS COUNTY","FEMALE","Early Education",-999
"2018-2019",17,"DICKENS COUNTY","FEMALE","Pre-kindergarten",17
"2018-2019",17,"DICKENS COUNTY","MALE","Pre-kindergarten",10
"2018-2019",17,"DICKENS COUNTY","FEMALE","Kindergarten",-999
"2018-2019",17,"DICKENS COUNTY","MALE","Kindergarten",-999
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 1",12
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 1",8
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 2",5
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 2",9
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 3",12
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 3",14
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 4",11
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 4",14
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 5",13
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 5",11
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 6",6
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 6",14
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 7",16
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 7",8
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 8",14
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 8",16
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 9",11
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 9",25
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 10",10
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 10",11
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 11",15
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 11",17
"2018-2019",17,"DICKENS COUNTY","FEMALE","Grade 12",16
"2018-2019",17,"DICKENS COUNTY","MALE","Grade 12",10
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Early Education",-999
"2018-2019",20,"DIMMIT COUNTY","MALE","Early Education",-999
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",20,"DIMMIT COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Kindergarten",77
"2018-2019",20,"DIMMIT COUNTY","MALE","Kindergarten",91
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 1",81
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 1",93
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 2",77
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 2",81
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 3",69
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 3",72
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 4",83
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 4",75
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 5",90
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 5",95
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 6",81
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 6",88
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 7",83
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 7",79
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 8",95
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 8",80
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 9",96
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 9",90
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 10",88
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 10",67
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 11",70
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 11",72
"2018-2019",20,"DIMMIT COUNTY","FEMALE","Grade 12",59
"2018-2019",20,"DIMMIT COUNTY","MALE","Grade 12",81
"2018-2019",16,"DONLEY COUNTY","FEMALE","Early Education",-999
"2018-2019",16,"DONLEY COUNTY","MALE","Early Education",-999
"2018-2019",16,"DONLEY COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",16,"DONLEY COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",16,"DONLEY COUNTY","FEMALE","Kindergarten",19
"2018-2019",16,"DONLEY COUNTY","MALE","Kindergarten",18
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 1",13
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 1",19
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 2",16
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 2",21
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 3",20
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 3",24
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 4",29
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 4",19
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 5",22
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 5",16
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 6",26
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 6",26
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 7",24
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 7",25
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 8",23
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 8",19
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 9",23
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 9",18
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 10",25
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 10",17
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 11",-999
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 11",-999
"2018-2019",16,"DONLEY COUNTY","FEMALE","Grade 12",19
"2018-2019",16,"DONLEY COUNTY","MALE","Grade 12",24
"2018-2019",02,"DUVAL COUNTY","FEMALE","Early Education",-999
"2018-2019",02,"DUVAL COUNTY","FEMALE","Pre-kindergarten",102
"2018-2019",02,"DUVAL COUNTY","MALE","Pre-kindergarten",92
"2018-2019",02,"DUVAL COUNTY","FEMALE","Kindergarten",91
"2018-2019",02,"DUVAL COUNTY","MALE","Kindergarten",76
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 1",85
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 1",101
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 2",93
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 2",99
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 3",96
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 3",95
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 4",97
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 4",110
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 5",96
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 5",85
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 6",90
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 6",102
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 7",106
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 7",117
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 8",86
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 8",90
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 9",104
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 9",119
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 10",87
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 10",98
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 11",-999
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 11",-999
"2018-2019",02,"DUVAL COUNTY","FEMALE","Grade 12",77
"2018-2019",02,"DUVAL COUNTY","MALE","Grade 12",88
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Early Education",-999
"2018-2019",14,"EASTLAND COUNTY","MALE","Early Education",-999
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",14,"EASTLAND COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Kindergarten",96
"2018-2019",14,"EASTLAND COUNTY","MALE","Kindergarten",111
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 1",95
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 1",87
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 2",91
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 2",86
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 3",95
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 3",117
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 4",98
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 4",108
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 5",95
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 5",104
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 6",117
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 6",101
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 7",127
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 7",100
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 8",114
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 8",106
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 9",109
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 9",107
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 10",105
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 10",114
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 11",106
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 11",109
"2018-2019",14,"EASTLAND COUNTY","FEMALE","Grade 12",88
"2018-2019",14,"EASTLAND COUNTY","MALE","Grade 12",99
"2018-2019",18,"ECTOR COUNTY","FEMALE","Early Education",22
"2018-2019",18,"ECTOR COUNTY","MALE","Early Education",43
"2018-2019",18,"ECTOR COUNTY","FEMALE","Pre-kindergarten",790
"2018-2019",18,"ECTOR COUNTY","MALE","Pre-kindergarten",845
"2018-2019",18,"ECTOR COUNTY","FEMALE","Kindergarten",1325
"2018-2019",18,"ECTOR COUNTY","MALE","Kindergarten",1410
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 1",1417
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 1",1413
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 2",1275
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 2",1389
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 3",1305
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 3",1419
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 4",1402
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 4",1484
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 5",1409
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 5",1408
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 6",1365
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 6",1441
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 7",1278
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 7",1301
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 8",1203
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 8",1313
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 9",1331
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 9",1485
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 10",1150
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 10",1180
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 11",1015
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 11",924
"2018-2019",18,"ECTOR COUNTY","FEMALE","Grade 12",898
"2018-2019",18,"ECTOR COUNTY","MALE","Grade 12",865
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Early Education",-999
"2018-2019",15,"EDWARDS COUNTY","MALE","Early Education",-999
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Pre-kindergarten",15
"2018-2019",15,"EDWARDS COUNTY","MALE","Pre-kindergarten",22
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Kindergarten",22
"2018-2019",15,"EDWARDS COUNTY","MALE","Kindergarten",27
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 1",18
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 1",37
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 2",-999
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 2",-999
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 3",16
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 3",30
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 4",22
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 4",21
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 5",21
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 5",24
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 6",18
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 6",22
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 7",19
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 7",23
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 8",20
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 8",19
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 9",23
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 9",20
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 10",14
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 10",22
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 11",19
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 11",20
"2018-2019",15,"EDWARDS COUNTY","FEMALE","Grade 12",-999
"2018-2019",15,"EDWARDS COUNTY","MALE","Grade 12",-999
"2018-2019",19,"EL PASO COUNTY","FEMALE","Early Education",242
"2018-2019",19,"EL PASO COUNTY","MALE","Early Education",513
"2018-2019",19,"EL PASO COUNTY","FEMALE","Pre-kindergarten",4111
"2018-2019",19,"EL PASO COUNTY","MALE","Pre-kindergarten",4195
"2018-2019",19,"EL PASO COUNTY","FEMALE","Kindergarten",5380
"2018-2019",19,"EL PASO COUNTY","MALE","Kindergarten",5645
"2018-2019",19,"EL PASO COUNTY","FEMALE","Grade 1",5772
"2018-2019",19,"EL PASO COUNTY","MALE","Grade 1",6138
"2018-2019",19,"EL PASO COUNTY","FEMALE","Grade 2",5684
"2018-2019",19,"EL PASO COUNTY","MALE","Grade 2",5984
"2018-2019",19,"EL PASO COUNTY","FEMALE","Grade 3",5921
"2018-2019",19,"EL PASO COUNTY","MALE","Grade 3",6221
