"Year","Region","County Name","Gender Name","Enrollment by Gender"
"2016-2017",05,"TYLER COUNTY","Male",1848
"2016-2017",07,"UPSHUR COUNTY","Female",3509
"2016-2017",07,"UPSHUR COUNTY","Male",3834
"2016-2017",18,"UPTON COUNTY","Female",390
"2016-2017",18,"UPTON COUNTY","Male",429
"2016-2017",20,"UVALDE COUNTY","Female",2936
"2016-2017",20,"UVALDE COUNTY","Male",2981
"2016-2017",15,"VAL VERDE COUNTY","Female",5230
"2016-2017",15,"VAL VERDE COUNTY","Male",5501
"2016-2017",07,"VAN ZANDT COUNTY/07","Female",2639
"2016-2017",07,"VAN ZANDT COUNTY/07","Male",2787
"2016-2017",10,"VAN ZANDT COUNTY/10","Female",2305
"2016-2017",10,"VAN ZANDT COUNTY/10","Male",2261
"2016-2017","AL","VAN ZANDT COUNTY/ALL","Female",4944
"2016-2017","AL","VAN ZANDT COUNTY/ALL","Male",5048
"2016-2017",03,"VICTORIA COUNTY","Female",7487
"2016-2017",03,"VICTORIA COUNTY","Male",7899
"2016-2017",06,"WALKER COUNTY","Female",4125
"2016-2017",06,"WALKER COUNTY","Male",4248
"2016-2017",04,"WALLER COUNTY","Female",5241
"2016-2017",04,"WALLER COUNTY","Male",5631
"2016-2017",18,"WARD COUNTY","Female",1226
"2016-2017",18,"WARD COUNTY","Male",1244
"2016-2017",06,"WASHINGTON COUNTY","Female",2570
"2016-2017",06,"WASHINGTON COUNTY","Male",2841
"2016-2017",01,"WEBB COUNTY","Female",33504
"2016-2017",01,"WEBB COUNTY","Male",35095
"2016-2017",03,"WHARTON COUNTY","Female",4117
"2016-2017",03,"WHARTON COUNTY","Male",4393
"2016-2017",16,"WHEELER COUNTY","Female",517
"2016-2017",16,"WHEELER COUNTY","Male",608
"2016-2017",09,"WICHITA COUNTY","Female",10006
"2016-2017",09,"WICHITA COUNTY","Male",10729
"2016-2017",09,"WILBARGER COUNTY","Female",1206
"2016-2017",09,"WILBARGER COUNTY","Male",1162
"2016-2017",01,"WILLACY COUNTY","Female",2106
"2016-2017",01,"WILLACY COUNTY","Male",2249
"2016-2017",13,"WILLIAMSON COUNTY","Female",56782
"2016-2017",13,"WILLIAMSON COUNTY","Male",60214
"2016-2017",20,"WILSON COUNTY","Female",4239
"2016-2017",20,"WILSON COUNTY","Male",4627
"2016-2017",18,"WINKLER COUNTY","Female",880
"2016-2017",18,"WINKLER COUNTY","Male",942
"2016-2017",11,"WISE COUNTY","Female",4429
"2016-2017",11,"WISE COUNTY","Male",4790
"2016-2017",07,"WOOD COUNTY","Female",3073
"2016-2017",07,"WOOD COUNTY","Male",3145
"2016-2017",17,"YOAKUM COUNTY","Female",1091
"2016-2017",17,"YOAKUM COUNTY","Male",1095
"2016-2017",09,"YOUNG COUNTY","Female",1695
"2016-2017",09,"YOUNG COUNTY","Male",1724
"2016-2017",01,"ZAPATA COUNTY","Female",1648
"2016-2017",01,"ZAPATA COUNTY","Male",1913
"2016-2017",20,"ZAVALA COUNTY","Female",1171
"2016-2017",20,"ZAVALA COUNTY","Male",1247

STUDENT COUNTS LESS THAN 5 BUT NOT 0 AND RELATED INFORMATION ARE MASKED WITH ""-9999999"" IN COMPLIANCE WITH FERPA.

