"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CAMPUS","CAMPUS NAME","GENDER","GRADE GROUP NAME","ENROLLMENT"
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903117,"HUIE SPECIAL EDUC CTR","MALE","ELEMENTARY / SECONDARY",74
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903118,"ROSEMEADE EL","FEMALE","ELEMENTARY",189
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903118,"ROSEMEADE EL","MALE","ELEMENTARY",200
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903120,"LAS COLINAS EL","FEMALE","ELEMENTARY",273
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903120,"LAS COLINAS EL","MALE","ELEMENTARY",306
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903121,"LANDRY EL","FEMALE","ELEMENTARY",156
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903121,"LANDRY EL","MALE","ELEMENTARY",124
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903122,"KENT EL","FEMALE","ELEMENTARY",264
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903122,"KENT EL","MALE","ELEMENTARY",265
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903123,"RIVERCHASE ELE","FEMALE","ELEMENTARY",213
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903123,"RIVERCHASE ELE","MALE","ELEMENTARY",251
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903124,"MCKAMY EL","FEMALE","ELEMENTARY",233
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903124,"MCKAMY EL","MALE","ELEMENTARY",301
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903125,"SHEFFIELD EL","FEMALE","ELEMENTARY",303
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903125,"SHEFFIELD EL","MALE","ELEMENTARY",351
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903126,"RAINWATER EL","FEMALE","ELEMENTARY",187
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903126,"RAINWATER EL","MALE","ELEMENTARY",172
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903128,"FREEMAN EL","FEMALE","ELEMENTARY",332
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903128,"FREEMAN EL","MALE","ELEMENTARY",352
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903129,"MCWHORTER EL","FEMALE","ELEMENTARY",258
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903129,"MCWHORTER EL","MALE","ELEMENTARY",302
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903131,"BLAIR EL","FEMALE","ELEMENTARY",258
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903131,"BLAIR EL","MALE","ELEMENTARY",281
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903132,"LA VILLITA EL","FEMALE","ELEMENTARY",432
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903132,"LA VILLITA EL","MALE","ELEMENTARY",466
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903135,"MCLAUGHLIN STRICKLAND EL","FEMALE","ELEMENTARY",277
"2018-2019",10,"DALLAS COUNTY",057903,"CARROLLTON-FARMERS BRANCH ISD",057903135,"MCLAUGHLIN STRICKLAND EL","MALE","ELEMENTARY",258
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904001,"CEDAR HILL H S","FEMALE","HIGH SCHOOL",1068
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904001,"CEDAR HILL H S","MALE","HIGH SCHOOL",1208
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904003,"CEDAR HILL COLLEGIATE H S","FEMALE","HIGH SCHOOL",234
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904003,"CEDAR HILL COLLEGIATE H S","MALE","HIGH SCHOOL",137
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904007,"JJAEP","MALE","ELEMENTARY / SECONDARY",-999
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904041,"W S PERMENTER MIDDLE","FEMALE","MIDDLE SCHOOL",381
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904041,"W S PERMENTER MIDDLE","MALE","MIDDLE SCHOOL",419
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904042,"BESSIE COLEMAN MIDDLE","FEMALE","MIDDLE SCHOOL",340
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904042,"BESSIE COLEMAN MIDDLE","MALE","MIDDLE SCHOOL",429
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904043,"CEDAR HILL COLLEGIATE ACADEMY","FEMALE","MIDDLE SCHOOL",159
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904043,"CEDAR HILL COLLEGIATE ACADEMY","MALE","MIDDLE SCHOOL",141
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904101,"BRAY EL","FEMALE","ELEMENTARY",-999
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904101,"BRAY EL","MALE","ELEMENTARY",-999
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904102,"PLUMMER EL","FEMALE","ELEMENTARY",272
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904102,"PLUMMER EL","MALE","ELEMENTARY",335
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904104,"HIGH POINTE EL","FEMALE","ELEMENTARY",199
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904104,"HIGH POINTE EL","MALE","ELEMENTARY",205
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904105,"HIGHLANDS EL","FEMALE","ELEMENTARY",291
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904105,"HIGHLANDS EL","MALE","ELEMENTARY",313
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904107,"WATERFORD OAKS EL","FEMALE","ELEMENTARY",249
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904107,"WATERFORD OAKS EL","MALE","ELEMENTARY",329
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904108,"LAKERIDGE EL","FEMALE","ELEMENTARY",154
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904108,"LAKERIDGE EL","MALE","ELEMENTARY",174
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904110,"CEDAR HILL COLLEGIATE PREP","FEMALE","ELEMENTARY",246
"2018-2019",10,"DALLAS COUNTY",057904,"CEDAR HILL ISD",057904110,"CEDAR HILL COLLEGIATE PREP","MALE","ELEMENTARY",254
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905001,"BRYAN ADAMS H S","FEMALE","HIGH SCHOOL",1043
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905001,"BRYAN ADAMS H S","MALE","HIGH SCHOOL",1123
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905002,"W H ADAMSON H S","FEMALE","HIGH SCHOOL",774
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905002,"W H ADAMSON H S","MALE","HIGH SCHOOL",846
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905003,"NEW TECH H S AT B F DARRELL H S","FEMALE","HIGH SCHOOL",149
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905003,"NEW TECH H S AT B F DARRELL H S","MALE","HIGH SCHOOL",122
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905005,"MOISES E MOLINA H S","FEMALE","HIGH SCHOOL",1116
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905005,"MOISES E MOLINA H S","MALE","HIGH SCHOOL",1138
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905006,"HILLCREST H S","FEMALE","HIGH SCHOOL",555
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905006,"HILLCREST H S","MALE","HIGH SCHOOL",646
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905007,"THOMAS JEFFERSON H S","FEMALE","HIGH SCHOOL",825
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905007,"THOMAS JEFFERSON H S","MALE","HIGH SCHOOL",898
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905008,"JUSTIN F KIMBALL H S","FEMALE","HIGH SCHOOL",618
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905008,"JUSTIN F KIMBALL H S","MALE","HIGH SCHOOL",827
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905009,"LINCOLN HUMANITIES/COMMUNICATIONS","FEMALE","HIGH SCHOOL",329
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905009,"LINCOLN HUMANITIES/COMMUNICATIONS","MALE","HIGH SCHOOL",316
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905011,"BARBARA M MANNS MIDDLE DAEP","FEMALE","MIDDLE SCHOOL",19
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905011,"BARBARA M MANNS MIDDLE DAEP","MALE","MIDDLE SCHOOL",51
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905012,"L G PINKSTON H S","FEMALE","HIGH SCHOOL",612
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905012,"L G PINKSTON H S","MALE","HIGH SCHOOL",671
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905013,"FRANKLIN D ROOSEVELT H S","FEMALE","HIGH SCHOOL",349
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905013,"FRANKLIN D ROOSEVELT H S","MALE","HIGH SCHOOL",378
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905014,"W W SAMUELL H S","FEMALE","HIGH SCHOOL",946
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905014,"W W SAMUELL H S","MALE","HIGH SCHOOL",996
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905015,"SEAGOVILLE H S","FEMALE","HIGH SCHOOL",712
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905015,"SEAGOVILLE H S","MALE","HIGH SCHOOL",802
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905016,"SOUTH OAK CLIFF H S","FEMALE","HIGH SCHOOL",541
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905016,"SOUTH OAK CLIFF H S","MALE","HIGH SCHOOL",532
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905017,"H GRADY SPRUCE H S","FEMALE","HIGH SCHOOL",840
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905017,"H GRADY SPRUCE H S","MALE","HIGH SCHOOL",987
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905018,"SUNSET H S","FEMALE","HIGH SCHOOL",1048
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905018,"SUNSET H S","MALE","HIGH SCHOOL",978
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905021,"W T WHITE H S","FEMALE","HIGH SCHOOL",1100
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905021,"W T WHITE H S","MALE","HIGH SCHOOL",1107
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905022,"WOODROW WILSON H S","FEMALE","HIGH SCHOOL",959
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905022,"WOODROW WILSON H S","MALE","HIGH SCHOOL",992
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905023,"DAVID W CARTER H S","FEMALE","HIGH SCHOOL",574
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905023,"DAVID W CARTER H S","MALE","HIGH SCHOOL",607
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905024,"NORTH DALLAS H S","FEMALE","HIGH SCHOOL",517
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905024,"NORTH DALLAS H S","MALE","HIGH SCHOOL",543
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905025,"SKYLINE H S","FEMALE","HIGH SCHOOL",2142
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905025,"SKYLINE H S","MALE","HIGH SCHOOL",2087
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905026,"SCHOOL OF SCIENCE AND ENGINEERING","FEMALE","HIGH SCHOOL",170
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905026,"SCHOOL OF SCIENCE AND ENGINEERING","MALE","HIGH SCHOOL",327
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905028,"EMMETT J CONRAD H S","FEMALE","HIGH SCHOOL",612
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905028,"EMMETT J CONRAD H S","MALE","HIGH SCHOOL",678
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905029,"BARBARA M MANNS H S DAEP","FEMALE","HIGH SCHOOL",25
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905029,"BARBARA M MANNS H S DAEP","MALE","HIGH SCHOOL",82
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905030,"MAYA ANGELOU H S","FEMALE","ELEMENTARY / SECONDARY",18
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905032,"JAMES MADISON H S","FEMALE","HIGH SCHOOL",248
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905032,"JAMES MADISON H S","MALE","HIGH SCHOOL",242
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905033,"SCHOOL OF BUSINESS AND MANAGEMENT","FEMALE","HIGH SCHOOL",214
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905033,"SCHOOL OF BUSINESS AND MANAGEMENT","MALE","HIGH SCHOOL",291
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905034,"BOOKER T WASHINGTON SPVA MAGNET","FEMALE","HIGH SCHOOL",711
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905034,"BOOKER T WASHINGTON SPVA MAGNET","MALE","HIGH SCHOOL",288
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905035,"IRMA RANGEL YOUNG WOMEN'S LEADERSH","FEMALE","ELEMENTARY / SECONDARY",548
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905035,"IRMA RANGEL YOUNG WOMEN'S LEADERSH","MALE","ELEMENTARY / SECONDARY",1
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905036,"SCHOOL OF HEALTH PROFESSIONS","FEMALE","HIGH SCHOOL",413
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905036,"SCHOOL OF HEALTH PROFESSIONS","MALE","HIGH SCHOOL",136
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905037,"ROSIE SORRELLS EDUCATION AND SOCIA","FEMALE","HIGH SCHOOL",249
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905037,"ROSIE SORRELLS EDUCATION AND SOCIA","MALE","HIGH SCHOOL",57
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905038,"JUDGE BAREFOOT SANDERS LAW MAGNET","FEMALE","HIGH SCHOOL",270
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905038,"JUDGE BAREFOOT SANDERS LAW MAGNET","MALE","HIGH SCHOOL",139
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905039,"SCHOOL FOR THE TALENTED AND GIFTED","FEMALE","HIGH SCHOOL",208
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905039,"SCHOOL FOR THE TALENTED AND GIFTED","MALE","HIGH SCHOOL",151
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905042,"WILLIAM HAWLEY ATWELL LAW ACADEMY","FEMALE","MIDDLE SCHOOL",350
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905042,"WILLIAM HAWLEY ATWELL LAW ACADEMY","MALE","MIDDLE SCHOOL",435
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905043,"T W BROWNE MIDDLE","FEMALE","MIDDLE SCHOOL",271
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905043,"T W BROWNE MIDDLE","MALE","MIDDLE SCHOOL",300
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905044,"EDWARD H CARY MIDDLE","FEMALE","MIDDLE SCHOOL",280
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905044,"EDWARD H CARY MIDDLE","MALE","MIDDLE SCHOOL",310
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905045,"E B COMSTOCK MIDDLE","FEMALE","MIDDLE SCHOOL",345
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905045,"E B COMSTOCK MIDDLE","MALE","MIDDLE SCHOOL",453
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905046,"YOUNG MEN'S LEADERSHIP ACADEMY AT","FEMALE","MIDDLE SCHOOL",2
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905046,"YOUNG MEN'S LEADERSHIP ACADEMY AT","MALE","MIDDLE SCHOOL",868
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905047,"BENJAMIN FRANKLIN INTERNATIONAL EX","FEMALE","MIDDLE SCHOOL",533
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905047,"BENJAMIN FRANKLIN INTERNATIONAL EX","MALE","MIDDLE SCHOOL",570
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905048,"W H GASTON MIDDLE","FEMALE","MIDDLE SCHOOL",476
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905048,"W H GASTON MIDDLE","MALE","MIDDLE SCHOOL",463
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905049,"W E GREINER EXPLORATORY ARTS ACADE","FEMALE","MIDDLE SCHOOL",976
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905049,"W E GREINER EXPLORATORY ARTS ACADE","MALE","MIDDLE SCHOOL",820
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905050,"ROBERT T HILL MIDDLE","FEMALE","MIDDLE SCHOOL",420
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905050,"ROBERT T HILL MIDDLE","MALE","MIDDLE SCHOOL",442
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905051,"OLIVER WENDELL HOLMES HUMANITIES/C","FEMALE","MIDDLE SCHOOL",348
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905051,"OLIVER WENDELL HOLMES HUMANITIES/C","MALE","MIDDLE SCHOOL",367
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905052,"PIEDMONT GLOBAL ACADEMY","FEMALE","MIDDLE SCHOOL",436
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905052,"PIEDMONT GLOBAL ACADEMY","MALE","MIDDLE SCHOOL",592
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905053,"J L LONG MIDDLE","FEMALE","MIDDLE SCHOOL",713
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905053,"J L LONG MIDDLE","MALE","MIDDLE SCHOOL",761
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905054,"THOMAS C MARSH MIDDLE","FEMALE","MIDDLE SCHOOL",443
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905054,"THOMAS C MARSH MIDDLE","MALE","MIDDLE SCHOOL",520
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905055,"THOMAS J RUSK MIDDLE","FEMALE","MIDDLE SCHOOL",303
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905055,"THOMAS J RUSK MIDDLE","MALE","MIDDLE SCHOOL",345
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905056,"EWELL D WALKER MIDDLE","FEMALE","MIDDLE SCHOOL",347
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905056,"EWELL D WALKER MIDDLE","MALE","MIDDLE SCHOOL",391
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905058,"ALEX W SPENCE TALENTED/GIFTED ACAD","FEMALE","MIDDLE SCHOOL",342
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905058,"ALEX W SPENCE TALENTED/GIFTED ACAD","MALE","MIDDLE SCHOOL",371
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905059,"L V STOCKARD MIDDLE","FEMALE","MIDDLE SCHOOL",533
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905059,"L V STOCKARD MIDDLE","MALE","MIDDLE SCHOOL",604
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905060,"BOUDE STOREY MIDDLE","FEMALE","MIDDLE SCHOOL",212
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905060,"BOUDE STOREY MIDDLE","MALE","MIDDLE SCHOOL",316
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905062,"BILLY EARL DADE MIDDLE","FEMALE","MIDDLE SCHOOL",395
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905062,"BILLY EARL DADE MIDDLE","MALE","MIDDLE SCHOOL",484
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905068,"RAUL QUINTANILLA SR MIDDLE","FEMALE","MIDDLE SCHOOL",332
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905068,"RAUL QUINTANILLA SR MIDDLE","MALE","MIDDLE SCHOOL",359
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905069,"SEAGOVILLE MIDDLE","FEMALE","MIDDLE SCHOOL",651
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905069,"SEAGOVILLE MIDDLE","MALE","MIDDLE SCHOOL",729
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905071,"DALLAS ENVIRONMENTAL SCIENCE ACADE","FEMALE","MIDDLE SCHOOL",192
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905071,"DALLAS ENVIRONMENTAL SCIENCE ACADE","MALE","MIDDLE SCHOOL",268
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905072,"SARAH ZUMWALT MIDDLE","FEMALE","MIDDLE SCHOOL",197
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905072,"SARAH ZUMWALT MIDDLE","MALE","MIDDLE SCHOOL",199
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905073,"HENRY W LONGFELLOW CAREER EXPLORAT","FEMALE","MIDDLE SCHOOL",191
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905073,"HENRY W LONGFELLOW CAREER EXPLORAT","MALE","MIDDLE SCHOOL",238
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905076,"HAROLD WENDELL LANG SR MIDDLE","FEMALE","MIDDLE SCHOOL",402
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905076,"HAROLD WENDELL LANG SR MIDDLE","MALE","MIDDLE SCHOOL",468
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905077,"HECTOR P GARCIA MIDDLE","FEMALE","MIDDLE SCHOOL",381
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905077,"HECTOR P GARCIA MIDDLE","MALE","MIDDLE SCHOOL",400
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905079,"FRANCISCO MEDRANO MIDDLE","FEMALE","MIDDLE SCHOOL",446
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905079,"FRANCISCO MEDRANO MIDDLE","MALE","MIDDLE SCHOOL",497
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905083,"SAM TASBY MIDDLE","FEMALE","MIDDLE SCHOOL",446
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905083,"SAM TASBY MIDDLE","MALE","MIDDLE SCHOOL",473
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905085,"KATHLYN JOY GILLIAM COLLEGIATE ACA","FEMALE","HIGH SCHOOL",238
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905085,"KATHLYN JOY GILLIAM COLLEGIATE ACA","MALE","HIGH SCHOOL",135
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905088,"TRINIDAD GARZA EARLY COLLEGE AT MT","FEMALE","HIGH SCHOOL",240
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905088,"TRINIDAD GARZA EARLY COLLEGE AT MT","MALE","HIGH SCHOOL",198
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905090,"DR WRIGHT L LASSITER JR EARLY COLL","FEMALE","HIGH SCHOOL",151
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905090,"DR WRIGHT L LASSITER JR EARLY COLL","MALE","HIGH SCHOOL",95
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905096,"JUVENILE JUSTICE AEP","FEMALE","ELEMENTARY / SECONDARY",-999
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905096,"JUVENILE JUSTICE AEP","MALE","ELEMENTARY / SECONDARY",-999
"2018-2019",10,"DALLAS COUNTY",057905,"DALLAS ISD",057905099,"HOSPITAL/HOMEBOUND","FEMALE","ELEMENTARY / SECONDARY",47
