"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2017-2018",09,"FOARD COUNTY","CROWELL ISD",078901,"TRADITIONAL ISD/CSD","Female",110
"2017-2018",09,"FOARD COUNTY","CROWELL ISD",078901,"TRADITIONAL ISD/CSD","Male",105
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"TRADITIONAL ISD/CSD","Female",7419
"2017-2018",11,"TARRANT COUNTY","CROWLEY ISD",220912,"TRADITIONAL ISD/CSD","Male",7834
"2017-2018",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"TRADITIONAL ISD/CSD","Female",958
"2017-2018",20,"ZAVALA COUNTY","CRYSTAL CITY ISD",254901,"TRADITIONAL ISD/CSD","Male",1011
"2017-2018",03,"DEWITT COUNTY","CUERO ISD",062901,"TRADITIONAL ISD/CSD","Female",947
"2017-2018",03,"DEWITT COUNTY","CUERO ISD",062901,"TRADITIONAL ISD/CSD","Male",1100
"2017-2018",18,"CULBERSON COUNTY","CULBERSON COUNTY-ALLAMOORE ISD",055901,"TRADITIONAL ISD/CSD","Female",197
"2017-2018",18,"CULBERSON COUNTY","CULBERSON COUNTY-ALLAMOORE ISD",055901,"TRADITIONAL ISD/CSD","Male",194
"2017-2018",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Female",874
"2017-2018",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Male",903
"2017-2018",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Female",187
"2017-2018",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Male",205
"2017-2018",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Female",266
"2017-2018",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Male",292
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Female",56770
"2017-2018",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Male",59631
"2017-2018",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Female",192
"2017-2018",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Male",189
"2017-2018",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Female",460
"2017-2018",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Male",566
"2017-2018",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Female",853
"2017-2018",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Male",920
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Female",76944
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Male",79888
"2017-2018",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Female",104
"2017-2018",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Male",105
"2017-2018",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Female",369
"2017-2018",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Male",394
"2017-2018",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Female",47
"2017-2018",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Male",69
"2017-2018",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Female",231
"2017-2018",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Female",60
"2017-2018",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Male",255
"2017-2018",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Male",70
"2017-2018",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Female",2561
"2017-2018",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Male",2827
"2017-2018",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Female",351
"2017-2018",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Male",377
"2017-2018",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Female",1626
"2017-2018",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Male",1718
"2017-2018",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Female",6444
"2017-2018",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Male",6588
"2017-2018",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Female",383
"2017-2018",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Male",448
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Female",5464
"2017-2018",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Male",5752
"2017-2018",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Female",27
"2017-2018",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Male",38
"2017-2018",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Female",2278
"2017-2018",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Male",2380
"2017-2018",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Female",14313
"2017-2018",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Male",15107
"2017-2018",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Female",823
"2017-2018",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Male",866
"2017-2018",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Female",4626
"2017-2018",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Male",5031
"2017-2018",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Female",250
"2017-2018",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Male",272
"2017-2018",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Female",86
"2017-2018",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Male",89
"2017-2018",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Female",953
"2017-2018",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Male",1058
"2017-2018",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Female",70
"2017-2018",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Male",85
"2017-2018",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Female",273
"2017-2018",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Male",303
"2017-2018",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Female",929
"2017-2018",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Male",969
"2017-2018",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Female",5316
"2017-2018",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Male",5619
"2017-2018",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Female",456
"2017-2018",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Male",525
"2017-2018",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Female",80
"2017-2018",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Male",86
"2017-2018",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Female",607
"2017-2018",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Male",625
"2017-2018",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Female",7
"2017-2018",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Male",10
"2017-2018",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Female",200
"2017-2018",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Male",174
"2017-2018",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Female",7253
"2017-2018",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Male",7565
"2017-2018",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Female",13
"2017-2018",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Male",12
"2017-2018",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Female",224
"2017-2018",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Male",256
"2017-2018",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Female",81
"2017-2018",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Male",90
"2017-2018",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Female",316
"2017-2018",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Male",337
"2017-2018",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Female",3152
"2017-2018",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Male",3298
"2017-2018",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Female",170
"2017-2018",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Male",148
"2017-2018",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Female",574
"2017-2018",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Male",619
"2017-2018",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Female",2066
"2017-2018",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Male",2253
"2017-2018",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Female",6280
"2017-2018",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Male",6586
"2017-2018",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Female",9428
"2017-2018",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Male",9889
"2017-2018",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Female",7087
"2017-2018",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Male",7495
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Female",3838
"2017-2018",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Male",4223
"2017-2018",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Female",616
"2017-2018",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Male",573
"2017-2018",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Female",472
"2017-2018",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Male",482
"2017-2018",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Female",4911
"2017-2018",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Male",5304
"2017-2018",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Female",713
"2017-2018",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Male",806
"2017-2018",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Female",180
"2017-2018",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Male",197
"2017-2018",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Female",70
"2017-2018",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Male",70
"2017-2018",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Female",579
"2017-2018",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Male",605
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Female",15773
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Male",16494
"2017-2018",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Female",111
"2017-2018",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Male",117
"2017-2018",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Female",2564
"2017-2018",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Male",2620
"2017-2018",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Female",108
"2017-2018",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Male",115
"2017-2018",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Female",478
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Female",5088
"2017-2018",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Male",510
"2017-2018",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Male",5383
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Female",16773
"2017-2018",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Male",17383
"2017-2018",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Female",755
"2017-2018",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Male",824
"2017-2018",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Female",286
"2017-2018",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Male",258
"2017-2018",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Female",209
"2017-2018",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Male",178
"2017-2018",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Female",1761
"2017-2018",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Male",1914
"2017-2018",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Female",212
"2017-2018",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Male",241
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Female",28497
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Male",29829
"2017-2018",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Female",72
"2017-2018",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Male",120
"2017-2018",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Female",164
"2017-2018",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Male",155
"2017-2018",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Female",186
"2017-2018",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Male",229
"2017-2018",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Female",2114
"2017-2018",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Male",2207
"2017-2018",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Female",592
"2017-2018",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Male",642
"2017-2018",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Female",452
"2017-2018",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Male",433
"2017-2018",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Female",2786
"2017-2018",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Male",3022
"2017-2018",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Female",246
"2017-2018",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Male",233
"2017-2018",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Female",62
"2017-2018",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Male",53
"2017-2018",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Female",61
"2017-2018",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Male",87
"2017-2018",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Female",210
"2017-2018",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Male",204
"2017-2018",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Female",775
"2017-2018",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Male",773
"2017-2018",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Female",210
"2017-2018",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Male",278
"2017-2018",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Female",126
"2017-2018",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Male",117
"2017-2018",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Female",2828
"2017-2018",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Male",3010
"2017-2018",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Female",387
"2017-2018",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Male",422
"2017-2018",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Female",92
"2017-2018",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Male",386
"2017-2018",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Female",117
"2017-2018",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Male",114
"2017-2018",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Female",46
"2017-2018",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Male",49
"2017-2018",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Female",59
"2017-2018",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Male",44
"2017-2018",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Female",1096
"2017-2018",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Male",1191
"2017-2018",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Female",900
"2017-2018",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Male",917
"2017-2018",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Female",170
"2017-2018",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Male",190
"2017-2018",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Female",91
"2017-2018",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Male",83
"2017-2018",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Female",828
"2017-2018",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Male",811
"2017-2018",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Female",265
"2017-2018",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Male",274
"2017-2018",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Female",118
"2017-2018",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Male",140
"2017-2018",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Female",1361
"2017-2018",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Male",1347
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Female",274
"2017-2018",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Male",291
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Female",475
"2017-2018",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Male",573
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Female",1938
"2017-2018",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Male",2084
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Female",2762
"2017-2018",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Male",2911
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Female",354
"2017-2018",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Male",406
"2017-2018",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Female",68
"2017-2018",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Male",78
"2017-2018",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Female",94
"2017-2018",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Male",94
"2017-2018",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Female",4915
"2017-2018",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Male",5281
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Female",390
"2017-2018",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Male",393
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Female",36296
"2017-2018",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Male",38979
"2017-2018",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Female",78
"2017-2018",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Male",57
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Female",1182
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Male",1297
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Female",420
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Male",150
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Female",42219
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Male",44015
"2017-2018",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Female",584
"2017-2018",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Male",670
"2017-2018",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Female",407
"2017-2018",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Male",466
"2017-2018",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Female",1559
