"YEAR","REGION","COUNTY NAME","GENDER","ENROLLMENT"
"2018-2019",07,"UPSHUR COUNTY","MALE",3910
"2018-2019",18,"UPTON COUNTY","FEMALE",441
"2018-2019",18,"UPTON COUNTY","MALE",429
"2018-2019",20,"UVALDE COUNTY","FEMALE",2679
"2018-2019",20,"UVALDE COUNTY","MALE",2745
"2018-2019",15,"VAL VERDE COUNTY","FEMALE",5218
"2018-2019",15,"VAL VERDE COUNTY","MALE",5418
"2018-2019",07,"VAN ZANDT COUNTY","FEMALE",2698
"2018-2019",10,"VAN ZANDT COUNTY","FEMALE",2344
"2018-2019",07,"VAN ZANDT COUNTY","MALE",2870
"2018-2019",10,"VAN ZANDT COUNTY","MALE",2352
"2018-2019",03,"VICTORIA COUNTY","FEMALE",7331
"2018-2019",03,"VICTORIA COUNTY","MALE",7809
"2018-2019",06,"WALKER COUNTY","FEMALE",5307
"2018-2019",06,"WALKER COUNTY","MALE",5053
"2018-2019",04,"WALLER COUNTY","FEMALE",5565
"2018-2019",04,"WALLER COUNTY","MALE",5794
"2018-2019",18,"WARD COUNTY","FEMALE",1317
"2018-2019",18,"WARD COUNTY","MALE",1275
"2018-2019",06,"WASHINGTON COUNTY","FEMALE",2577
"2018-2019",06,"WASHINGTON COUNTY","MALE",2922
"2018-2019",01,"WEBB COUNTY","FEMALE",32875
"2018-2019",01,"WEBB COUNTY","MALE",34707
"2018-2019",03,"WHARTON COUNTY","FEMALE",4039
"2018-2019",03,"WHARTON COUNTY","MALE",4280
"2018-2019",16,"WHEELER COUNTY","FEMALE",488
"2018-2019",16,"WHEELER COUNTY","MALE",573
"2018-2019",09,"WICHITA COUNTY","FEMALE",10073
"2018-2019",09,"WICHITA COUNTY","MALE",10647
"2018-2019",09,"WILBARGER COUNTY","FEMALE",1149
"2018-2019",09,"WILBARGER COUNTY","MALE",1164
"2018-2019",01,"WILLACY COUNTY","FEMALE",2038
"2018-2019",01,"WILLACY COUNTY","MALE",2127
"2018-2019",13,"WILLIAMSON COUNTY","FEMALE",60051
"2018-2019",13,"WILLIAMSON COUNTY","MALE",63629
"2018-2019",20,"WILSON COUNTY","FEMALE",4399
"2018-2019",20,"WILSON COUNTY","MALE",4731
"2018-2019",18,"WINKLER COUNTY","FEMALE",924
"2018-2019",18,"WINKLER COUNTY","MALE",1015
"2018-2019",11,"WISE COUNTY","FEMALE",4713
"2018-2019",11,"WISE COUNTY","MALE",4960
"2018-2019",07,"WOOD COUNTY","FEMALE",3136
"2018-2019",07,"WOOD COUNTY","MALE",3117
"2018-2019",17,"YOAKUM COUNTY","FEMALE",1064
"2018-2019",17,"YOAKUM COUNTY","MALE",1118
"2018-2019",09,"YOUNG COUNTY","FEMALE",1579
"2018-2019",09,"YOUNG COUNTY","MALE",1680
"2018-2019",01,"ZAPATA COUNTY","FEMALE",1644
"2018-2019",01,"ZAPATA COUNTY","MALE",1878
"2018-2019",20,"ZAVALA COUNTY","FEMALE",1178
"2018-2019",20,"ZAVALA COUNTY","MALE",1261

