"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2016-2017",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Male",412
"2016-2017",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Female",54
"2016-2017",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Male",69
"2016-2017",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Female",217
"2016-2017",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Female",79
"2016-2017",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Male",251
"2016-2017",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Male",91
"2016-2017",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Female",2557
"2016-2017",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Male",2846
"2016-2017",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Female",354
"2016-2017",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Male",354
"2016-2017",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Female",1507
"2016-2017",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Male",1628
"2016-2017",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Female",6508
"2016-2017",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Male",6677
"2016-2017",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Female",393
"2016-2017",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Male",431
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Female",5510
"2016-2017",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Male",5768
"2016-2017",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Female",33
"2016-2017",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Male",39
"2016-2017",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Female",2196
"2016-2017",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Male",2309
"2016-2017",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Female",13945
"2016-2017",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Male",14683
"2016-2017",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Female",854
"2016-2017",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Male",873
"2016-2017",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Female",4620
"2016-2017",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Male",5127
"2016-2017",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Female",268
"2016-2017",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Male",263
"2016-2017",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Female",87
"2016-2017",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Male",95
"2016-2017",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Female",931
"2016-2017",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Male",1052
"2016-2017",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Female",82
"2016-2017",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Male",86
"2016-2017",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Female",283
"2016-2017",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Male",307
"2016-2017",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Female",916
"2016-2017",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Male",1001
"2016-2017",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Female",5347
"2016-2017",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Male",5671
"2016-2017",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Female",470
"2016-2017",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Male",523
"2016-2017",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Female",81
"2016-2017",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Male",90
"2016-2017",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Female",619
"2016-2017",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Male",627
"2016-2017",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Female",10
"2016-2017",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Male",8
"2016-2017",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Female",202
"2016-2017",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Male",181
"2016-2017",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Female",7379
"2016-2017",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Male",7693
"2016-2017",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Female",-9999999
"2016-2017",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Male",5
"2016-2017",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Female",222
"2016-2017",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Male",244
"2016-2017",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Female",73
"2016-2017",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Male",79
"2016-2017",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Female",324
"2016-2017",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Male",336
"2016-2017",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Female",2931
"2016-2017",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Male",3077
"2016-2017",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Female",170
"2016-2017",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Male",143
"2016-2017",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Female",562
"2016-2017",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Male",615
"2016-2017",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Female",2169
"2016-2017",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Male",2367
"2016-2017",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Female",6316
"2016-2017",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Male",6508
"2016-2017",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Female",9516
"2016-2017",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Male",10137
"2016-2017",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Female",7198
"2016-2017",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Male",7633
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Female",3859
"2016-2017",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Male",4275
"2016-2017",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Female",592
"2016-2017",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Male",577
"2016-2017",13,"TRAVIS COUNTY","EAST AUSTIN COLLEGE PREP",227824,"OPEN ENROLLMENT CHARTER","Female",329
"2016-2017",13,"TRAVIS COUNTY","EAST AUSTIN COLLEGE PREP",227824,"OPEN ENROLLMENT CHARTER","Male",340
"2016-2017",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Female",513
"2016-2017",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Male",496
"2016-2017",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Female",4879
"2016-2017",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Male",5348
"2016-2017",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Female",697
"2016-2017",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Male",778
"2016-2017",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Female",260
"2016-2017",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Male",260
"2016-2017",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Female",83
"2016-2017",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Male",65
"2016-2017",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Female",546
"2016-2017",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Male",565
"2016-2017",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Female",15372
"2016-2017",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Male",16109
"2016-2017",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Female",128
"2016-2017",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Male",114
"2016-2017",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Female",2580
"2016-2017",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Male",2740
"2016-2017",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Female",119
"2016-2017",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Male",130
"2016-2017",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Female",461
"2016-2017",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Female",5299
"2016-2017",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Male",488
"2016-2017",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Male",5582
"2016-2017",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Female",16988
"2016-2017",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Male",17692
"2016-2017",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Female",763
"2016-2017",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Male",793
"2016-2017",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Female",246
"2016-2017",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Male",227
"2016-2017",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Female",203
"2016-2017",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Male",154
"2016-2017",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Female",1757
"2016-2017",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Male",1921
"2016-2017",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Female",194
"2016-2017",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Male",190
"2016-2017",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Female",28821
"2016-2017",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Male",30603
"2016-2017",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Female",129
"2016-2017",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Male",116
"2016-2017",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Female",155
"2016-2017",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Male",140
"2016-2017",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Female",193
"2016-2017",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Male",234
"2016-2017",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Female",2098
"2016-2017",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Male",2219
"2016-2017",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Female",599
"2016-2017",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Male",670
"2016-2017",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Female",454
"2016-2017",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Male",457
"2016-2017",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Female",2811
"2016-2017",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Male",3046
"2016-2017",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Female",242
"2016-2017",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Male",226
"2016-2017",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Female",51
"2016-2017",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Male",85
"2016-2017",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Female",69
"2016-2017",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Male",71
"2016-2017",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Female",215
"2016-2017",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Male",196
"2016-2017",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Female",792
"2016-2017",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Male",762
"2016-2017",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Female",219
"2016-2017",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Male",276
"2016-2017",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Female",123
"2016-2017",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Male",117
"2016-2017",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Female",2883
"2016-2017",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Male",3006
"2016-2017",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Female",369
"2016-2017",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Male",433
"2016-2017",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Female",88
"2016-2017",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Male",477
"2016-2017",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Female",118
"2016-2017",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Male",121
"2016-2017",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Female",42
"2016-2017",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Male",51
"2016-2017",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Female",53
"2016-2017",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Male",49
"2016-2017",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Female",1097
"2016-2017",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Male",1217
"2016-2017",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Female",906
"2016-2017",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Male",957
"2016-2017",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Female",168
"2016-2017",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Male",196
"2016-2017",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Female",94
"2016-2017",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Male",83
"2016-2017",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Female",809
"2016-2017",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Male",787
"2016-2017",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Female",250
"2016-2017",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Male",289
"2016-2017",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Female",109
"2016-2017",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Male",131
"2016-2017",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Female",1294
"2016-2017",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Male",1286
"2016-2017",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Female",280
"2016-2017",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Male",296
"2016-2017",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Female",473
"2016-2017",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Male",552
"2016-2017",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Female",1895
"2016-2017",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Male",2053
"2016-2017",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Female",2771
"2016-2017",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Male",2974
"2016-2017",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Female",376
"2016-2017",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Male",429
"2016-2017",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Female",471
"2016-2017",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Male",547
"2016-2017",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Female",66
"2016-2017",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Male",89
"2016-2017",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Female",91
"2016-2017",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Male",70
"2016-2017",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Female",4706
"2016-2017",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Male",4999
"2016-2017",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Female",364
"2016-2017",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Male",393
"2016-2017",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Female",35822
"2016-2017",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Male",38324
"2016-2017",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Female",89
"2016-2017",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Male",72
"2016-2017",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Female",1189
"2016-2017",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Male",1275
"2016-2017",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Female",414
"2016-2017",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Male",155
"2016-2017",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Female",42870
"2016-2017",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Male",44558
"2016-2017",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Female",570
"2016-2017",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Male",643
"2016-2017",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Female",402
"2016-2017",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Male",444
"2016-2017",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Female",1564
"2016-2017",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Male",1664
"2016-2017",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Female",403
"2016-2017",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Male",408
"2016-2017",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"TRADITIONAL ISD/CSD","Female",4565
"2016-2017",17,"LUBBOCK COUNTY","FRENSHIP ISD",152907,"TRADITIONAL ISD/CSD","Male",4857
"2016-2017",04,"GALVESTON COUNTY","FRIENDSWOOD ISD",084911,"TRADITIONAL ISD/CSD","Female",2966
"2016-2017",04,"GALVESTON COUNTY","FRIENDSWOOD ISD",084911,"TRADITIONAL ISD/CSD","Male",3121
"2016-2017",16,"PARMER COUNTY","FRIONA ISD",185903,"TRADITIONAL ISD/CSD","Female",554
"2016-2017",16,"PARMER COUNTY","FRIONA ISD",185903,"TRADITIONAL ISD/CSD","Male",587
"2016-2017",10,"COLLIN COUNTY","FRISCO ISD",043905,"TRADITIONAL ISD/CSD","Female",27230
"2016-2017",10,"COLLIN COUNTY","FRISCO ISD",043905,"TRADITIONAL ISD/CSD","Male",28693
"2016-2017",12,"NAVARRO COUNTY","FROST ISD",175905,"TRADITIONAL ISD/CSD","Female",212
"2016-2017",12,"NAVARRO COUNTY","FROST ISD",175905,"TRADITIONAL ISD/CSD","Male",244
"2016-2017",07,"VAN ZANDT COUNTY","FRUITVALE ISD",234909,"TRADITIONAL ISD/CSD","Female",221
"2016-2017",07,"VAN ZANDT COUNTY","FRUITVALE ISD",234909,"TRADITIONAL ISD/CSD","Male",189
"2016-2017",18,"JEFF DAVIS COUNTY","FT DAVIS ISD",122901,"TRADITIONAL ISD/CSD","Female",109
"2016-2017",18,"JEFF DAVIS COUNTY","FT DAVIS ISD",122901,"TRADITIONAL ISD/CSD","Male",118
"2016-2017",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"TRADITIONAL ISD/CSD","Female",199
"2016-2017",19,"HUDSPETH COUNTY","FT HANCOCK ISD",115901,"TRADITIONAL ISD/CSD","Male",211
"2016-2017",20,"BEXAR COUNTY","FT SAM HOUSTON ISD",015914,"TRADITIONAL ISD/CSD","Female",775
"2016-2017",20,"BEXAR COUNTY","FT SAM HOUSTON ISD",015914,"TRADITIONAL ISD/CSD","Male",822
"2016-2017",11,"COOKE COUNTY","GAINESVILLE ISD",049901,"TRADITIONAL ISD/CSD","Female",1382
"2016-2017",11,"COOKE COUNTY","GAINESVILLE ISD",049901,"TRADITIONAL ISD/CSD","Male",1563
"2016-2017",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"TRADITIONAL ISD/CSD","Female",11049
"2016-2017",04,"HARRIS COUNTY","GALENA PARK ISD",101910,"TRADITIONAL ISD/CSD","Male",11735
