"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Gender Name","Enrollment by Gender"
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BALCH SPRINGS MIDDLE",057905352,"Female",661
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BALCH SPRINGS MIDDLE",057905352,"Male",736
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Female",386
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BALDWIN EL",227901187,"Male",401
"2015-2016",13,"GUADALUPE COUNTY","SEGUIN ISD",094901,"BALL EARLY CHILDHOOD CENTER",094901101,"Female",245
"2015-2016",13,"GUADALUPE COUNTY","SEGUIN ISD",094901,"BALL EARLY CHILDHOOD CENTER",094901101,"Male",245
"2015-2016",04,"GALVESTON COUNTY","GALVESTON ISD",084902,"BALL H S",084902001,"Female",957
"2015-2016",04,"GALVESTON COUNTY","GALVESTON ISD",084902,"BALL H S",084902001,"Male",989
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER EL",200901101,"Female",227
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER EL",200901101,"Male",248
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER H S",200901001,"Female",128
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER H S",200901001,"Male",141
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER J H",200901041,"Female",95
"2015-2016",15,"RUNNELS COUNTY","BALLINGER ISD",200901,"BALLINGER J H",200901041,"Male",111
"2015-2016",18,"REEVES COUNTY","BALMORHEA ISD",195902,"BALMORHEA SCHOOL",195902001,"Female",77
"2015-2016",18,"REEVES COUNTY","BALMORHEA ISD",195902,"BALMORHEA SCHOOL",195902001,"Male",88
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BAMMEL EL",101919102,"Female",477
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BAMMEL EL",101919102,"Male",421
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BAMMEL MIDDLE",101919046,"Female",617
"2015-2016",04,"HARRIS COUNTY","SPRING ISD",101919,"BAMMEL MIDDLE",101919046,"Male",691
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"BANDERA H S",010902001,"Female",328
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"BANDERA H S",010902001,"Male",345
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"BANDERA MIDDLE",010902041,"Female",211
"2015-2016",20,"BANDERA COUNTY","BANDERA ISD",010902,"BANDERA MIDDLE",010902041,"Male",266
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BANE EL",101907101,"Female",429
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BANE EL",101907101,"Male",459
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BANG EL",101907125,"Female",483
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"BANG EL",101907125,"Male",494
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"BANGS H S",025901001,"Female",143
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"BANGS H S",025901001,"Male",175
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"BANGS MIDDLE",025901041,"Female",148
"2015-2016",15,"BROWN COUNTY","BANGS ISD",025901,"BANGS MIDDLE",025901041,"Male",160
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE EL",178913101,"Female",217
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE EL",178913101,"Male",222
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE H S",178913001,"Female",141
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE H S",178913001,"Male",151
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE J H",178913041,"Female",104
"2015-2016",02,"NUECES COUNTY","BANQUETE ISD",178913,"BANQUETE J H",178913041,"Male",105
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"BANUELOS EL",101911125,"Female",395
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"BANUELOS EL",101911125,"Male",377
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARACK OBAMA MALE LEADERSHIP ACA A",057905357,"Male",242
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARACK OBAMA MALE LEADERSHIP ACA A",057905381,"Male",152
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Female",477
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARANOFF EL",227901182,"Male",507
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"BARBARA BUSH EL",057910122,"Female",279
"2015-2016",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"BARBARA BUSH EL",057910122,"Male",313
"2015-2016",10,"DALLAS COUNTY","IRVING ISD",057912,"BARBARA CARDWELL CAREER PREPARATOR",057912005,"Female",196
"2015-2016",10,"DALLAS COUNTY","IRVING ISD",057912,"BARBARA CARDWELL CAREER PREPARATOR",057912005,"Male",158
"2015-2016",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"BARBARA COCKRELL EL",020908113,"Female",418
"2015-2016",04,"BRAZORIA COUNTY","PEARLAND ISD",020908,"BARBARA COCKRELL EL",020908113,"Male",445
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA CULVER JUVENILE DETENTION",165901020,"Female",-9999999
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA CULVER JUVENILE DETENTION",165901020,"Male",8
"2015-2016",01,"WEBB COUNTY","UNITED ISD",240903,"BARBARA FASKEN EL",240903131,"Female",515
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA FASKEN EL",165901133,"Female",255
"2015-2016",01,"WEBB COUNTY","UNITED ISD",240903,"BARBARA FASKEN EL",240903131,"Male",431
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA FASKEN EL",165901133,"Male",311
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BARBARA JORDAN EL",079907141,"Female",435
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARBARA JORDAN EL",057905133,"Female",339
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"BARBARA JORDAN EL",068901129,"Female",341
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BARBARA JORDAN EL",079907141,"Male",454
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARBARA JORDAN EL",057905133,"Male",326
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"BARBARA JORDAN EL",068901129,"Male",408
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"BARBARA JORDAN INT",094902109,"Female",326
"2015-2016",20,"GUADALUPE COUNTY","SCHERTZ-CIBOLO-U CITY ISD",094902,"BARBARA JORDAN INT",094902109,"Male",374
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARBARA M MANNS EDUCATION CENTER",057905358,"Female",80
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BARBARA M MANNS EDUCATION CENTER",057905358,"Male",178
"2015-2016",10,"KAUFMAN COUNTY","CRANDALL ISD",129901,"BARBARA WALKER EL",129901103,"Female",319
"2015-2016",10,"KAUFMAN COUNTY","CRANDALL ISD",129901,"BARBARA WALKER EL",129901103,"Male",288
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA YARBROUGH EL",165901132,"Female",367
"2015-2016",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"BARBARA YARBROUGH EL",165901132,"Male",353
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL EL NORTH",036902104,"Female",351
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL EL NORTH",036902104,"Male",374
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL EL SOUTH",036902105,"Female",389
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL EL SOUTH",036902105,"Male",434
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL H S",036902001,"Female",692
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL H S",036902001,"Male",809
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL KINDERGARTEN CENTER",036902301,"Female",247
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL KINDERGARTEN CENTER",036902301,"Male",230
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL MIDDLE NORTH",036902042,"Female",223
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL MIDDLE NORTH",036902042,"Male",287
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL MIDDLE SOUTH",036902043,"Female",310
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL MIDDLE SOUTH",036902043,"Male",348
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL PRI",036902102,"Female",191
"2015-2016",04,"CHAMBERS COUNTY","BARBERS HILL ISD",036902,"BARBERS HILL PRI",036902102,"Male",185
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BARKSDALE EL",043910132,"Female",338
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BARKSDALE EL",043910132,"Male",300
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"BARNES EL",178904152,"Female",288
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"BARNES EL",178904152,"Male",319
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BARNETT J H",220901052,"Female",407
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BARNETT J H",220901052,"Male",474
"2015-2016",04,"HARRIS COUNTY","CROSBY ISD",101906,"BARRETT PRI",101906103,"Female",379
"2015-2016",04,"HARRIS COUNTY","CROSBY ISD",101906,"BARRETT PRI",101906103,"Male",417
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BARRICK EL",101912107,"Female",348
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BARRICK EL",101912107,"Male",352
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Female",283
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARRINGTON EL",227901149,"Male",344
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BARRINGTON PLACE EL",079907127,"Female",344
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"BARRINGTON PLACE EL",079907127,"Male",407
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BARRON EL",043910149,"Female",218
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BARRON EL",071902165,"Female",243
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BARRON EL",043910149,"Male",252
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BARRON EL",071902165,"Male",225
"2015-2016",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"BARROW EL",020907107,"Female",306
"2015-2016",04,"BRAZORIA COUNTY","COLUMBIA-BRAZORIA ISD",020907,"BARROW EL",020907107,"Male",312
"2015-2016",13,"BELL COUNTY","BARTLETT ISD",014902,"BARTLETT SCHOOLS",014902001,"Female",165
"2015-2016",13,"BELL COUNTY","BARTLETT ISD",014902,"BARTLETT SCHOOLS",014902001,"Male",204
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Female",245
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"BARTON CREEK EL",227909105,"Male",260
"2015-2016",10,"DALLAS COUNTY","IRVING ISD",057912,"BARTON EL",057912101,"Female",420
"2015-2016",10,"DALLAS COUNTY","IRVING ISD",057912,"BARTON EL",057912101,"Male",436
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Female",192
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BARTON HILLS EL",227901103,"Male",215
"2015-2016",09,"WICHITA COUNTY","WICHITA FALLS ISD",243905,"BARWISE LEADERSHIP ACADEMY",243905046,"Female",391
"2015-2016",09,"WICHITA COUNTY","WICHITA FALLS ISD",243905,"BARWISE LEADERSHIP ACADEMY",243905046,"Male",394
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"BASIS SAN ANTONIO MEDICAL CENTER",015834001,"Female",374
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"BASIS SAN ANTONIO MEDICAL CENTER",015834001,"Male",348
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"BASIS SAN ANTONIO NORTH CENTRAL",015834002,"Female",287
"2015-2016",20,"BEXAR COUNTY","BASIS TEXAS",015834,"BASIS SAN ANTONIO NORTH CENTRAL",015834002,"Male",296
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"BASKIN EL",015907105,"Female",243
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"BASKIN EL",015907105,"Male",274
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BASSETT MIDDLE",071902049,"Female",310
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BASSETT MIDDLE",071902049,"Male",336
"2015-2016",14,"TAYLOR COUNTY","ABILENE ISD",221901,"BASSETTI EL",221901153,"Female",257
"2015-2016",14,"TAYLOR COUNTY","ABILENE ISD",221901,"BASSETTI EL",221901153,"Male",296
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BASSWOOD EL",220907126,"Female",337
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BASSWOOD EL",220907126,"Male",320
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BASTIAN EL",101912108,"Female",314
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BASTIAN EL",101912108,"Male",329
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP H S",011901001,"Female",620
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP H S",011901001,"Male",728
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP INT",011901104,"Female",349
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP INT",011901104,"Male",356
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP MIDDLE",011901041,"Female",343
"2015-2016",13,"BASTROP COUNTY","BASTROP ISD",011901,"BASTROP MIDDLE",011901041,"Male",364
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"BATESVILLE SCHOOL",232903108,"Female",67
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"BATESVILLE SCHOOL",232903108,"Male",76
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Female",388
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"BATY EL",227910108,"Male",380
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"BAY CITY H S",158901001,"Female",492
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"BAY CITY H S",158901001,"Male",512
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"BAY CITY J H",158901041,"Female",379
"2015-2016",03,"MATAGORDA COUNTY","BAY CITY ISD",158901,"BAY CITY J H",158901041,"Male",396
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"BAY COLONY EL",084901107,"Female",482
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"BAY COLONY EL",084901107,"Male",468
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"BAY EL",084910105,"Female",398
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"BAY EL",084910105,"Male",353
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BAYLES EL",057905108,"Female",289
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"BAYLES EL",057905108,"Male",317
"2015-2016",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"BAYLESS EL",152901155,"Female",355
"2015-2016",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"BAYLESS EL",152901155,"Male",355
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BAYLOR COLLEGE OF MEDICINE ACADEMY",101912467,"Female",447
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BAYLOR COLLEGE OF MEDICINE ACADEMY",101912467,"Male",340
"2015-2016",04,"HARRIS COUNTY","LA PORTE ISD",101916,"BAYSHORE EL",101916104,"Female",267
"2015-2016",04,"HARRIS COUNTY","LA PORTE ISD",101916,"BAYSHORE EL",101916104,"Male",266
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"BAYSIDE INT",084910050,"Female",384
"2015-2016",04,"GALVESTON COUNTY","CLEAR CREEK ISD",084910,"BAYSIDE INT",084910050,"Male",384
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"BAYTOWN J H",101911041,"Female",457
"2015-2016",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"BAYTOWN J H",101911041,"Male",522
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"BEACON HILL EL",015907106,"Female",229
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"BEACON HILL EL",015907106,"Male",242
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BEALL EL",071902104,"Female",224
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"BEALL EL",071902104,"Male",218
"2015-2016",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"BEAN EL",152901156,"Female",296
"2015-2016",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"BEAN EL",152901156,"Male",322
"2015-2016",04,"HARRIS COUNTY","HUMBLE ISD",101913,"BEAR BRANCH EL",101913106,"Female",281
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"BEAR BRANCH EL",170906104,"Female",306
"2015-2016",04,"HARRIS COUNTY","HUMBLE ISD",101913,"BEAR BRANCH EL",101913106,"Male",322
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"BEAR BRANCH EL",170906104,"Male",339
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"BEAR BRANCH J H",170906042,"Female",718
"2015-2016",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"BEAR BRANCH J H",170906042,"Male",760
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"BEAR CREEK EL",101914106,"Female",333
"2015-2016",11,"TARRANT COUNTY","GRAPEVINE-COLLEYVILLE ISD",220906,"BEAR CREEK EL",220906106,"Female",356
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"BEAR CREEK EL",101914106,"Male",416
"2015-2016",11,"TARRANT COUNTY","GRAPEVINE-COLLEYVILLE ISD",220906,"BEAR CREEK EL",220906106,"Male",401
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BEAR CREEK INT",220907104,"Female",423
"2015-2016",11,"TARRANT COUNTY","KELLER ISD",220907,"BEAR CREEK INT",220907104,"Male",506
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BEARD EL",015915180,"Female",391
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BEARD EL",015915180,"Male",415
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"BEASLEY EL",079901101,"Female",214
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BEASLEY EL",057914119,"Female",244
"2015-2016",04,"FORT BEND COUNTY","LAMAR CISD",079901,"BEASLEY EL",079901101,"Male",172
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"BEASLEY EL",057914119,"Male",241
"2015-2016",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"BEATRICE MAYES INSTITUTE CHARTER S",101847101,"Female",256
"2015-2016",04,"HARRIS COUNTY","BEATRICE MAYES INSTITUTE CHARTER S",101847,"BEATRICE MAYES INSTITUTE CHARTER S",101847101,"Male",199
"2015-2016",01,"HIDALGO COUNTY","WESLACO ISD",108913,"BEATRIZ G GARZA MIDDLE",108913044,"Female",519
"2015-2016",01,"HIDALGO COUNTY","WESLACO ISD",108913,"BEATRIZ G GARZA MIDDLE",108913044,"Male",558
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BEATY EARLY CHILDHOOD SCHOOL",043910160,"Female",193
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"BEATY EARLY CHILDHOOD SCHOOL",043910160,"Male",284
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"BEAVER TECHNOLOGY CENTER",057909101,"Female",267
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"BEAVER TECHNOLOGY CENTER",057909101,"Male",300
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BEBENSEE EL",220901141,"Female",344
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BEBENSEE EL",220901141,"Male",385
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"BECKENDORFF J H",101914050,"Female",845
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"BECKENDORFF J H",101914050,"Male",915
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Female",191
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BECKER EL",227901104,"Male",186
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BECKHAM EL",220901158,"Female",290
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"BECKHAM EL",220901158,"Male",304
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"BECKVILLE JR-SR HIGH SCHOOL",183901001,"Female",179
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"BECKVILLE JR-SR HIGH SCHOOL",183901001,"Male",194
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"BECKVILLE SUNSET EL",183901101,"Female",176
"2015-2016",07,"PANOLA COUNTY","BECKVILLE ISD",183901,"BECKVILLE SUNSET EL",183901101,"Male",167
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BEDFORD HEIGHTS EL",220916119,"Female",360
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BEDFORD HEIGHTS EL",220916119,"Male",411
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BEDFORD J H",220916044,"Female",395
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BEDFORD J H",220916044,"Male",467
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"Female",446
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"BEDICHEK MIDDLE",227901054,"Male",462
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Female",288
"2015-2016",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"BEE CAVE EL",227913103,"Male",350
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BEECHNUT ACADEMY",101912303,"Female",81
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BEECHNUT ACADEMY",101912303,"Male",217
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BEHLAU EL",015915192,"Female",437
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"BEHLAU EL",015915192,"Male",452
"2015-2016",07,"HENDERSON COUNTY","ATHENS ISD",107901,"BEL AIR EL",107901104,"Female",256
"2015-2016",07,"HENDERSON COUNTY","ATHENS ISD",107901,"BEL AIR EL",107901104,"Male",258
"2015-2016",19,"EL PASO COUNTY","YSLETA ISD",071905,"BEL AIR H S",071905001,"Female",1085
"2015-2016",19,"EL PASO COUNTY","YSLETA ISD",071905,"BEL AIR H S",071905001,"Male",977
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"BELAIRE EL",226903103,"Female",172
"2015-2016",15,"TOM GREEN COUNTY","SAN ANGELO ISD",226903,"BELAIRE EL",226903103,"Male",183
"2015-2016",12,"BELL COUNTY","BELTON ISD",014903,"BELL CO J J A E P",014903006,"Male",-9999999
"2015-2016",12,"BELL COUNTY","ROGERS ISD",014907,"BELL COUNTY DAEP",014907043,"Male",-9999999
"2015-2016",12,"BELL COUNTY","SALADO ISD",014908,"BELL COUNTY DAEP",014908005,"Male",-9999999
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"BELL COUNTY JUV DET CTR",014906025,"Female",-9999999
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"BELL COUNTY JUV DET CTR",014906025,"Male",19
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELL EL",101912151,"Female",399
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"BELL EL",212905102,"Female",238
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"BELL EL",101912151,"Male",380
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"BELL EL",212905102,"Male",263
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELL H S",220916001,"Female",1099
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELL H S",220916001,"Male",1084
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELL MANOR EL",220916116,"Female",365
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELL MANOR EL",220916116,"Male",385
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"BELL'S HILL EL",161914103,"Female",362
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"BELL'S HILL EL",161914103,"Male",425
"2015-2016",11,"TARRANT COUNTY","HURST-EULESS-BEDFORD ISD",220916,"BELLAIRE EL",220916102,"Female",347
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"BELLAIRE EL",014906113,"Female",285
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"BELLAIRE EL",015904102,"Female",297
