"Year","Region","County Name","District Name","District Number","Charter Status","Grade Level Name","Gender Name","Gender Count"
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Kindergarten","Male",15
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  1","Female",25
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  1","Male",14
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  2","Female",20
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  2","Male",27
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  3","Female",28
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  3","Male",22
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  4","Female",31
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  4","Male",19
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  5","Female",23
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  5","Male",23
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  6","Female",21
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  6","Male",31
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  7","Female",27
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  7","Male",30
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  8","Female",13
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  8","Male",27
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  9","Female",17
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade  9","Male",24
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 10","Female",21
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 10","Male",28
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 11","Female",21
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 11","Male",25
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 12","Female",26
"2015-2016",12,"MCLENNAN COUNTY","BOSQUEVILLE ISD",161923,"TRADITIONAL ISD/CSD","Grade 12","Male",30
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",17
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",14
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Kindergarten","Female",17
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Kindergarten","Male",22
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  1","Female",19
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  1","Male",17
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  2","Female",21
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  2","Male",14
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  3","Female",16
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  3","Male",16
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  4","Female",14
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  4","Male",26
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  5","Female",18
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  5","Male",11
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  6","Female",23
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  6","Male",20
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  7","Female",22
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  7","Male",16
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  8","Female",18
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  8","Male",14
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  9","Female",22
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade  9","Male",23
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 10","Female",17
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 10","Male",19
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 11","Female",15
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 11","Male",14
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 12","Female",7
"2015-2016",16,"PARMER COUNTY","BOVINA ISD",185901,"TRADITIONAL ISD/CSD","Grade 12","Male",13
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",52
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",38
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Kindergarten","Female",67
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Kindergarten","Male",64
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  1","Female",62
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  1","Male",63
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  2","Female",79
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  2","Male",67
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  3","Female",44
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  3","Male",75
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  4","Female",70
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  4","Male",63
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  5","Female",51
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  5","Male",69
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  6","Female",55
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  6","Male",67
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  7","Female",64
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  7","Male",65
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  8","Female",56
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  8","Male",61
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  9","Female",53
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade  9","Male",65
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 10","Female",60
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 10","Male",60
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 11","Female",51
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 11","Male",61
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 12","Female",57
"2015-2016",09,"MONTAGUE COUNTY","BOWIE ISD",169901,"TRADITIONAL ISD/CSD","Grade 12","Male",47
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Early Education","Female",0
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",33
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",29
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Kindergarten","Female",34
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Kindergarten","Male",54
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  1","Female",41
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  1","Male",43
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  2","Female",35
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  2","Male",43
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  3","Female",42
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  3","Male",39
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  4","Female",44
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  4","Male",45
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  5","Female",44
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  5","Male",44
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  6","Female",36
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  6","Male",46
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  7","Female",41
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  7","Male",61
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  8","Female",47
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  8","Male",28
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  9","Female",46
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade  9","Male",59
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 10","Female",42
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 10","Male",48
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 11","Female",35
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 11","Male",27
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 12","Female",37
"2015-2016",11,"WISE COUNTY","BOYD ISD",249902,"TRADITIONAL ISD/CSD","Grade 12","Male",52
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",0
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Kindergarten","Female",5
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Kindergarten","Male",0
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  1","Female",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  1","Male",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  2","Female",5
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  2","Male",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  3","Female",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  3","Male",6
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  4","Female",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  4","Male",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  5","Female",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  5","Male",9
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  6","Female",-9999999
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  6","Male",7
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  7","Female",12
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  7","Male",15
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  8","Female",11
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  8","Male",22
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  9","Female",18
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade  9","Male",32
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 10","Female",15
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 10","Male",24
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 11","Female",14
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 11","Male",23
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 12","Female",12
"2015-2016",16,"OLDHAM COUNTY","BOYS RANCH ISD",180901,"TRADITIONAL ISD/CSD","Grade 12","Male",24
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Early Education","Male",-9999999
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",15
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",15
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Kindergarten","Female",26
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Kindergarten","Male",25
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  1","Female",18
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  1","Male",27
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  2","Female",17
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  2","Male",26
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  3","Female",20
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  3","Male",22
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  4","Female",20
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  4","Male",27
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  5","Female",23
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  5","Male",18
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  6","Female",22
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  6","Male",23
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  7","Female",26
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  7","Male",19
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  8","Female",23
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  8","Male",32
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  9","Female",21
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade  9","Male",18
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 10","Female",21
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 10","Male",23
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 11","Female",24
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 11","Male",25
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 12","Female",19
"2015-2016",20,"KINNEY COUNTY","BRACKETT ISD",136901,"TRADITIONAL ISD/CSD","Grade 12","Male",18
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Early Education","Female",-9999999
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Early Education","Male",7
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",24
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",37
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Kindergarten","Female",32
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Kindergarten","Male",59
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  1","Female",42
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  1","Male",54
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  2","Female",43
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  2","Male",51
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  3","Female",46
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  3","Male",51
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  4","Female",43
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  4","Male",43
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  5","Female",43
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  5","Male",51
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  6","Female",39
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  6","Male",44
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  7","Female",44
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  7","Male",51
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  8","Female",35
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  8","Male",57
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  9","Female",32
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade  9","Male",47
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 10","Female",47
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 10","Male",56
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 11","Female",44
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 11","Male",69
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 12","Female",44
"2015-2016",15,"MCCULLOCH COUNTY","BRADY ISD",160901,"TRADITIONAL ISD/CSD","Grade 12","Male",42
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Pre-kindergarten","Female",7
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Pre-kindergarten","Male",15
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Kindergarten","Female",23
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Kindergarten","Male",22
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  1","Female",29
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  1","Male",26
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  2","Female",26
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  2","Male",31
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  3","Female",32
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  3","Male",29
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  4","Female",30
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  4","Male",29
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  5","Female",36
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  5","Male",36
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  6","Female",30
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  6","Male",26
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  7","Female",32
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  7","Male",17
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  8","Female",38
"2015-2016",06,"AUSTIN COUNTY","BRAZOS ISD",008903,"TRADITIONAL ISD/CSD","Grade  8","Male",33
