"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2016-2017",19,"EL PASO COUNTY","Early Education","Male",486
"2016-2017",19,"EL PASO COUNTY","Pre-kindergarten","Female",4088
"2016-2017",19,"EL PASO COUNTY","Pre-kindergarten","Male",4209
"2016-2017",19,"EL PASO COUNTY","Kindergarten","Female",5568
"2016-2017",19,"EL PASO COUNTY","Kindergarten","Male",5928
"2016-2017",19,"EL PASO COUNTY","Grade  1","Female",6013
"2016-2017",19,"EL PASO COUNTY","Grade  1","Male",6353
"2016-2017",19,"EL PASO COUNTY","Grade  2","Female",6211
"2016-2017",19,"EL PASO COUNTY","Grade  2","Male",6490
"2016-2017",19,"EL PASO COUNTY","Grade  3","Female",6476
"2016-2017",19,"EL PASO COUNTY","Grade  3","Male",6527
"2016-2017",19,"EL PASO COUNTY","Grade  4","Female",6369
"2016-2017",19,"EL PASO COUNTY","Grade  4","Male",6774
"2016-2017",19,"EL PASO COUNTY","Grade  5","Female",6353
"2016-2017",19,"EL PASO COUNTY","Grade  5","Male",6611
"2016-2017",19,"EL PASO COUNTY","Grade  6","Female",6288
"2016-2017",19,"EL PASO COUNTY","Grade  6","Male",6595
"2016-2017",19,"EL PASO COUNTY","Grade  7","Female",6441
"2016-2017",19,"EL PASO COUNTY","Grade  7","Male",6748
"2016-2017",19,"EL PASO COUNTY","Grade  8","Female",6282
"2016-2017",19,"EL PASO COUNTY","Grade  8","Male",6647
"2016-2017",19,"EL PASO COUNTY","Grade  9","Female",7177
"2016-2017",19,"EL PASO COUNTY","Grade  9","Male",7849
"2016-2017",19,"EL PASO COUNTY","Grade 10","Female",6952
"2016-2017",19,"EL PASO COUNTY","Grade 10","Male",7153
"2016-2017",19,"EL PASO COUNTY","Grade 11","Female",6403
"2016-2017",19,"EL PASO COUNTY","Grade 11","Male",6651
"2016-2017",19,"EL PASO COUNTY","Grade 12","Female",6265
"2016-2017",19,"EL PASO COUNTY","Grade 12","Male",6265
"2016-2017",10,"ELLIS COUNTY","Early Education","Female",62
"2016-2017",10,"ELLIS COUNTY","Early Education","Male",112
"2016-2017",10,"ELLIS COUNTY","Pre-kindergarten","Female",585
"2016-2017",10,"ELLIS COUNTY","Pre-kindergarten","Male",579
"2016-2017",10,"ELLIS COUNTY","Kindergarten","Female",1117
"2016-2017",10,"ELLIS COUNTY","Kindergarten","Male",1277
"2016-2017",10,"ELLIS COUNTY","Grade  1","Female",1287
"2016-2017",10,"ELLIS COUNTY","Grade  1","Male",1378
"2016-2017",10,"ELLIS COUNTY","Grade  2","Female",1284
"2016-2017",10,"ELLIS COUNTY","Grade  2","Male",1384
"2016-2017",10,"ELLIS COUNTY","Grade  3","Female",1384
"2016-2017",10,"ELLIS COUNTY","Grade  3","Male",1410
"2016-2017",10,"ELLIS COUNTY","Grade  4","Female",1413
"2016-2017",10,"ELLIS COUNTY","Grade  4","Male",1424
"2016-2017",10,"ELLIS COUNTY","Grade  5","Female",1396
"2016-2017",10,"ELLIS COUNTY","Grade  5","Male",1422
"2016-2017",10,"ELLIS COUNTY","Grade  6","Female",1469
"2016-2017",10,"ELLIS COUNTY","Grade  6","Male",1486
"2016-2017",10,"ELLIS COUNTY","Grade  7","Female",1441
"2016-2017",10,"ELLIS COUNTY","Grade  7","Male",1425
"2016-2017",10,"ELLIS COUNTY","Grade  8","Female",1368
"2016-2017",10,"ELLIS COUNTY","Grade  8","Male",1478
"2016-2017",10,"ELLIS COUNTY","Grade  9","Female",1437
"2016-2017",10,"ELLIS COUNTY","Grade  9","Male",1620
"2016-2017",10,"ELLIS COUNTY","Grade 10","Female",1416
"2016-2017",10,"ELLIS COUNTY","Grade 10","Male",1475
"2016-2017",10,"ELLIS COUNTY","Grade 11","Female",1247
"2016-2017",10,"ELLIS COUNTY","Grade 11","Male",1354
"2016-2017",10,"ELLIS COUNTY","Grade 12","Female",1200
"2016-2017",10,"ELLIS COUNTY","Grade 12","Male",1189
"2016-2017",11,"ERATH COUNTY","Early Education","Female",8
"2016-2017",11,"ERATH COUNTY","Early Education","Male",12
"2016-2017",11,"ERATH COUNTY","Pre-kindergarten","Female",121
"2016-2017",11,"ERATH COUNTY","Pre-kindergarten","Male",117
"2016-2017",11,"ERATH COUNTY","Kindergarten","Female",216
"2016-2017",11,"ERATH COUNTY","Kindergarten","Male",215
"2016-2017",11,"ERATH COUNTY","Grade  1","Female",200
"2016-2017",11,"ERATH COUNTY","Grade  1","Male",223
"2016-2017",11,"ERATH COUNTY","Grade  2","Female",203
"2016-2017",11,"ERATH COUNTY","Grade  2","Male",221
"2016-2017",11,"ERATH COUNTY","Grade  3","Female",213
"2016-2017",11,"ERATH COUNTY","Grade  3","Male",215
"2016-2017",11,"ERATH COUNTY","Grade  4","Female",216
"2016-2017",11,"ERATH COUNTY","Grade  4","Male",252
"2016-2017",11,"ERATH COUNTY","Grade  5","Female",242
"2016-2017",11,"ERATH COUNTY","Grade  5","Male",235
"2016-2017",11,"ERATH COUNTY","Grade  6","Female",198
"2016-2017",11,"ERATH COUNTY","Grade  6","Male",226
"2016-2017",11,"ERATH COUNTY","Grade  7","Female",198
"2016-2017",11,"ERATH COUNTY","Grade  7","Male",227
"2016-2017",11,"ERATH COUNTY","Grade  8","Female",217
"2016-2017",11,"ERATH COUNTY","Grade  8","Male",238
"2016-2017",11,"ERATH COUNTY","Grade  9","Female",1379
"2016-2017",11,"ERATH COUNTY","Grade  9","Male",1189
"2016-2017",11,"ERATH COUNTY","Grade 10","Female",1215
"2016-2017",11,"ERATH COUNTY","Grade 10","Male",982
"2016-2017",11,"ERATH COUNTY","Grade 11","Female",1272
"2016-2017",11,"ERATH COUNTY","Grade 11","Male",892
"2016-2017",11,"ERATH COUNTY","Grade 12","Female",977
"2016-2017",11,"ERATH COUNTY","Grade 12","Male",738
"2016-2017",12,"FALLS COUNTY","Early Education","Female",5
"2016-2017",12,"FALLS COUNTY","Early Education","Male",6
"2016-2017",12,"FALLS COUNTY","Pre-kindergarten","Female",77
"2016-2017",12,"FALLS COUNTY","Pre-kindergarten","Male",68
"2016-2017",12,"FALLS COUNTY","Kindergarten","Female",73
"2016-2017",12,"FALLS COUNTY","Kindergarten","Male",88
"2016-2017",12,"FALLS COUNTY","Grade  1","Female",85
"2016-2017",12,"FALLS COUNTY","Grade  1","Male",88
"2016-2017",12,"FALLS COUNTY","Grade  2","Female",84
"2016-2017",12,"FALLS COUNTY","Grade  2","Male",83
"2016-2017",12,"FALLS COUNTY","Grade  3","Female",73
"2016-2017",12,"FALLS COUNTY","Grade  3","Male",98
"2016-2017",12,"FALLS COUNTY","Grade  4","Female",89
"2016-2017",12,"FALLS COUNTY","Grade  4","Male",84
"2016-2017",12,"FALLS COUNTY","Grade  5","Female",74
"2016-2017",12,"FALLS COUNTY","Grade  5","Male",104
"2016-2017",12,"FALLS COUNTY","Grade  6","Female",59
"2016-2017",12,"FALLS COUNTY","Grade  6","Male",83
"2016-2017",12,"FALLS COUNTY","Grade  7","Female",75
"2016-2017",12,"FALLS COUNTY","Grade  7","Male",93
"2016-2017",12,"FALLS COUNTY","Grade  8","Female",65
"2016-2017",12,"FALLS COUNTY","Grade  8","Male",81
"2016-2017",12,"FALLS COUNTY","Grade  9","Female",78
"2016-2017",12,"FALLS COUNTY","Grade  9","Male",84
"2016-2017",12,"FALLS COUNTY","Grade 10","Female",76
"2016-2017",12,"FALLS COUNTY","Grade 10","Male",81
"2016-2017",12,"FALLS COUNTY","Grade 11","Female",73
"2016-2017",12,"FALLS COUNTY","Grade 11","Male",58
"2016-2017",12,"FALLS COUNTY","Grade 12","Female",56
"2016-2017",12,"FALLS COUNTY","Grade 12","Male",43
"2016-2017",10,"FANNIN COUNTY","Early Education","Female",-9999999
"2016-2017",10,"FANNIN COUNTY","Early Education","Male",11
"2016-2017",10,"FANNIN COUNTY","Pre-kindergarten","Female",177
"2016-2017",10,"FANNIN COUNTY","Pre-kindergarten","Male",150
"2016-2017",10,"FANNIN COUNTY","Kindergarten","Female",162
"2016-2017",10,"FANNIN COUNTY","Kindergarten","Male",201
"2016-2017",10,"FANNIN COUNTY","Grade  1","Female",187
"2016-2017",10,"FANNIN COUNTY","Grade  1","Male",190
"2016-2017",10,"FANNIN COUNTY","Grade  2","Female",185
"2016-2017",10,"FANNIN COUNTY","Grade  2","Male",186
"2016-2017",10,"FANNIN COUNTY","Grade  3","Female",191
"2016-2017",10,"FANNIN COUNTY","Grade  3","Male",220
"2016-2017",10,"FANNIN COUNTY","Grade  4","Female",193
"2016-2017",10,"FANNIN COUNTY","Grade  4","Male",204
"2016-2017",10,"FANNIN COUNTY","Grade  5","Female",186
"2016-2017",10,"FANNIN COUNTY","Grade  5","Male",207
"2016-2017",10,"FANNIN COUNTY","Grade  6","Female",193
"2016-2017",10,"FANNIN COUNTY","Grade  6","Male",216
"2016-2017",10,"FANNIN COUNTY","Grade  7","Female",188
"2016-2017",10,"FANNIN COUNTY","Grade  7","Male",199
"2016-2017",10,"FANNIN COUNTY","Grade  8","Female",199
"2016-2017",10,"FANNIN COUNTY","Grade  8","Male",189
"2016-2017",10,"FANNIN COUNTY","Grade  9","Female",196
"2016-2017",10,"FANNIN COUNTY","Grade  9","Male",204
"2016-2017",10,"FANNIN COUNTY","Grade 10","Female",196
"2016-2017",10,"FANNIN COUNTY","Grade 10","Male",201
"2016-2017",10,"FANNIN COUNTY","Grade 11","Female",181
"2016-2017",10,"FANNIN COUNTY","Grade 11","Male",187
"2016-2017",10,"FANNIN COUNTY","Grade 12","Female",178
"2016-2017",10,"FANNIN COUNTY","Grade 12","Male",180
"2016-2017",13,"FAYETTE COUNTY","Early Education","Female",-9999999
"2016-2017",13,"FAYETTE COUNTY","Early Education","Male",10
"2016-2017",13,"FAYETTE COUNTY","Pre-kindergarten","Female",70
"2016-2017",13,"FAYETTE COUNTY","Pre-kindergarten","Male",75
"2016-2017",13,"FAYETTE COUNTY","Kindergarten","Female",144
"2016-2017",13,"FAYETTE COUNTY","Kindergarten","Male",127
"2016-2017",13,"FAYETTE COUNTY","Grade  1","Female",114
"2016-2017",13,"FAYETTE COUNTY","Grade  1","Male",152
"2016-2017",13,"FAYETTE COUNTY","Grade  2","Female",134
"2016-2017",13,"FAYETTE COUNTY","Grade  2","Male",147
"2016-2017",13,"FAYETTE COUNTY","Grade  3","Female",144
"2016-2017",13,"FAYETTE COUNTY","Grade  3","Male",118
"2016-2017",13,"FAYETTE COUNTY","Grade  4","Female",147
"2016-2017",13,"FAYETTE COUNTY","Grade  4","Male",161
"2016-2017",13,"FAYETTE COUNTY","Grade  5","Female",127
"2016-2017",13,"FAYETTE COUNTY","Grade  5","Male",143
"2016-2017",13,"FAYETTE COUNTY","Grade  6","Female",128
"2016-2017",13,"FAYETTE COUNTY","Grade  6","Male",155
"2016-2017",13,"FAYETTE COUNTY","Grade  7","Female",144
"2016-2017",13,"FAYETTE COUNTY","Grade  7","Male",137
"2016-2017",13,"FAYETTE COUNTY","Grade  8","Female",154
"2016-2017",13,"FAYETTE COUNTY","Grade  8","Male",142
"2016-2017",13,"FAYETTE COUNTY","Grade  9","Female",180
"2016-2017",13,"FAYETTE COUNTY","Grade  9","Male",146
"2016-2017",13,"FAYETTE COUNTY","Grade 10","Female",154
"2016-2017",13,"FAYETTE COUNTY","Grade 10","Male",179
"2016-2017",13,"FAYETTE COUNTY","Grade 11","Female",153
"2016-2017",13,"FAYETTE COUNTY","Grade 11","Male",132
"2016-2017",13,"FAYETTE COUNTY","Grade 12","Female",130
"2016-2017",13,"FAYETTE COUNTY","Grade 12","Male",109
"2016-2017",14,"FISHER COUNTY","Early Education","Female",0
"2016-2017",14,"FISHER COUNTY","Early Education","Male",-9999999
"2016-2017",14,"FISHER COUNTY","Pre-kindergarten","Female",31
"2016-2017",14,"FISHER COUNTY","Pre-kindergarten","Male",19
"2016-2017",14,"FISHER COUNTY","Kindergarten","Female",7
"2016-2017",14,"FISHER COUNTY","Kindergarten","Male",27
"2016-2017",14,"FISHER COUNTY","Grade  1","Female",22
"2016-2017",14,"FISHER COUNTY","Grade  1","Male",16
"2016-2017",14,"FISHER COUNTY","Grade  2","Female",19
"2016-2017",14,"FISHER COUNTY","Grade  2","Male",21
"2016-2017",14,"FISHER COUNTY","Grade  3","Female",16
"2016-2017",14,"FISHER COUNTY","Grade  3","Male",27
"2016-2017",14,"FISHER COUNTY","Grade  4","Female",21
"2016-2017",14,"FISHER COUNTY","Grade  4","Male",13
"2016-2017",14,"FISHER COUNTY","Grade  5","Female",20
"2016-2017",14,"FISHER COUNTY","Grade  5","Male",25
"2016-2017",14,"FISHER COUNTY","Grade  6","Female",25
"2016-2017",14,"FISHER COUNTY","Grade  6","Male",21
"2016-2017",14,"FISHER COUNTY","Grade  7","Female",14
"2016-2017",14,"FISHER COUNTY","Grade  7","Male",16
"2016-2017",14,"FISHER COUNTY","Grade  8","Female",16
"2016-2017",14,"FISHER COUNTY","Grade  8","Male",19
"2016-2017",14,"FISHER COUNTY","Grade  9","Female",26
"2016-2017",14,"FISHER COUNTY","Grade  9","Male",16
"2016-2017",14,"FISHER COUNTY","Grade 10","Female",16
"2016-2017",14,"FISHER COUNTY","Grade 10","Male",17
"2016-2017",14,"FISHER COUNTY","Grade 11","Female",21
"2016-2017",14,"FISHER COUNTY","Grade 11","Male",19
"2016-2017",14,"FISHER COUNTY","Grade 12","Female",15
"2016-2017",14,"FISHER COUNTY","Grade 12","Male",14
"2016-2017",17,"FLOYD COUNTY","Early Education","Female",-9999999
"2016-2017",17,"FLOYD COUNTY","Early Education","Male",-9999999
"2016-2017",17,"FLOYD COUNTY","Pre-kindergarten","Female",39
"2016-2017",17,"FLOYD COUNTY","Pre-kindergarten","Male",36
"2016-2017",17,"FLOYD COUNTY","Kindergarten","Female",51
"2016-2017",17,"FLOYD COUNTY","Kindergarten","Male",38
"2016-2017",17,"FLOYD COUNTY","Grade  1","Female",42
"2016-2017",17,"FLOYD COUNTY","Grade  1","Male",53
"2016-2017",17,"FLOYD COUNTY","Grade  2","Female",53
"2016-2017",17,"FLOYD COUNTY","Grade  2","Male",34
"2016-2017",17,"FLOYD COUNTY","Grade  3","Female",46
"2016-2017",17,"FLOYD COUNTY","Grade  3","Male",59
"2016-2017",17,"FLOYD COUNTY","Grade  4","Female",47
"2016-2017",17,"FLOYD COUNTY","Grade  4","Male",52
"2016-2017",17,"FLOYD COUNTY","Grade  5","Female",45
"2016-2017",17,"FLOYD COUNTY","Grade  5","Male",51
"2016-2017",17,"FLOYD COUNTY","Grade  6","Female",49
"2016-2017",17,"FLOYD COUNTY","Grade  6","Male",54
"2016-2017",17,"FLOYD COUNTY","Grade  7","Female",38
"2016-2017",17,"FLOYD COUNTY","Grade  7","Male",51
"2016-2017",17,"FLOYD COUNTY","Grade  8","Female",46
"2016-2017",17,"FLOYD COUNTY","Grade  8","Male",48
"2016-2017",17,"FLOYD COUNTY","Grade  9","Female",31
"2016-2017",17,"FLOYD COUNTY","Grade  9","Male",44
"2016-2017",17,"FLOYD COUNTY","Grade 10","Female",33
"2016-2017",17,"FLOYD COUNTY","Grade 10","Male",57
"2016-2017",17,"FLOYD COUNTY","Grade 11","Female",42
"2016-2017",17,"FLOYD COUNTY","Grade 11","Male",50
"2016-2017",17,"FLOYD COUNTY","Grade 12","Female",35
"2016-2017",17,"FLOYD COUNTY","Grade 12","Male",42
"2016-2017",09,"FOARD COUNTY","Pre-kindergarten","Female",21
"2016-2017",09,"FOARD COUNTY","Pre-kindergarten","Male",7
"2016-2017",09,"FOARD COUNTY","Kindergarten","Female",-9999999
"2016-2017",09,"FOARD COUNTY","Kindergarten","Male",14
"2016-2017",09,"FOARD COUNTY","Grade  1","Female",8
"2016-2017",09,"FOARD COUNTY","Grade  1","Male",-9999999
"2016-2017",09,"FOARD COUNTY","Grade  2","Female",11
"2016-2017",09,"FOARD COUNTY","Grade  2","Male",-9999999
"2016-2017",09,"FOARD COUNTY","Grade  3","Female",5
"2016-2017",09,"FOARD COUNTY","Grade  3","Male",6
"2016-2017",09,"FOARD COUNTY","Grade  4","Female",-9999999
"2016-2017",09,"FOARD COUNTY","Grade  4","Male",11
"2016-2017",09,"FOARD COUNTY","Grade  5","Female",7
"2016-2017",09,"FOARD COUNTY","Grade  5","Male",13
"2016-2017",09,"FOARD COUNTY","Grade  6","Female",9
"2016-2017",09,"FOARD COUNTY","Grade  6","Male",6
"2016-2017",09,"FOARD COUNTY","Grade  7","Female",5
"2016-2017",09,"FOARD COUNTY","Grade  7","Male",12
"2016-2017",09,"FOARD COUNTY","Grade  8","Female",10
"2016-2017",09,"FOARD COUNTY","Grade  8","Male",6
"2016-2017",09,"FOARD COUNTY","Grade  9","Female",12
"2016-2017",09,"FOARD COUNTY","Grade  9","Male",9
"2016-2017",09,"FOARD COUNTY","Grade 10","Female",5
"2016-2017",09,"FOARD COUNTY","Grade 10","Male",6
"2016-2017",09,"FOARD COUNTY","Grade 11","Female",8
"2016-2017",09,"FOARD COUNTY","Grade 11","Male",6
"2016-2017",09,"FOARD COUNTY","Grade 12","Female",5
"2016-2017",09,"FOARD COUNTY","Grade 12","Male",10
"2016-2017",04,"FORT BEND COUNTY","Early Education","Female",274
"2016-2017",04,"FORT BEND COUNTY","Early Education","Male",460
"2016-2017",04,"FORT BEND COUNTY","Pre-kindergarten","Female",1038
"2016-2017",04,"FORT BEND COUNTY","Pre-kindergarten","Male",1143
"2016-2017",04,"FORT BEND COUNTY","Kindergarten","Female",3489
"2016-2017",04,"FORT BEND COUNTY","Kindergarten","Male",3690
"2016-2017",04,"FORT BEND COUNTY","Grade  1","Female",3745
"2016-2017",04,"FORT BEND COUNTY","Grade  1","Male",4156
"2016-2017",04,"FORT BEND COUNTY","Grade  2","Female",4120
"2016-2017",04,"FORT BEND COUNTY","Grade  2","Male",4182
"2016-2017",04,"FORT BEND COUNTY","Grade  3","Female",4065
"2016-2017",04,"FORT BEND COUNTY","Grade  3","Male",4389
"2016-2017",04,"FORT BEND COUNTY","Grade  4","Female",4134
"2016-2017",04,"FORT BEND COUNTY","Grade  4","Male",4294
"2016-2017",04,"FORT BEND COUNTY","Grade  5","Female",4006
"2016-2017",04,"FORT BEND COUNTY","Grade  5","Male",4315
"2016-2017",04,"FORT BEND COUNTY","Grade  6","Female",4027
"2016-2017",04,"FORT BEND COUNTY","Grade  6","Male",4416
"2016-2017",04,"FORT BEND COUNTY","Grade  7","Female",4152
"2016-2017",04,"FORT BEND COUNTY","Grade  7","Male",4417
"2016-2017",04,"FORT BEND COUNTY","Grade  8","Female",4199
"2016-2017",04,"FORT BEND COUNTY","Grade  8","Male",4518
"2016-2017",04,"FORT BEND COUNTY","Grade  9","Female",4432
"2016-2017",04,"FORT BEND COUNTY","Grade  9","Male",4999
"2016-2017",04,"FORT BEND COUNTY","Grade 10","Female",4341
"2016-2017",04,"FORT BEND COUNTY","Grade 10","Male",4583
"2016-2017",04,"FORT BEND COUNTY","Grade 11","Female",4129
"2016-2017",04,"FORT BEND COUNTY","Grade 11","Male",4269
"2016-2017",04,"FORT BEND COUNTY","Grade 12","Female",3848
"2016-2017",04,"FORT BEND COUNTY","Grade 12","Male",3865
"2016-2017",08,"FRANKLIN COUNTY","Early Education","Female",-9999999
"2016-2017",08,"FRANKLIN COUNTY","Early Education","Male",-9999999
"2016-2017",08,"FRANKLIN COUNTY","Pre-kindergarten","Female",26
"2016-2017",08,"FRANKLIN COUNTY","Pre-kindergarten","Male",17
"2016-2017",08,"FRANKLIN COUNTY","Kindergarten","Female",58
"2016-2017",08,"FRANKLIN COUNTY","Kindergarten","Male",64
"2016-2017",08,"FRANKLIN COUNTY","Grade  1","Female",58
"2016-2017",08,"FRANKLIN COUNTY","Grade  1","Male",66
"2016-2017",08,"FRANKLIN COUNTY","Grade  2","Female",60
"2016-2017",08,"FRANKLIN COUNTY","Grade  2","Male",65
"2016-2017",08,"FRANKLIN COUNTY","Grade  3","Female",59
"2016-2017",08,"FRANKLIN COUNTY","Grade  3","Male",73
"2016-2017",08,"FRANKLIN COUNTY","Grade  4","Female",61
"2016-2017",08,"FRANKLIN COUNTY","Grade  4","Male",58
"2016-2017",08,"FRANKLIN COUNTY","Grade  5","Female",60
"2016-2017",08,"FRANKLIN COUNTY","Grade  5","Male",67
"2016-2017",08,"FRANKLIN COUNTY","Grade  6","Female",67
"2016-2017",08,"FRANKLIN COUNTY","Grade  6","Male",57
"2016-2017",08,"FRANKLIN COUNTY","Grade  7","Female",74
"2016-2017",08,"FRANKLIN COUNTY","Grade  7","Male",60
"2016-2017",08,"FRANKLIN COUNTY","Grade  8","Female",46
"2016-2017",08,"FRANKLIN COUNTY","Grade  8","Male",58
"2016-2017",08,"FRANKLIN COUNTY","Grade  9","Female",60
"2016-2017",08,"FRANKLIN COUNTY","Grade  9","Male",65
"2016-2017",08,"FRANKLIN COUNTY","Grade 10","Female",53
"2016-2017",08,"FRANKLIN COUNTY","Grade 10","Male",73
"2016-2017",08,"FRANKLIN COUNTY","Grade 11","Female",53
"2016-2017",08,"FRANKLIN COUNTY","Grade 11","Male",49
"2016-2017",08,"FRANKLIN COUNTY","Grade 12","Female",56
"2016-2017",08,"FRANKLIN COUNTY","Grade 12","Male",50
"2016-2017",12,"FREESTONE COUNTY","Early Education","Female",0
"2016-2017",12,"FREESTONE COUNTY","Early Education","Male",8
"2016-2017",12,"FREESTONE COUNTY","Pre-kindergarten","Female",59
"2016-2017",12,"FREESTONE COUNTY","Pre-kindergarten","Male",77
"2016-2017",12,"FREESTONE COUNTY","Kindergarten","Female",130
"2016-2017",12,"FREESTONE COUNTY","Kindergarten","Male",131
"2016-2017",12,"FREESTONE COUNTY","Grade  1","Female",140
"2016-2017",12,"FREESTONE COUNTY","Grade  1","Male",140
"2016-2017",12,"FREESTONE COUNTY","Grade  2","Female",135
"2016-2017",12,"FREESTONE COUNTY","Grade  2","Male",154
"2016-2017",12,"FREESTONE COUNTY","Grade  3","Female",132
"2016-2017",12,"FREESTONE COUNTY","Grade  3","Male",149
"2016-2017",12,"FREESTONE COUNTY","Grade  4","Female",141
"2016-2017",12,"FREESTONE COUNTY","Grade  4","Male",157
"2016-2017",12,"FREESTONE COUNTY","Grade  5","Female",136
"2016-2017",12,"FREESTONE COUNTY","Grade  5","Male",163
"2016-2017",12,"FREESTONE COUNTY","Grade  6","Female",142
"2016-2017",12,"FREESTONE COUNTY","Grade  6","Male",124
"2016-2017",12,"FREESTONE COUNTY","Grade  7","Female",142
"2016-2017",12,"FREESTONE COUNTY","Grade  7","Male",134
"2016-2017",12,"FREESTONE COUNTY","Grade  8","Female",143
"2016-2017",12,"FREESTONE COUNTY","Grade  8","Male",141
"2016-2017",12,"FREESTONE COUNTY","Grade  9","Female",126
"2016-2017",12,"FREESTONE COUNTY","Grade  9","Male",150
"2016-2017",12,"FREESTONE COUNTY","Grade 10","Female",135
"2016-2017",12,"FREESTONE COUNTY","Grade 10","Male",152
"2016-2017",12,"FREESTONE COUNTY","Grade 11","Female",147
"2016-2017",12,"FREESTONE COUNTY","Grade 11","Male",154
"2016-2017",12,"FREESTONE COUNTY","Grade 12","Female",113
"2016-2017",12,"FREESTONE COUNTY","Grade 12","Male",145
"2016-2017",20,"FRIO COUNTY","Early Education","Female",-9999999
"2016-2017",20,"FRIO COUNTY","Early Education","Male",11
"2016-2017",20,"FRIO COUNTY","Pre-kindergarten","Female",93
"2016-2017",20,"FRIO COUNTY","Pre-kindergarten","Male",83
"2016-2017",20,"FRIO COUNTY","Kindergarten","Female",118
"2016-2017",20,"FRIO COUNTY","Kindergarten","Male",113
"2016-2017",20,"FRIO COUNTY","Grade  1","Female",102
"2016-2017",20,"FRIO COUNTY","Grade  1","Male",120
"2016-2017",20,"FRIO COUNTY","Grade  2","Female",118
"2016-2017",20,"FRIO COUNTY","Grade  2","Male",109
"2016-2017",20,"FRIO COUNTY","Grade  3","Female",123
"2016-2017",20,"FRIO COUNTY","Grade  3","Male",151
"2016-2017",20,"FRIO COUNTY","Grade  4","Female",89
"2016-2017",20,"FRIO COUNTY","Grade  4","Male",120
"2016-2017",20,"FRIO COUNTY","Grade  5","Female",117
"2016-2017",20,"FRIO COUNTY","Grade  5","Male",127
"2016-2017",20,"FRIO COUNTY","Grade  6","Female",134
"2016-2017",20,"FRIO COUNTY","Grade  6","Male",120
"2016-2017",20,"FRIO COUNTY","Grade  7","Female",105
"2016-2017",20,"FRIO COUNTY","Grade  7","Male",110
"2016-2017",20,"FRIO COUNTY","Grade  8","Female",102
"2016-2017",20,"FRIO COUNTY","Grade  8","Male",121
"2016-2017",20,"FRIO COUNTY","Grade  9","Female",136
"2016-2017",20,"FRIO COUNTY","Grade  9","Male",167
"2016-2017",20,"FRIO COUNTY","Grade 10","Female",126
"2016-2017",20,"FRIO COUNTY","Grade 10","Male",121
"2016-2017",20,"FRIO COUNTY","Grade 11","Female",107
"2016-2017",20,"FRIO COUNTY","Grade 11","Male",118
"2016-2017",20,"FRIO COUNTY","Grade 12","Female",85
"2016-2017",20,"FRIO COUNTY","Grade 12","Male",92
"2016-2017",17,"GAINES COUNTY","Early Education","Female",-9999999
"2016-2017",17,"GAINES COUNTY","Early Education","Male",6
"2016-2017",17,"GAINES COUNTY","Pre-kindergarten","Female",68
"2016-2017",17,"GAINES COUNTY","Pre-kindergarten","Male",86
"2016-2017",17,"GAINES COUNTY","Kindergarten","Female",117
"2016-2017",17,"GAINES COUNTY","Kindergarten","Male",158
"2016-2017",17,"GAINES COUNTY","Grade  1","Female",145
"2016-2017",17,"GAINES COUNTY","Grade  1","Male",138
"2016-2017",17,"GAINES COUNTY","Grade  2","Female",140
"2016-2017",17,"GAINES COUNTY","Grade  2","Male",130
"2016-2017",17,"GAINES COUNTY","Grade  3","Female",126
"2016-2017",17,"GAINES COUNTY","Grade  3","Male",139
"2016-2017",17,"GAINES COUNTY","Grade  4","Female",122
"2016-2017",17,"GAINES COUNTY","Grade  4","Male",136
"2016-2017",17,"GAINES COUNTY","Grade  5","Female",141
"2016-2017",17,"GAINES COUNTY","Grade  5","Male",138
"2016-2017",17,"GAINES COUNTY","Grade  6","Female",131
"2016-2017",17,"GAINES COUNTY","Grade  6","Male",129
"2016-2017",17,"GAINES COUNTY","Grade  7","Female",132
"2016-2017",17,"GAINES COUNTY","Grade  7","Male",140
"2016-2017",17,"GAINES COUNTY","Grade  8","Female",137
"2016-2017",17,"GAINES COUNTY","Grade  8","Male",132
"2016-2017",17,"GAINES COUNTY","Grade  9","Female",106
"2016-2017",17,"GAINES COUNTY","Grade  9","Male",129
"2016-2017",17,"GAINES COUNTY","Grade 10","Female",152
"2016-2017",17,"GAINES COUNTY","Grade 10","Male",115
"2016-2017",17,"GAINES COUNTY","Grade 11","Female",114
"2016-2017",17,"GAINES COUNTY","Grade 11","Male",114
"2016-2017",17,"GAINES COUNTY","Grade 12","Female",110
"2016-2017",17,"GAINES COUNTY","Grade 12","Male",95
"2016-2017",04,"GALVESTON COUNTY/04","Early Education","Female",180
"2016-2017",04,"GALVESTON COUNTY/04","Early Education","Male",380
"2016-2017",04,"GALVESTON COUNTY/04","Pre-kindergarten","Female",1416
"2016-2017",04,"GALVESTON COUNTY/04","Pre-kindergarten","Male",1427
"2016-2017",04,"GALVESTON COUNTY/04","Kindergarten","Female",2789
"2016-2017",04,"GALVESTON COUNTY/04","Kindergarten","Male",2807
"2016-2017",04,"GALVESTON COUNTY/04","Grade  1","Female",2993
"2016-2017",04,"GALVESTON COUNTY/04","Grade  1","Male",3008
"2016-2017",04,"GALVESTON COUNTY/04","Grade  2","Female",2923
"2016-2017",04,"GALVESTON COUNTY/04","Grade  2","Male",3192
"2016-2017",04,"GALVESTON COUNTY/04","Grade  3","Female",2981
