T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CAMPUS","CAMPUS NAME","GENDER","GRADE GROUP NAME","ENROLLMENT"
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD",015911104,"SINCLAIR EL","Male","ELEMENTARY",362
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD",015911108,"TRADITION EL","Female","ELEMENTARY",341
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD",015911108,"TRADITION EL","Male","ELEMENTARY",352
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD",015911006,"WILSON COUNTY BOOT CAMP","Female","HIGH SCHOOL","<10"
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD",015911006,"WILSON COUNTY BOOT CAMP","Male","HIGH SCHOOL","<10"
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903101,"EAST CHAMBERS EL","Female","ELEMENTARY",162
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903101,"EAST CHAMBERS EL","Male","ELEMENTARY",190
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903001,"EAST CHAMBERS H S","Female","HIGH SCHOOL",220
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903001,"EAST CHAMBERS H S","Male","HIGH SCHOOL",222
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903041,"EAST CHAMBERS J H","Female","MIDDLE SCHOOL",156
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903041,"EAST CHAMBERS J H","Male","MIDDLE SCHOOL",188
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903103,"EAST CHAMBERS PRI","Female","ELEMENTARY",188
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD",036903103,"EAST CHAMBERS PRI","Male","ELEMENTARY",209
"2019-2020",11,"TARRANT COUNTY",220811,"EAST FORT WORTH MONTESSORI ACADEMY",220811101,"EAST FORT WORTH MONTESSORI ACADEMY","Female","ELEMENTARY",131
"2019-2020",11,"TARRANT COUNTY",220811,"EAST FORT WORTH MONTESSORI ACADEMY",220811101,"EAST FORT WORTH MONTESSORI ACADEMY","Male","ELEMENTARY",116
"2019-2020",07,"GREGG COUNTY",092801,"EAST TEXAS CHARTER SCHOOLS",092801001,"DAN CHADWICK CAMPUS","Female","HIGH SCHOOL",78
"2019-2020",07,"GREGG COUNTY",092801,"EAST TEXAS CHARTER SCHOOLS",092801001,"DAN CHADWICK CAMPUS","Male","HIGH SCHOOL",69
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903001,"EASTLAND H S","Female","HIGH SCHOOL",164
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903001,"EASTLAND H S","Male","HIGH SCHOOL",175
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903041,"EASTLAND MIDDLE","Female","MIDDLE SCHOOL",137
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903041,"EASTLAND MIDDLE","Male","MIDDLE SCHOOL",122
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903101,"SIEBERT EL","Female","ELEMENTARY",258
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD",067903101,"SIEBERT EL","Male","ELEMENTARY",264
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901004,"ALTER ED CTR","Female","ELEMENTARY / SECONDARY",28
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901004,"ALTER ED CTR","Male","ELEMENTARY / SECONDARY",106
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901102,"AUSTIN MONTESSORI MAGNET","Female","ELEMENTARY",235
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901102,"AUSTIN MONTESSORI MAGNET","Male","ELEMENTARY",223
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901129,"BARBARA JORDAN EL","Female","ELEMENTARY",414
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901129,"BARBARA JORDAN EL","Male","ELEMENTARY",446
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901125,"BLANTON EL","Female","ELEMENTARY",265
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901125,"BLANTON EL","Male","ELEMENTARY",271
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901042,"BONHAM MIDDLE","Female","MIDDLE SCHOOL",532
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901042,"BONHAM MIDDLE","Male","MIDDLE SCHOOL",556
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901043,"BOWIE MIDDLE","Female","MIDDLE SCHOOL",588
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901043,"BOWIE MIDDLE","Male","MIDDLE SCHOOL",636
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901103,"BURLESON EL","Female","ELEMENTARY",259
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901103,"BURLESON EL","Male","ELEMENTARY",282
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901104,"BURNET EL","Female","ELEMENTARY",262
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901104,"BURNET EL","Male","ELEMENTARY",284
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901105,"CAMERON DUAL LANGUAGE MAGNET","Female","ELEMENTARY",319
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901105,"CAMERON DUAL LANGUAGE MAGNET","Male","ELEMENTARY",283
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901106,"CARVER EARLY EE-KG","Female","ELEMENTARY",242
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901106,"CARVER EARLY EE-KG","Male","ELEMENTARY",295
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901044,"CROCKETT MIDDLE","Female","MIDDLE SCHOOL",550
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901044,"CROCKETT MIDDLE","Male","MIDDLE SCHOOL",592
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901107,"DOWLING EL","Female","ELEMENTARY",286
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901107,"DOWLING EL","Male","ELEMENTARY",338
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901005,"ECTOR CO YOUTH CTR","Female","ELEMENTARY / SECONDARY","<10"
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901005,"ECTOR CO YOUTH CTR","Male","ELEMENTARY / SECONDARY","<30"
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901047,"ECTOR COLLEGE PREP SUCCESS ACADEMY","Female","MIDDLE SCHOOL",682
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901047,"ECTOR COLLEGE PREP SUCCESS ACADEMY","Male","MIDDLE SCHOOL",649
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901131,"EDWARD K DOWNING EL","Female","ELEMENTARY",355
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901131,"EDWARD K DOWNING EL","Male","ELEMENTARY",394
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901127,"EL MAGNET AT BLACKSHEAR","Female","ELEMENTARY",344
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901127,"EL MAGNET AT BLACKSHEAR","Male","ELEMENTARY",370
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901112,"EL MAGNET AT HAYS","Female","ELEMENTARY",203
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901112,"EL MAGNET AT HAYS","Male","ELEMENTARY",186
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901116,"EL MAGNET AT MILAM EL","Female","ELEMENTARY",367
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901116,"EL MAGNET AT MILAM EL","Male","ELEMENTARY",217
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901118,"EL MAGNET AT REAGAN EL","Female","ELEMENTARY",337
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901118,"EL MAGNET AT REAGAN EL","Male","ELEMENTARY",290
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901122,"EL MAGNET AT TRAVIS","Female","ELEMENTARY",207
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901122,"EL MAGNET AT TRAVIS","Male","ELEMENTARY",175
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901123,"EL MAGNET AT ZAVALA","Female","ELEMENTARY",236
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901123,"EL MAGNET AT ZAVALA","Male","ELEMENTARY",263
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901132,"G E 'BUDDY' WEST EL","Female","ELEMENTARY",348
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901132,"G E 'BUDDY' WEST EL","Male","ELEMENTARY",352
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901101,"GALE POND ALAMO EL","Female","ELEMENTARY",195
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901101,"GALE POND ALAMO EL","Male","ELEMENTARY",210
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901011,"GEORGE H W BUSH NEW TECH ODESSA","Female","HIGH SCHOOL",206
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901011,"GEORGE H W BUSH NEW TECH ODESSA","Male","HIGH SCHOOL",157
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901110,"GOLIAD EL","Female","ELEMENTARY",254
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901110,"GOLIAD EL","Male","ELEMENTARY",287
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901111,"GONZALES EL","Female","ELEMENTARY",193
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901111,"GONZALES EL","Male","ELEMENTARY",275
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901114,"IRELAND EL","Female","ELEMENTARY",250
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901114,"IRELAND EL","Male","ELEMENTARY",281
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901128,"L B JOHNSON EL","Female","ELEMENTARY",332
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901128,"L B JOHNSON EL","Male","ELEMENTARY",402
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901115,"LAMAR EARLY EE-KG","Female","ELEMENTARY",267
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901115,"LAMAR EARLY EE-KG","Male","ELEMENTARY",296
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901130,"LAURO CAVAZOS EL","Female","ELEMENTARY",401
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901130,"LAURO CAVAZOS EL","Male","ELEMENTARY",472
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901133,"LEE BUICE EL","Female","ELEMENTARY",310
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901133,"LEE BUICE EL","Male","ELEMENTARY",373
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901126,"MURRY FLY EL","Female","ELEMENTARY",456
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901126,"MURRY FLY EL","Male","ELEMENTARY",501
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901046,"NIMITZ MIDDLE","Female","MIDDLE SCHOOL",676
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901046,"NIMITZ MIDDLE","Male","MIDDLE SCHOOL",764
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901124,"NOEL EL","Female","ELEMENTARY",248
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901124,"NOEL EL","Male","ELEMENTARY",286
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901014,"ODESSA CAREER AND TECHNICAL EARLY","Female","HIGH SCHOOL",187
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901014,"ODESSA CAREER AND TECHNICAL EARLY","Male","HIGH SCHOOL",154
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901015,"ODESSA COLLEGIATE ACADEMY EARLY CO","Female","HIGH SCHOOL",192
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901015,"ODESSA COLLEGIATE ACADEMY EARLY CO","Male","HIGH SCHOOL",127
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901002,"ODESSA H S","Female","HIGH SCHOOL",1946
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901002,"ODESSA H S","Male","HIGH SCHOOL",1958
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901117,"PEASE EL","Female","ELEMENTARY",266
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901117,"PEASE EL","Male","ELEMENTARY",308
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901003,"PERMIAN H S","Female","HIGH SCHOOL",1776
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901003,"PERMIAN H S","Male","HIGH SCHOOL",1932
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901191,"REG DAY SCHOOL FOR DEAF","Female","ELEMENTARY","<10"
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901191,"REG DAY SCHOOL FOR DEAF","Male","ELEMENTARY","<10"
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901119,"ROSS EL","Female","ELEMENTARY",215
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901119,"ROSS EL","Male","ELEMENTARY",237
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901113,"SAM HOUSTON EL","Female","ELEMENTARY",220
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901113,"SAM HOUSTON EL","Male","ELEMENTARY",250
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901121,"SAN JACINTO EL","Female","ELEMENTARY",249
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901121,"SAN JACINTO EL","Male","ELEMENTARY",246
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901045,"WILSON & YOUNG MEDAL OF HONOR MIDD","Female","MIDDLE SCHOOL",596
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD",068901045,"WILSON & YOUNG MEDAL OF HONOR MIDD","Male","MIDDLE SCHOOL",565
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD",074905101,"ECTOR EL","Female","ELEMENTARY",71
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD",074905101,"ECTOR EL","Male","ELEMENTARY",79
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD",074905001,"ECTOR H S","Female","HIGH SCHOOL",67
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD",074905001,"ECTOR H S","Male","HIGH SCHOOL",60
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903041,"CARLOS TRUAN J H","Female","MIDDLE SCHOOL",498
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903041,"CARLOS TRUAN J H","Male","MIDDLE SCHOOL",537
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903001,"EDCOUCH-ELSA H S","Female","HIGH SCHOOL",680
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903001,"EDCOUCH-ELSA H S","Male","HIGH SCHOOL",754
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903004,"EDCOUCH-ELSA H S ACADEMY","Female","HIGH SCHOOL",13
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903004,"EDCOUCH-ELSA H S ACADEMY","Male","HIGH SCHOOL",10
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903106,"JORGE R GUTIERREZ EARLY CHILDHOOD","Female","ELEMENTARY",232
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903106,"JORGE R GUTIERREZ EARLY CHILDHOOD","Male","ELEMENTARY",218
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903103,"KENNEDY EL","Female","ELEMENTARY",223
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903103,"KENNEDY EL","Male","ELEMENTARY",206
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903105,"L B J EL","Female","ELEMENTARY",306
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903105,"L B J EL","Male","ELEMENTARY",258
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903104,"RUBEN C RODRIGUEZ EL","Female","ELEMENTARY",243
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903104,"RUBEN C RODRIGUEZ EL","Male","ELEMENTARY",252
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903102,"SANTIAGO GARCIA EL","Female","ELEMENTARY",227
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD",108903102,"SANTIAGO GARCIA EL","Male","ELEMENTARY",255
"2019-2020",15,"CONCHO COUNTY",048901,"EDEN CISD",048901001,"EDEN CISD","Female","ELEMENTARY / SECONDARY",104
"2019-2020",15,"CONCHO COUNTY",048901,"EDEN CISD",048901001,"EDEN CISD","Male","ELEMENTARY / SECONDARY",119
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905106,"ALONSO S PERALES EL","Female","ELEMENTARY",211
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905106,"ALONSO S PERALES EL","Male","ELEMENTARY",190
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905042,"ALTERNATIVE CENTER","Female","ELEMENTARY / SECONDARY","<10"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905042,"ALTERNATIVE CENTER","Male","ELEMENTARY / SECONDARY","<20"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905010,"BEXAR CO J J A E P","Female","JUNIOR HIGH SCHOOL","<10"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905010,"BEXAR CO J J A E P","Male","JUNIOR HIGH SCHOOL","<10"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905041,"BRENTWOOD MIDDLE","Female","MIDDLE SCHOOL",339
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905041,"BRENTWOOD MIDDLE","Male","MIDDLE SCHOOL",339
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905118,"CARDENAS CENTER","Female","ELEMENTARY",167
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905118,"CARDENAS CENTER","Male","ELEMENTARY",171
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905044,"E T WRENN MIDDLE","Female","MIDDLE SCHOOL",329
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905044,"E T WRENN MIDDLE","Male","MIDDLE SCHOOL",329
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903101,"EDGEWOOD EL","Female","ELEMENTARY",98
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903101,"EDGEWOOD EL","Male","ELEMENTARY",115
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903001,"EDGEWOOD H S","Female","HIGH SCHOOL",155
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903001,"EDGEWOOD H S","Male","HIGH SCHOOL",159
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903042,"EDGEWOOD INT","Female","ELEMENTARY",89
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903042,"EDGEWOOD INT","Male","ELEMENTARY",116
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903041,"EDGEWOOD MIDDLE","Female","MIDDLE SCHOOL",118
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD",234903041,"EDGEWOOD MIDDLE","Male","MIDDLE SCHOOL",128
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905126,"EL DAEP","Female","ELEMENTARY","<10"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905126,"EL DAEP","Male","ELEMENTARY","<10"
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905108,"GARDENDALE EL","Female","ELEMENTARY",165
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905108,"GARDENDALE EL","Male","ELEMENTARY",154
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905140,"GARDENDALE PRE-K 4 SA EARLY LEARNI","Female","ELEMENTARY",63
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905140,"GARDENDALE PRE-K 4 SA EARLY LEARNI","Male","ELEMENTARY",61
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905046,"GUS GARCIA MIDDLE","Female","MIDDLE SCHOOL",362
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905046,"GUS GARCIA MIDDLE","Male","MIDDLE SCHOOL",341
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905117,"H B GONZALEZ EL","Female","ELEMENTARY",235
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905117,"H B GONZALEZ EL","Male","ELEMENTARY",249
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905002,"JOHN F KENNEDY H S","Female","HIGH SCHOOL",496
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905002,"JOHN F KENNEDY H S","Male","HIGH SCHOOL",580
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905109,"L B JOHNSON EL","Female","ELEMENTARY",201
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905109,"L B JOHNSON EL","Male","ELEMENTARY",248
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905110,"LAS PALMAS EL","Female","ELEMENTARY",193
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905110,"LAS PALMAS EL","Male","ELEMENTARY",205
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905112,"LOMA PARK EL","Female","ELEMENTARY",275
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905112,"LOMA PARK EL","Male","ELEMENTARY",274
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905003,"MEMORIAL H S","Female","HIGH SCHOOL",584
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905003,"MEMORIAL H S","Male","HIGH SCHOOL",582
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905141,"PRE-K 4 SAN ANTONIO","Female","ELEMENTARY",47
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905141,"PRE-K 4 SAN ANTONIO","Male","ELEMENTARY",46
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905113,"ROOSEVELT EL","Female","ELEMENTARY",192
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905113,"ROOSEVELT EL","Male","ELEMENTARY",195
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905104,"ROY CISNEROS EL","Female","ELEMENTARY",245
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905104,"ROY CISNEROS EL","Male","ELEMENTARY",252
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905125,"STAFFORD CENTER","Female","ELEMENTARY",214
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905125,"STAFFORD CENTER","Male","ELEMENTARY",177
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905114,"STAFFORD EL","Female","ELEMENTARY",260
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905114,"STAFFORD EL","Male","ELEMENTARY",221
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905015,"STEAM AT THE FINE ARTS ACADEMY","Female","HIGH SCHOOL",110
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905015,"STEAM AT THE FINE ARTS ACADEMY","Male","HIGH SCHOOL",112
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905116,"WINSTON EL","Female","ELEMENTARY",209
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD",015905116,"WINSTON EL","Male","ELEMENTARY",241
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD",108904129,"ALFONSO RAMIREZ EL","Female","ELEMENTARY",302
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD",108904129,"ALFONSO RAMIREZ EL","Male","ELEMENTARY",313
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD",108904126,"ANNE L MAGEE EL","Female","ELEMENTARY",229
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD",108904126,"ANNE L MAGEE EL","Male","ELEMENTARY",253
