T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","ENROLLMENT"
"2019-2020",04,"GALVESTON COUNTY",084901,"DICKINSON ISD","Female","TRADITIONAL ISD/CSD",5699
"2019-2020",04,"GALVESTON COUNTY",084901,"DICKINSON ISD","Male","TRADITIONAL ISD/CSD",5956
"2019-2020",20,"FRIO COUNTY",082902,"DILLEY ISD","Female","TRADITIONAL ISD/CSD",466
"2019-2020",20,"FRIO COUNTY",082902,"DILLEY ISD","Male","TRADITIONAL ISD/CSD",516
"2019-2020",13,"LEE COUNTY",144903,"DIME BOX ISD","Female","TRADITIONAL ISD/CSD",85
"2019-2020",13,"LEE COUNTY",144903,"DIME BOX ISD","Male","TRADITIONAL ISD/CSD",79
"2019-2020",16,"CASTRO COUNTY",035901,"DIMMITT ISD","Female","TRADITIONAL ISD/CSD",603
"2019-2020",16,"CASTRO COUNTY",035901,"DIMMITT ISD","Male","TRADITIONAL ISD/CSD",630
"2019-2020",20,"KERR COUNTY",133905,"DIVIDE ISD","Female","TRADITIONAL ISD/CSD",12
"2019-2020",20,"KERR COUNTY",133905,"DIVIDE ISD","Male","TRADITIONAL ISD/CSD",12
"2019-2020",10,"FANNIN COUNTY",074904,"DODD CITY ISD","Female","TRADITIONAL ISD/CSD",178
"2019-2020",10,"FANNIN COUNTY",074904,"DODD CITY ISD","Male","TRADITIONAL ISD/CSD",176
"2019-2020",01,"HIDALGO COUNTY",108902,"DONNA ISD","Female","TRADITIONAL ISD/CSD",7033
"2019-2020",01,"HIDALGO COUNTY",108902,"DONNA ISD","Male","TRADITIONAL ISD/CSD",7367
"2019-2020",13,"GILLESPIE COUNTY",086024,"DOSS CONSOLIDATED CSD","Female","TRADITIONAL ISD/CSD",14
"2019-2020",13,"GILLESPIE COUNTY",086024,"DOSS CONSOLIDATED CSD","Male","TRADITIONAL ISD/CSD",16
"2019-2020",07,"NACOGDOCHES COUNTY",174911,"DOUGLASS ISD","Female","TRADITIONAL ISD/CSD",211
"2019-2020",07,"NACOGDOCHES COUNTY",174911,"DOUGLASS ISD","Male","TRADITIONAL ISD/CSD",249
"2019-2020",02,"NUECES COUNTY",178801,"DR M L GARZA-GONZALEZ CHARTER SCHO","Female","OPEN ENROLLMENT CHARTER",121
"2019-2020",02,"NUECES COUNTY",178801,"DR M L GARZA-GONZALEZ CHARTER SCHO","Male","OPEN ENROLLMENT CHARTER",109
"2019-2020",04,"HARRIS COUNTY",101856,"DRAW ACADEMY","Female","OPEN ENROLLMENT CHARTER",329
"2019-2020",04,"HARRIS COUNTY",101856,"DRAW ACADEMY","Male","OPEN ENROLLMENT CHARTER",346
"2019-2020",13,"HAYS COUNTY",105904,"DRIPPING SPRINGS ISD","Female","TRADITIONAL ISD/CSD",3507
"2019-2020",13,"HAYS COUNTY",105904,"DRIPPING SPRINGS ISD","Male","TRADITIONAL ISD/CSD",3703
"2019-2020",02,"NUECES COUNTY",178905,"DRISCOLL ISD","Female","TRADITIONAL ISD/CSD",154
"2019-2020",02,"NUECES COUNTY",178905,"DRISCOLL ISD","Male","TRADITIONAL ISD/CSD",149
"2019-2020",11,"ERATH COUNTY",072902,"DUBLIN ISD","Female","TRADITIONAL ISD/CSD",538
"2019-2020",11,"ERATH COUNTY",072902,"DUBLIN ISD","Male","TRADITIONAL ISD/CSD",588
"2019-2020",16,"MOORE COUNTY",171901,"DUMAS ISD","Female","TRADITIONAL ISD/CSD",2050
"2019-2020",16,"MOORE COUNTY",171901,"DUMAS ISD","Male","TRADITIONAL ISD/CSD",2267
"2019-2020",10,"DALLAS COUNTY",057907,"DUNCANVILLE ISD","Female","TRADITIONAL ISD/CSD",6075
"2019-2020",10,"DALLAS COUNTY",057907,"DUNCANVILLE ISD","Male","TRADITIONAL ISD/CSD",6351
"2019-2020",11,"TARRANT COUNTY",220918,"EAGLE MT-SAGINAW ISD","Female","TRADITIONAL ISD/CSD",10082
"2019-2020",11,"TARRANT COUNTY",220918,"EAGLE MT-SAGINAW ISD","Male","TRADITIONAL ISD/CSD",10942
"2019-2020",20,"MAVERICK COUNTY",159901,"EAGLE PASS ISD","Female","TRADITIONAL ISD/CSD",7055
"2019-2020",20,"MAVERICK COUNTY",159901,"EAGLE PASS ISD","Male","TRADITIONAL ISD/CSD",7445
"2019-2020",13,"TRAVIS COUNTY",227909,"EANES ISD","Female","TRADITIONAL ISD/CSD",3937
"2019-2020",13,"TRAVIS COUNTY",227909,"EANES ISD","Male","TRADITIONAL ISD/CSD",4229
"2019-2020",15,"BROWN COUNTY",025909,"EARLY ISD","Female","TRADITIONAL ISD/CSD",605
"2019-2020",15,"BROWN COUNTY",025909,"EARLY ISD","Male","TRADITIONAL ISD/CSD",594
"2019-2020",03,"WHARTON COUNTY",241902,"EAST BERNARD ISD","Female","TRADITIONAL ISD/CSD",455
"2019-2020",03,"WHARTON COUNTY",241902,"EAST BERNARD ISD","Male","TRADITIONAL ISD/CSD",486
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD","Female","TRADITIONAL ISD/CSD",4891
"2019-2020",20,"BEXAR COUNTY",015911,"EAST CENTRAL ISD","Male","TRADITIONAL ISD/CSD",5255
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD","Female","TRADITIONAL ISD/CSD",726
"2019-2020",05,"CHAMBERS COUNTY",036903,"EAST CHAMBERS ISD","Male","TRADITIONAL ISD/CSD",809
"2019-2020",11,"TARRANT COUNTY",220811,"EAST FORT WORTH MONTESSORI ACADEMY","Female","OPEN ENROLLMENT CHARTER",131
"2019-2020",11,"TARRANT COUNTY",220811,"EAST FORT WORTH MONTESSORI ACADEMY","Male","OPEN ENROLLMENT CHARTER",116
"2019-2020",07,"GREGG COUNTY",092801,"EAST TEXAS CHARTER SCHOOLS","Female","OPEN ENROLLMENT CHARTER",78
"2019-2020",07,"GREGG COUNTY",092801,"EAST TEXAS CHARTER SCHOOLS","Male","OPEN ENROLLMENT CHARTER",69
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD","Female","TRADITIONAL ISD/CSD",559
"2019-2020",14,"EASTLAND COUNTY",067903,"EASTLAND ISD","Male","TRADITIONAL ISD/CSD",561
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD","Female","TRADITIONAL ISD/CSD",16501
"2019-2020",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD","Male","TRADITIONAL ISD/CSD",17321
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD","Female","TRADITIONAL ISD/CSD",138
"2019-2020",10,"FANNIN COUNTY",074905,"ECTOR ISD","Male","TRADITIONAL ISD/CSD",139
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD","Female","TRADITIONAL ISD/CSD",2422
"2019-2020",01,"HIDALGO COUNTY",108903,"EDCOUCH-ELSA ISD","Male","TRADITIONAL ISD/CSD",2490
"2019-2020",15,"CONCHO COUNTY",048901,"EDEN CISD","Female","TRADITIONAL ISD/CSD",104
"2019-2020",15,"CONCHO COUNTY",048901,"EDEN CISD","Male","TRADITIONAL ISD/CSD",119
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD","Female","TRADITIONAL ISD/CSD",4905
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD","Female","TRADITIONAL ISD/CSD",460
"2019-2020",20,"BEXAR COUNTY",015905,"EDGEWOOD ISD","Male","TRADITIONAL ISD/CSD",4982
"2019-2020",07,"VAN ZANDT COUNTY",234903,"EDGEWOOD ISD","Male","TRADITIONAL ISD/CSD",518
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD","Female","TRADITIONAL ISD/CSD",16746
"2019-2020",01,"HIDALGO COUNTY",108904,"EDINBURG CISD","Male","TRADITIONAL ISD/CSD",17581
"2019-2020",03,"JACKSON COUNTY",120901,"EDNA ISD","Female","TRADITIONAL ISD/CSD",768
"2019-2020",03,"JACKSON COUNTY",120901,"EDNA ISD","Male","TRADITIONAL ISD/CSD",815
"2019-2020",10,"DALLAS COUNTY",057833,"EDUCATION CENTER INTERNATIONAL ACA","Female","OPEN ENROLLMENT CHARTER",339
"2019-2020",10,"DALLAS COUNTY",057833,"EDUCATION CENTER INTERNATIONAL ACA","Male","OPEN ENROLLMENT CHARTER",288
"2019-2020",05,"JEFFERSON COUNTY",123805,"EHRHART SCHOOL","Female","OPEN ENROLLMENT CHARTER",247
"2019-2020",05,"JEFFERSON COUNTY",123805,"EHRHART SCHOOL","Male","OPEN ENROLLMENT CHARTER",211
"2019-2020",03,"WHARTON COUNTY",241903,"EL CAMPO ISD","Female","TRADITIONAL ISD/CSD",1770
"2019-2020",03,"WHARTON COUNTY",241903,"EL CAMPO ISD","Male","TRADITIONAL ISD/CSD",1842
"2019-2020",19,"EL PASO COUNTY",071804,"EL PASO ACADEMY","Female","OPEN ENROLLMENT CHARTER",158
"2019-2020",19,"EL PASO COUNTY",071804,"EL PASO ACADEMY","Male","OPEN ENROLLMENT CHARTER",188
"2019-2020",19,"EL PASO COUNTY",071902,"EL PASO ISD","Female","TRADITIONAL ISD/CSD",27098
"2019-2020",19,"EL PASO COUNTY",071902,"EL PASO ISD","Male","TRADITIONAL ISD/CSD",28155
"2019-2020",19,"EL PASO COUNTY",071810,"EL PASO LEADERSHIP ACADEMY","Female","OPEN ENROLLMENT CHARTER",96
"2019-2020",19,"EL PASO COUNTY",071810,"EL PASO LEADERSHIP ACADEMY","Male","OPEN ENROLLMENT CHARTER",121
"2019-2020",20,"BEXAR COUNTY",015836,"ELEANOR KOLITZ HEBREW LANGUAGE ACA","Female","OPEN ENROLLMENT CHARTER",231
"2019-2020",20,"BEXAR COUNTY",015836,"ELEANOR KOLITZ HEBREW LANGUAGE ACA","Male","OPEN ENROLLMENT CHARTER",190
"2019-2020",09,"WICHITA COUNTY",243902,"ELECTRA ISD","Female","TRADITIONAL ISD/CSD",195
"2019-2020",09,"WICHITA COUNTY",243902,"ELECTRA ISD","Male","TRADITIONAL ISD/CSD",213
"2019-2020",13,"BASTROP COUNTY",011902,"ELGIN ISD","Female","TRADITIONAL ISD/CSD",2288
"2019-2020",13,"BASTROP COUNTY",011902,"ELGIN ISD","Male","TRADITIONAL ISD/CSD",2285
"2019-2020",07,"ANDERSON COUNTY",001903,"ELKHART ISD","Female","TRADITIONAL ISD/CSD",590
"2019-2020",07,"ANDERSON COUNTY",001903,"ELKHART ISD","Male","TRADITIONAL ISD/CSD",657
"2019-2020",07,"HARRISON COUNTY",102906,"ELYSIAN FIELDS ISD","Female","TRADITIONAL ISD/CSD",457
"2019-2020",07,"HARRISON COUNTY",102906,"ELYSIAN FIELDS ISD","Male","TRADITIONAL ISD/CSD",441
"2019-2020",10,"ELLIS COUNTY",070903,"ENNIS ISD","Female","TRADITIONAL ISD/CSD",2840
"2019-2020",10,"ELLIS COUNTY",070903,"ENNIS ISD","Male","TRADITIONAL ISD/CSD",3099
"2019-2020",11,"COOKE COUNTY",049906,"ERA ISD","Female","TRADITIONAL ISD/CSD",236
"2019-2020",11,"COOKE COUNTY",049906,"ERA ISD","Male","TRADITIONAL ISD/CSD",243
"2019-2020",11,"ERATH COUNTY",072802,"ERATH EXCELS ACADEMY INC","Female","OPEN ENROLLMENT CHARTER",52
"2019-2020",11,"ERATH COUNTY",072802,"ERATH EXCELS ACADEMY INC","Male","OPEN ENROLLMENT CHARTER",62
"2019-2020",04,"HARRIS COUNTY",101872,"ETOILE ACADEMY CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",73
"2019-2020",04,"HARRIS COUNTY",101872,"ETOILE ACADEMY CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",71
"2019-2020",07,"NACOGDOCHES COUNTY",174910,"ETOILE ISD","Female","TRADITIONAL ISD/CSD",45
"2019-2020",07,"NACOGDOCHES COUNTY",174910,"ETOILE ISD","Male","TRADITIONAL ISD/CSD",53
"2019-2020",14,"CALLAHAN COUNTY",030906,"EULA ISD","Female","TRADITIONAL ISD/CSD",214
"2019-2020",14,"CALLAHAN COUNTY",030906,"EULA ISD","Male","TRADITIONAL ISD/CSD",212
"2019-2020",07,"HENDERSON COUNTY",107905,"EUSTACE ISD","Female","TRADITIONAL ISD/CSD",800
"2019-2020",07,"HENDERSON COUNTY",107905,"EUSTACE ISD","Male","TRADITIONAL ISD/CSD",827
"2019-2020",05,"JASPER COUNTY",121906,"EVADALE ISD","Female","TRADITIONAL ISD/CSD",209
"2019-2020",05,"JASPER COUNTY",121906,"EVADALE ISD","Male","TRADITIONAL ISD/CSD",234
"2019-2020",12,"CORYELL COUNTY",050901,"EVANT ISD","Female","TRADITIONAL ISD/CSD",131
"2019-2020",12,"CORYELL COUNTY",050901,"EVANT ISD","Male","TRADITIONAL ISD/CSD",118
"2019-2020",11,"TARRANT COUNTY",220904,"EVERMAN ISD","Female","TRADITIONAL ISD/CSD",2921
"2019-2020",11,"TARRANT COUNTY",220904,"EVERMAN ISD","Male","TRADITIONAL ISD/CSD",3103
"2019-2020",10,"DALLAS COUNTY",057834,"EVOLUTION ACADEMY CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",373
"2019-2020",10,"DALLAS COUNTY",057834,"EVOLUTION ACADEMY CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",378
"2019-2020",04,"HARRIS COUNTY",101811,"EXCEL ACADEMY","Female","OPEN ENROLLMENT CHARTER",50
"2019-2020",04,"HARRIS COUNTY",101811,"EXCEL ACADEMY","Male","OPEN ENROLLMENT CHARTER",267
"2019-2020",01,"HIDALGO COUNTY",108809,"EXCELLENCE IN LEADERSHIP ACADEMY","Female","OPEN ENROLLMENT CHARTER",158
"2019-2020",01,"HIDALGO COUNTY",108809,"EXCELLENCE IN LEADERSHIP ACADEMY","Male","OPEN ENROLLMENT CHARTER",145
"2019-2020",07,"SHELBY COUNTY",210906,"EXCELSIOR ISD","Female","TRADITIONAL ISD/CSD",36
"2019-2020",07,"SHELBY COUNTY",210906,"EXCELSIOR ISD","Male","TRADITIONAL ISD/CSD",43
"2019-2020",03,"LAVACA COUNTY",143906,"EZZELL ISD","Female","TRADITIONAL ISD/CSD",45
"2019-2020",03,"LAVACA COUNTY",143906,"EZZELL ISD","Male","TRADITIONAL ISD/CSD",37
"2019-2020",19,"EL PASO COUNTY",071903,"FABENS ISD","Female","TRADITIONAL ISD/CSD",1052
"2019-2020",19,"EL PASO COUNTY",071903,"FABENS ISD","Male","TRADITIONAL ISD/CSD",1093
"2019-2020",12,"FREESTONE COUNTY",081902,"FAIRFIELD ISD","Female","TRADITIONAL ISD/CSD",874
"2019-2020",12,"FREESTONE COUNTY",081902,"FAIRFIELD ISD","Male","TRADITIONAL ISD/CSD",912
"2019-2020",20,"KARNES COUNTY",128904,"FALLS CITY ISD","Female","TRADITIONAL ISD/CSD",178
"2019-2020",20,"KARNES COUNTY",128904,"FALLS CITY ISD","Male","TRADITIONAL ISD/CSD",206
"2019-2020",08,"DELTA COUNTY",060914,"FANNINDEL ISD","Female","TRADITIONAL ISD/CSD",63
"2019-2020",08,"DELTA COUNTY",060914,"FANNINDEL ISD","Male","TRADITIONAL ISD/CSD",60
"2019-2020",10,"COLLIN COUNTY",043904,"FARMERSVILLE ISD","Female","TRADITIONAL ISD/CSD",887
"2019-2020",10,"COLLIN COUNTY",043904,"FARMERSVILLE ISD","Male","TRADITIONAL ISD/CSD",880
"2019-2020",16,"PARMER COUNTY",185902,"FARWELL ISD","Female","TRADITIONAL ISD/CSD",268
"2019-2020",16,"PARMER COUNTY",185902,"FARWELL ISD","Male","TRADITIONAL ISD/CSD",280
"2019-2020",13,"FAYETTE COUNTY",075906,"FAYETTEVILLE ISD","Female","TRADITIONAL ISD/CSD",131
"2019-2020",13,"FAYETTE COUNTY",075906,"FAYETTEVILLE ISD","Male","TRADITIONAL ISD/CSD",135
"2019-2020",10,"ELLIS COUNTY",070905,"FERRIS ISD","Female","TRADITIONAL ISD/CSD",1355
"2019-2020",10,"ELLIS COUNTY",070905,"FERRIS ISD","Male","TRADITIONAL ISD/CSD",1325
"2019-2020",13,"FAYETTE COUNTY",075901,"FLATONIA ISD","Female","TRADITIONAL ISD/CSD",290
"2019-2020",13,"FAYETTE COUNTY",075901,"FLATONIA ISD","Male","TRADITIONAL ISD/CSD",331
"2019-2020",13,"WILLIAMSON COUNTY",246902,"FLORENCE ISD","Female","TRADITIONAL ISD/CSD",518
"2019-2020",13,"WILLIAMSON COUNTY",246902,"FLORENCE ISD","Male","TRADITIONAL ISD/CSD",584
"2019-2020",20,"WILSON COUNTY",247901,"FLORESVILLE ISD","Female","TRADITIONAL ISD/CSD",2002
"2019-2020",20,"WILSON COUNTY",247901,"FLORESVILLE ISD","Male","TRADITIONAL ISD/CSD",2130
"2019-2020",02,"NUECES COUNTY",178914,"FLOUR BLUFF ISD","Female","TRADITIONAL ISD/CSD",2794
"2019-2020",02,"NUECES COUNTY",178914,"FLOUR BLUFF ISD","Male","TRADITIONAL ISD/CSD",2983
"2019-2020",17,"FLOYD COUNTY",077901,"FLOYDADA ISD","Female","TRADITIONAL ISD/CSD",333
"2019-2020",17,"FLOYD COUNTY",077901,"FLOYDADA ISD","Male","TRADITIONAL ISD/CSD",376
"2019-2020",16,"LIPSCOMB COUNTY",148902,"FOLLETT ISD","Female","TRADITIONAL ISD/CSD",79
"2019-2020",16,"LIPSCOMB COUNTY",148902,"FOLLETT ISD","Male","TRADITIONAL ISD/CSD",76
"2019-2020",09,"MONTAGUE COUNTY",169910,"FORESTBURG ISD","Female","TRADITIONAL ISD/CSD",82
"2019-2020",09,"MONTAGUE COUNTY",169910,"FORESTBURG ISD","Male","TRADITIONAL ISD/CSD",79
"2019-2020",10,"KAUFMAN COUNTY",129902,"FORNEY ISD","Female","TRADITIONAL ISD/CSD",5844
"2019-2020",10,"KAUFMAN COUNTY",129902,"FORNEY ISD","Male","TRADITIONAL ISD/CSD",6133
"2019-2020",18,"HOWARD COUNTY",114904,"FORSAN ISD","Female","TRADITIONAL ISD/CSD",383
"2019-2020",18,"HOWARD COUNTY",114904,"FORSAN ISD","Male","TRADITIONAL ISD/CSD",404
"2019-2020",04,"FORT BEND COUNTY",079907,"FORT BEND ISD","Female","TRADITIONAL ISD/CSD",37590
"2019-2020",04,"FORT BEND COUNTY",079907,"FORT BEND ISD","Male","TRADITIONAL ISD/CSD",40166
"2019-2020",16,"WHEELER COUNTY",242906,"FORT ELLIOTT CISD","Female","TRADITIONAL ISD/CSD",70
"2019-2020",16,"WHEELER COUNTY",242906,"FORT ELLIOTT CISD","Male","TRADITIONAL ISD/CSD",75
"2019-2020",18,"PECOS COUNTY",186902,"FORT STOCKTON ISD","Female","TRADITIONAL ISD/CSD",1159
"2019-2020",18,"PECOS COUNTY",186902,"FORT STOCKTON ISD","Male","TRADITIONAL ISD/CSD",1305
"2019-2020",11,"TARRANT COUNTY",220809,"FORT WORTH ACADEMY OF FINE ARTS","Female","OPEN ENROLLMENT CHARTER",388
"2019-2020",11,"TARRANT COUNTY",220809,"FORT WORTH ACADEMY OF FINE ARTS","Male","OPEN ENROLLMENT CHARTER",136
"2019-2020",11,"TARRANT COUNTY",220905,"FORT WORTH ISD","Female","TRADITIONAL ISD/CSD",40612
"2019-2020",11,"TARRANT COUNTY",220905,"FORT WORTH ISD","Male","TRADITIONAL ISD/CSD",42279
"2019-2020",06,"ROBERTSON COUNTY",198903,"FRANKLIN ISD","Female","TRADITIONAL ISD/CSD",586
"2019-2020",06,"ROBERTSON COUNTY",198903,"FRANKLIN ISD","Male","TRADITIONAL ISD/CSD",657
"2019-2020",07,"ANDERSON COUNTY",001904,"FRANKSTON ISD","Female","TRADITIONAL ISD/CSD",376
"2019-2020",07,"ANDERSON COUNTY",001904,"FRANKSTON ISD","Male","TRADITIONAL ISD/CSD",410
"2019-2020",13,"GILLESPIE COUNTY",086901,"FREDERICKSBURG ISD","Female","TRADITIONAL ISD/CSD",1554
"2019-2020",13,"GILLESPIE COUNTY",086901,"FREDERICKSBURG ISD","Male","TRADITIONAL ISD/CSD",1628
"2019-2020",02,"DUVAL COUNTY",066903,"FREER ISD","Female","TRADITIONAL ISD/CSD",380
"2019-2020",02,"DUVAL COUNTY",066903,"FREER ISD","Male","TRADITIONAL ISD/CSD",409
"2019-2020",17,"LUBBOCK COUNTY",152907,"FRENSHIP ISD","Female","TRADITIONAL ISD/CSD",5055
"2019-2020",17,"LUBBOCK COUNTY",152907,"FRENSHIP ISD","Male","TRADITIONAL ISD/CSD",5214
"2019-2020",04,"GALVESTON COUNTY",084911,"FRIENDSWOOD ISD","Female","TRADITIONAL ISD/CSD",3071
"2019-2020",04,"GALVESTON COUNTY",084911,"FRIENDSWOOD ISD","Male","TRADITIONAL ISD/CSD",3156
"2019-2020",16,"PARMER COUNTY",185903,"FRIONA ISD","Female","TRADITIONAL ISD/CSD",521
"2019-2020",16,"PARMER COUNTY",185903,"FRIONA ISD","Male","TRADITIONAL ISD/CSD",615
"2019-2020",10,"COLLIN COUNTY",043905,"FRISCO ISD","Female","TRADITIONAL ISD/CSD",30389
"2019-2020",10,"COLLIN COUNTY",043905,"FRISCO ISD","Male","TRADITIONAL ISD/CSD",32316
"2019-2020",12,"NAVARRO COUNTY",175905,"FROST ISD","Female","TRADITIONAL ISD/CSD",210
"2019-2020",12,"NAVARRO COUNTY",175905,"FROST ISD","Male","TRADITIONAL ISD/CSD",220
"2019-2020",07,"VAN ZANDT COUNTY",234909,"FRUITVALE ISD","Female","TRADITIONAL ISD/CSD",225
"2019-2020",07,"VAN ZANDT COUNTY",234909,"FRUITVALE ISD","Male","TRADITIONAL ISD/CSD",204
"2019-2020",18,"JEFF DAVIS COUNTY",122901,"FT DAVIS ISD","Female","TRADITIONAL ISD/CSD",109
"2019-2020",18,"JEFF DAVIS COUNTY",122901,"FT DAVIS ISD","Male","TRADITIONAL ISD/CSD",115
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","Female","TRADITIONAL ISD/CSD",202
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","Male","TRADITIONAL ISD/CSD",202
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","Female","TRADITIONAL ISD/CSD",762
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","Male","TRADITIONAL ISD/CSD",781
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","Female","TRADITIONAL ISD/CSD",1475
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","Male","TRADITIONAL ISD/CSD",1586
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","Female","TRADITIONAL ISD/CSD",10916
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","Male","TRADITIONAL ISD/CSD",11512
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","Female","TRADITIONAL ISD/CSD",3414
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","Male","TRADITIONAL ISD/CSD",3627
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","Female","TRADITIONAL ISD/CSD",397
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","Male","TRADITIONAL ISD/CSD",344
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","Female","TRADITIONAL ISD/CSD",26790
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","Male","TRADITIONAL ISD/CSD",28911
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","Female","TRADITIONAL ISD/CSD",104
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","Male","TRADITIONAL ISD/CSD",95
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","Female","TRADITIONAL ISD/CSD",326
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","Male","TRADITIONAL ISD/CSD",406
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","Female","TRADITIONAL ISD/CSD",227
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","Male","TRADITIONAL ISD/CSD",263
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","Female","TRADITIONAL ISD/CSD",1374
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","Male","TRADITIONAL ISD/CSD",1414
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","Female","OPEN ENROLLMENT CHARTER",423
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","Male","OPEN ENROLLMENT CHARTER",410
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","Female","TRADITIONAL ISD/CSD",85
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","Male","TRADITIONAL ISD/CSD",84
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","Female","OPEN ENROLLMENT CHARTER",503
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","Male","OPEN ENROLLMENT CHARTER",474
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","Female","OPEN ENROLLMENT CHARTER",466
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","Male","OPEN ENROLLMENT CHARTER",570
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","Female","TRADITIONAL ISD/CSD",549
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","Male","TRADITIONAL ISD/CSD",584
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","Female","TRADITIONAL ISD/CSD",5874
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","Male","TRADITIONAL ISD/CSD",6286
"2019-2020",12,"MCLENNAN COUNTY",161925,"GHOLSON ISD","Female","TRADITIONAL ISD/CSD",132
"2019-2020",12,"MCLENNAN COUNTY",161925,"GHOLSON ISD","Male","TRADITIONAL ISD/CSD",120
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD","Female","TRADITIONAL ISD/CSD",935
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD","Male","TRADITIONAL ISD/CSD",982
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD","Female","TRADITIONAL ISD/CSD",1208
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD","Male","TRADITIONAL ISD/CSD",1377
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD","Female","TRADITIONAL ISD/CSD",848
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD","Male","TRADITIONAL ISD/CSD",987
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD","Female","TRADITIONAL ISD/CSD",145
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD","Male","TRADITIONAL ISD/CSD",161
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD","Female","TRADITIONAL ISD/CSD",958
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD","Male","TRADITIONAL ISD/CSD",972
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD","Female","TRADITIONAL ISD/CSD",1150
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD","Male","TRADITIONAL ISD/CSD",1198
