Fiscal Year,LEA Entity ID,LEA Name,School Entity ID,School Name,Charter,Subgroup,❖ Dropout Percentage Rate
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Income Eligibility 1 and 2,2.61
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Male,4.97
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Migrant Cohort,*
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Military Cohort,*
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Multiple Races,*
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,Students With Disabilities,1.52
2020,80995,American Charter Schools Foundation d.b.a. Alta Vista High School,80996,Alta Vista High School,Y,White,6.25
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,All,5.68
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,American Indian or Alaska Native,17.65
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Black/African American,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,ELL Cohort,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Female,4.35
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Foster Care Cohort,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Hispanic or Latino,7.87
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Homeless Cohort,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Income Eligibility 1 and 2,2.29
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Male,7.14
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Migrant Cohort,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Military Cohort,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Multiple Races,*
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,Students With Disabilities,0
2020,4418,Altar Valley Elementary District,5859,Altar Valley Middle School,N,White,0
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,All,32.91
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,American Indian or Alaska Native,33.33
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Asian,*
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Black/African American,34.04
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,ELL Cohort,32.14
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Female,32.32
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Foster Care Cohort,29.41
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Hispanic or Latino,32.31
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Homeless Cohort,33.61
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Income Eligibility 1 and 2,12.5
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Male,33.58
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Migrant Cohort,21.74
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Military Cohort,*
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Multiple Races,36.59
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,Students With Disabilities,10
2020,4422,Tucson Youth Development/ACE Charter High School,5861,Alternative Computerized Education (ACE) Charter High School,Y,White,32.94
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,All,3.23
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,American Indian or Alaska Native,3.61
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,ELL Cohort,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Female,4.65
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Foster Care Cohort,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Hispanic or Latino,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Homeless Cohort,3.45
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Income Eligibility 1 and 2,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Male,2.04
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Migrant Cohort,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Military Cohort,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Multiple Races,*
2020,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),N,Students With Disabilities,7.14
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,All,0
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,American Indian or Alaska Native,0
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,ELL Cohort,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Female,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Foster Care Cohort,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Homeless Cohort,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Income Eligibility 1 and 2,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Male,0
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Migrant Cohort,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Military Cohort,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Multiple Races,*
2020,4412,Baboquivari Unified School District #40,90821,Alternative Middle School (Indian Oasis Middle School),N,Students With Disabilities,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,All,1.69
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Black/African American,0
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,ELL Cohort,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Female,0
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Foster Care Cohort,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Hispanic or Latino,1.96
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Homeless Cohort,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Income Eligibility 1 and 2,1.31
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Male,3.09
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Migrant Cohort,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Military Cohort,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Multiple Races,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Native Hawaiian or Pacific Islander,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,Students With Disabilities,*
2020,4283,Pendergast Elementary District,80419,Amberlea Elementary School,N,White,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,All,0.58
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Asian,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Black/African American,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,ELL Cohort,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Female,0
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Foster Care Cohort,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Hispanic or Latino,0
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Homeless Cohort,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Income Eligibility 1 and 2,2.94
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Male,1.07
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Migrant Cohort,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Military Cohort,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Multiple Races,0
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Native Hawaiian or Pacific Islander,*
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,Students With Disabilities,2.17
2020,85749,Arizona Montessori Charter School at Anthem,85750,AMCS at Anthem dba Caurus Academy,Y,White,0.75
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,All,0
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,American Indian or Alaska Native,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,ELL Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Female,0
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Foster Care Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Hispanic or Latino,0
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Homeless Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Income Eligibility 1 and 2,0
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Male,0
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Migrant Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Military Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Multiple Races,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,Students With Disabilities,*
2020,6365,Edkey Inc. dba American Heritage Academy,88201,American Heritage Academy - Camp Verde,Y,White,0
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,All,2.94
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,American Indian or Alaska Native,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Asian,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Black/African American,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,ELL Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Female,3.26
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Foster Care Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Hispanic or Latino,3.51
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Homeless Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Income Eligibility 1 and 2,1.54
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Male,2.56
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Migrant Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Military Cohort,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Multiple Races,*
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,Students With Disabilities,7.14
2020,6365,Edkey Inc. dba American Heritage Academy,6366,American Heritage Academy - Cottonwood,Y,White,1.05
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,All,0.49
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,American Indian or Alaska Native,0
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Asian,0
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Black/African American,2.04
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,ELL Cohort,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Female,0.2
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Foster Care Cohort,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Hispanic or Latino,0.28
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Homeless Cohort,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Income Eligibility 1 and 2,0.48
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Male,0.76
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Migrant Cohort,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Military Cohort,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Multiple Races,2.25
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Native Hawaiian or Pacific Islander,*
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,Students With Disabilities,0
2020,4348,"American Leadership Academy, Inc.",509281,"American Leadership Academy, Gilbert North K-12",Y,White,0.41
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,All,1.17
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,American Indian or Alaska Native,0
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Asian,2.7
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Black/African American,1.37
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,ELL Cohort,6.25
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Female,0.63
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Foster Care Cohort,5.88
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Hispanic or Latino,0.95
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Homeless Cohort,*
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Income Eligibility 1 and 2,0.44
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Male,1.72
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Migrant Cohort,*
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Military Cohort,*
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Multiple Races,0
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Native Hawaiian or Pacific Islander,*
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,Students With Disabilities,0.88
2020,4348,"American Leadership Academy, Inc.",92885,"American Leadership Academy, Ironwood K12",Y,White,1.36
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,All,1.34
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,American Indian or Alaska Native,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Asian,0
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Black/African American,0
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,ELL Cohort,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Female,1.38
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Foster Care Cohort,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Hispanic or Latino,1.59
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Homeless Cohort,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Income Eligibility 1 and 2,0
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Male,1.3
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Migrant Cohort,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Military Cohort,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Multiple Races,1.45
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Native Hawaiian or Pacific Islander,*
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,Students With Disabilities,0
2020,4348,"American Leadership Academy, Inc.",90769,"American Leadership Academy, Queen Creek K-12",Y,White,1.35
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,All,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,American Indian or Alaska Native,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Asian,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Black/African American,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,ELL Cohort,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Female,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Foster Care Cohort,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Hispanic or Latino,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Homeless Cohort,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Income Eligibility 1 and 2,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Male,0
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Migrant Cohort,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Military Cohort,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Multiple Races,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,Students With Disabilities,*
2020,6355,"The Charter Foundation, Inc.",6063,AmeriSchools Academy - Camelback,Y,White,0
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,All,1.82
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,American Indian or Alaska Native,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Black/African American,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,ELL Cohort,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Female,0
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Foster Care Cohort,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Hispanic or Latino,0
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Homeless Cohort,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Income Eligibility 1 and 2,0
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Male,3.57
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Migrant Cohort,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Military Cohort,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Multiple Races,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,Students With Disabilities,*
2020,6355,"The Charter Foundation, Inc.",79296,AmeriSchools Academy - Country Club,Y,White,4.35
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,All,7.22
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,American Indian or Alaska Native,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Asian,0
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Black/African American,17.65
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,ELL Cohort,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Female,4.91
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Foster Care Cohort,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Hispanic or Latino,13.62
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Homeless Cohort,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Income Eligibility 1 and 2,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Male,10.49
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Migrant Cohort,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Military Cohort,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Multiple Races,12
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Native Hawaiian or Pacific Islander,*
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,Students With Disabilities,7.14
2020,4406,Amphitheater Unified District,91755,Amphi Academy Online,N,White,3.77
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,All,6.42
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,American Indian or Alaska Native,8
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Asian,9.43
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Black/African American,5.37
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,ELL Cohort,5.76
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Female,5.09
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Foster Care Cohort,11.11
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Hispanic or Latino,5.71
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Homeless Cohort,14.29
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Income Eligibility 1 and 2,0.63
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Male,7.6
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Migrant Cohort,*
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Military Cohort,*
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Multiple Races,9.62
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Native Hawaiian or Pacific Islander,*
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,Students With Disabilities,6.08
2020,4406,Amphitheater Unified District,6055,Amphitheater High School,N,White,8.43
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,All,10.61
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,American Indian or Alaska Native,13.33
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Asian,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Black/African American,14.81
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,ELL Cohort,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Female,9.31
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Foster Care Cohort,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Hispanic or Latino,9.82
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Homeless Cohort,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Income Eligibility 1 and 2,0.39
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Male,11.9
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Migrant Cohort,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Military Cohort,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Multiple Races,16.67
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Native Hawaiian or Pacific Islander,*
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,Students With Disabilities,11.03
2020,4406,Amphitheater Unified District,5805,Amphitheater Middle School,N,White,6.96
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,All,0.77
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,American Indian or Alaska Native,*
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Asian,0
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Black/African American,0
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,ELL Cohort,*
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Female,0.59
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Foster Care Cohort,*
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Hispanic or Latino,0.95
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Homeless Cohort,*
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Income Eligibility 1 and 2,0.71
2020,4413,Vail Unified District,91292,Andrada Polytechnic High School,N,Male,0.94
