"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2015-2016",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Female",569
"2015-2016",07,"SMITH COUNTY","CUMBERLAND ACADEMY",212801,"OPEN ENROLLMENT CHARTER","Male",592
"2015-2016",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Female",167
"2015-2016",08,"HOPKINS COUNTY","CUMBY ISD",112905,"TRADITIONAL ISD/CSD","Male",185
"2015-2016",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Female",254
"2015-2016",07,"NACOGDOCHES COUNTY","CUSHING ISD",174902,"TRADITIONAL ISD/CSD","Male",282
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Female",55396
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"TRADITIONAL ISD/CSD","Male",58540
"2015-2016",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Female",183
"2015-2016",20,"MEDINA COUNTY","D'HANIS ISD",163902,"TRADITIONAL ISD/CSD","Male",181
"2015-2016",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Female",474
"2015-2016",08,"MORRIS COUNTY","DAINGERFIELD-LONE STAR ISD",172902,"TRADITIONAL ISD/CSD","Male",559
"2015-2016",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Female",872
"2015-2016",16,"DALLAM COUNTY","DALHART ISD",056901,"TRADITIONAL ISD/CSD","Male",886
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Female",77647
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"TRADITIONAL ISD/CSD","Male",80957
"2015-2016",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Female",98
"2015-2016",04,"BRAZORIA COUNTY","DAMON ISD",020910,"TRADITIONAL ISD/CSD","Male",97
"2015-2016",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Female",369
"2015-2016",04,"BRAZORIA COUNTY","DANBURY ISD",020904,"TRADITIONAL ISD/CSD","Male",405
"2015-2016",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Female",57
"2015-2016",16,"LIPSCOMB COUNTY","DARROUZETT ISD",148905,"TRADITIONAL ISD/CSD","Male",56
"2015-2016",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Female",239
"2015-2016",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Female",88
"2015-2016",12,"NAVARRO COUNTY","DAWSON ISD",175904,"TRADITIONAL ISD/CSD","Male",249
"2015-2016",17,"DAWSON COUNTY","DAWSON ISD",058902,"TRADITIONAL ISD/CSD","Male",88
"2015-2016",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Female",2554
"2015-2016",04,"LIBERTY COUNTY","DAYTON ISD",146902,"TRADITIONAL ISD/CSD","Male",2768
"2015-2016",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Female",331
"2015-2016",14,"COMANCHE COUNTY","DE LEON ISD",047902,"TRADITIONAL ISD/CSD","Male",341
"2015-2016",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Female",1419
"2015-2016",11,"WISE COUNTY","DECATUR ISD",249905,"TRADITIONAL ISD/CSD","Male",1576
"2015-2016",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Female",6570
"2015-2016",04,"HARRIS COUNTY","DEER PARK ISD",101908,"TRADITIONAL ISD/CSD","Male",6708
"2015-2016",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Female",393
"2015-2016",08,"BOWIE COUNTY","DEKALB ISD",019901,"TRADITIONAL ISD/CSD","Male",396
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Female",5664
"2015-2016",13,"TRAVIS COUNTY","DEL VALLE ISD",227910,"TRADITIONAL ISD/CSD","Male",5895
"2015-2016",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Female",41
"2015-2016",19,"HUDSPETH COUNTY","DELL CITY ISD",115903,"TRADITIONAL ISD/CSD","Male",41
"2015-2016",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Female",2206
"2015-2016",10,"GRAYSON COUNTY","DENISON ISD",091903,"TRADITIONAL ISD/CSD","Male",2375
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Female",13409
"2015-2016",11,"DENTON COUNTY","DENTON ISD",061901,"TRADITIONAL ISD/CSD","Male",14150
"2015-2016",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Female",863
"2015-2016",17,"YOAKUM COUNTY","DENVER CITY ISD",251901,"TRADITIONAL ISD/CSD","Male",919
"2015-2016",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Female",4643
"2015-2016",10,"DALLAS COUNTY","DESOTO ISD",057906,"TRADITIONAL ISD/CSD","Male",5097
"2015-2016",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Female",261
"2015-2016",08,"RED RIVER COUNTY","DETROIT ISD",194905,"TRADITIONAL ISD/CSD","Male",275
"2015-2016",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Female",88
"2015-2016",04,"LIBERTY COUNTY","DEVERS ISD",146903,"TRADITIONAL ISD/CSD","Male",101
"2015-2016",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Female",964
"2015-2016",20,"MEDINA COUNTY","DEVINE ISD",163901,"TRADITIONAL ISD/CSD","Male",1034
"2015-2016",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Female",78
"2015-2016",12,"FREESTONE COUNTY","DEW ISD",081906,"TRADITIONAL ISD/CSD","Male",82
"2015-2016",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Female",308
"2015-2016",05,"NEWTON COUNTY","DEWEYVILLE ISD",176903,"TRADITIONAL ISD/CSD","Male",328
"2015-2016",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Female",909
"2015-2016",07,"ANGELINA COUNTY","DIBOLL ISD",003905,"TRADITIONAL ISD/CSD","Male",980
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Female",5324
"2015-2016",04,"GALVESTON COUNTY","DICKINSON ISD",084901,"TRADITIONAL ISD/CSD","Male",5629
"2015-2016",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Female",455
"2015-2016",20,"FRIO COUNTY","DILLEY ISD",082902,"TRADITIONAL ISD/CSD","Male",523
"2015-2016",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Female",84
"2015-2016",13,"LEE COUNTY","DIME BOX ISD",144903,"TRADITIONAL ISD/CSD","Male",100
"2015-2016",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Female",601
"2015-2016",16,"CASTRO COUNTY","DIMMITT ISD",035901,"TRADITIONAL ISD/CSD","Male",606
"2015-2016",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Female",11
"2015-2016",20,"KERR COUNTY","DIVIDE ISD",133905,"TRADITIONAL ISD/CSD","Male",8
"2015-2016",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Female",199
"2015-2016",10,"FANNIN COUNTY","DODD CITY ISD",074904,"TRADITIONAL ISD/CSD","Male",192
"2015-2016",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Female",7431
"2015-2016",01,"HIDALGO COUNTY","DONNA ISD",108902,"TRADITIONAL ISD/CSD","Male",7903
"2015-2016",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Female",7
"2015-2016",13,"GILLESPIE COUNTY","DOSS CONSOLIDATED CSD",086024,"TRADITIONAL ISD/CSD","Male",5
"2015-2016",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Female",204
"2015-2016",07,"NACOGDOCHES COUNTY","DOUGLASS ISD",174911,"TRADITIONAL ISD/CSD","Male",258
"2015-2016",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Female",84
"2015-2016",02,"NUECES COUNTY","DR M L GARZA-GONZALEZ CHARTER SCHO",178801,"OPEN ENROLLMENT CHARTER","Male",85
"2015-2016",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Female",344
"2015-2016",04,"HARRIS COUNTY","DRAW ACADEMY",101856,"OPEN ENROLLMENT CHARTER","Male",354
"2015-2016",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Female",2748
"2015-2016",13,"HAYS COUNTY","DRIPPING SPRINGS ISD",105904,"TRADITIONAL ISD/CSD","Male",2871
"2015-2016",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Female",148
"2015-2016",02,"NUECES COUNTY","DRISCOLL ISD",178905,"TRADITIONAL ISD/CSD","Male",135
"2015-2016",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Female",560
"2015-2016",11,"ERATH COUNTY","DUBLIN ISD",072902,"TRADITIONAL ISD/CSD","Male",617
"2015-2016",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Female",2160
"2015-2016",16,"MOORE COUNTY","DUMAS ISD",171901,"TRADITIONAL ISD/CSD","Male",2385
"2015-2016",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Female",6256
"2015-2016",10,"DALLAS COUNTY","DUNCANVILLE ISD",057907,"TRADITIONAL ISD/CSD","Male",6512
"2015-2016",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Female",9305
"2015-2016",11,"TARRANT COUNTY","EAGLE MT-SAGINAW ISD",220918,"TRADITIONAL ISD/CSD","Male",9898
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Female",7305
"2015-2016",20,"MAVERICK COUNTY","EAGLE PASS ISD",159901,"TRADITIONAL ISD/CSD","Male",7788
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Female",3873
"2015-2016",13,"TRAVIS COUNTY","EANES ISD",227909,"TRADITIONAL ISD/CSD","Male",4202
"2015-2016",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Female",593
"2015-2016",15,"BROWN COUNTY","EARLY ISD",025909,"TRADITIONAL ISD/CSD","Male",603
"2015-2016",13,"TRAVIS COUNTY","EAST AUSTIN COLLEGE PREP",227824,"OPEN ENROLLMENT CHARTER","Female",391
"2015-2016",13,"TRAVIS COUNTY","EAST AUSTIN COLLEGE PREP",227824,"OPEN ENROLLMENT CHARTER","Male",402
"2015-2016",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Female",500
"2015-2016",03,"WHARTON COUNTY","EAST BERNARD ISD",241902,"TRADITIONAL ISD/CSD","Male",501
"2015-2016",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Female",4820
"2015-2016",20,"BEXAR COUNTY","EAST CENTRAL ISD",015911,"TRADITIONAL ISD/CSD","Male",5267
"2015-2016",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Female",692
"2015-2016",05,"CHAMBERS COUNTY","EAST CHAMBERS ISD",036903,"TRADITIONAL ISD/CSD","Male",765
"2015-2016",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Female",242
"2015-2016",11,"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY",220811,"OPEN ENROLLMENT CHARTER","Male",255
"2015-2016",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Female",97
"2015-2016",07,"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS",092801,"OPEN ENROLLMENT CHARTER","Male",70
"2015-2016",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Female",520
"2015-2016",14,"EASTLAND COUNTY","EASTLAND ISD",067903,"TRADITIONAL ISD/CSD","Male",579
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Female",15557
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"TRADITIONAL ISD/CSD","Male",16234
"2015-2016",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Female",130
"2015-2016",10,"FANNIN COUNTY","ECTOR ISD",074905,"TRADITIONAL ISD/CSD","Male",125
"2015-2016",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Female",2462
"2015-2016",01,"HIDALGO COUNTY","EDCOUCH-ELSA ISD",108903,"TRADITIONAL ISD/CSD","Male",2673
"2015-2016",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Female",121
"2015-2016",15,"CONCHO COUNTY","EDEN CISD",048901,"TRADITIONAL ISD/CSD","Male",124
"2015-2016",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Female",450
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Female",5517
"2015-2016",07,"VAN ZANDT COUNTY","EDGEWOOD ISD",234903,"TRADITIONAL ISD/CSD","Male",481
"2015-2016",20,"BEXAR COUNTY","EDGEWOOD ISD",015905,"TRADITIONAL ISD/CSD","Male",5776
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Female",16951
"2015-2016",01,"HIDALGO COUNTY","EDINBURG CISD",108904,"TRADITIONAL ISD/CSD","Male",17619
"2015-2016",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Female",755
"2015-2016",03,"JACKSON COUNTY","EDNA ISD",120901,"TRADITIONAL ISD/CSD","Male",802
"2015-2016",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Female",205
"2015-2016",10,"DALLAS COUNTY","EDUCATION CENTER INTERNATIONAL ACA",057833,"OPEN ENROLLMENT CHARTER","Male",176
"2015-2016",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Female",211
"2015-2016",05,"JEFFERSON COUNTY","EHRHART SCHOOL",123805,"OPEN ENROLLMENT CHARTER","Male",155
"2015-2016",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Female",1749
"2015-2016",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"TRADITIONAL ISD/CSD","Male",1852
"2015-2016",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Female",183
"2015-2016",19,"EL PASO COUNTY","EL PASO ACADEMY",071804,"OPEN ENROLLMENT CHARTER","Male",184
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Female",29187
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"TRADITIONAL ISD/CSD","Male",30860
"2015-2016",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Female",102
"2015-2016",19,"EL PASO COUNTY","EL PASO LEADERSHIP ACADEMY",071810,"OPEN ENROLLMENT CHARTER","Male",79
"2015-2016",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Female",143
"2015-2016",20,"BEXAR COUNTY","ELEANOR KOLITZ HEBREW LANGUAGE ACA",015836,"OPEN ENROLLMENT CHARTER","Male",137
"2015-2016",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Female",194
"2015-2016",09,"WICHITA COUNTY","ELECTRA ISD",243902,"TRADITIONAL ISD/CSD","Male",231
"2015-2016",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Female",2108
"2015-2016",13,"BASTROP COUNTY","ELGIN ISD",011902,"TRADITIONAL ISD/CSD","Male",2213
"2015-2016",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Female",582
"2015-2016",07,"ANDERSON COUNTY","ELKHART ISD",001903,"TRADITIONAL ISD/CSD","Male",662
"2015-2016",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Female",448
"2015-2016",07,"HARRISON COUNTY","ELYSIAN FIELDS ISD",102906,"TRADITIONAL ISD/CSD","Male",472
"2015-2016",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Female",2815
"2015-2016",10,"ELLIS COUNTY","ENNIS ISD",070903,"TRADITIONAL ISD/CSD","Male",2988
"2015-2016",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Female",251
"2015-2016",11,"COOKE COUNTY","ERA ISD",049906,"TRADITIONAL ISD/CSD","Male",232
"2015-2016",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Female",58
"2015-2016",11,"ERATH COUNTY","ERATH EXCELS ACADEMY INC",072802,"OPEN ENROLLMENT CHARTER","Male",101
"2015-2016",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Female",62
"2015-2016",07,"NACOGDOCHES COUNTY","ETOILE ISD",174910,"TRADITIONAL ISD/CSD","Male",71
"2015-2016",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Female",211
"2015-2016",14,"CALLAHAN COUNTY","EULA ISD",030906,"TRADITIONAL ISD/CSD","Male",186
"2015-2016",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Female",829
"2015-2016",07,"HENDERSON COUNTY","EUSTACE ISD",107905,"TRADITIONAL ISD/CSD","Male",737
"2015-2016",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Female",222
"2015-2016",05,"JASPER COUNTY","EVADALE ISD",121906,"TRADITIONAL ISD/CSD","Male",281
"2015-2016",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Female",127
"2015-2016",12,"CORYELL COUNTY","EVANT ISD",050901,"TRADITIONAL ISD/CSD","Male",112
"2015-2016",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Female",2806
"2015-2016",11,"TARRANT COUNTY","EVERMAN ISD",220904,"TRADITIONAL ISD/CSD","Male",2815
"2015-2016",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Female",369
"2015-2016",10,"DALLAS COUNTY","EVOLUTION ACADEMY CHARTER SCHOOL",057834,"OPEN ENROLLMENT CHARTER","Male",426
"2015-2016",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Female",88
"2015-2016",04,"HARRIS COUNTY","EXCEL ACADEMY",101811,"OPEN ENROLLMENT CHARTER","Male",439
"2015-2016",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Female",100
"2015-2016",01,"HIDALGO COUNTY","EXCELLENCE IN LEADERSHIP ACADEMY",108809,"OPEN ENROLLMENT CHARTER","Male",101
"2015-2016",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Female",51
"2015-2016",07,"SHELBY COUNTY","EXCELSIOR ISD",210906,"TRADITIONAL ISD/CSD","Male",48
"2015-2016",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Female",53
"2015-2016",03,"LAVACA COUNTY","EZZELL ISD",143906,"TRADITIONAL ISD/CSD","Male",43
"2015-2016",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Female",1132
"2015-2016",19,"EL PASO COUNTY","FABENS ISD",071903,"TRADITIONAL ISD/CSD","Male",1234
"2015-2016",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Female",888
"2015-2016",12,"FREESTONE COUNTY","FAIRFIELD ISD",081902,"TRADITIONAL ISD/CSD","Male",940
"2015-2016",04,"HARRIS COUNTY","FALLBROOK COLLEGE PREPARATORY ACAD",101867,"OPEN ENROLLMENT CHARTER","Female",239
"2015-2016",04,"HARRIS COUNTY","FALLBROOK COLLEGE PREPARATORY ACAD",101867,"OPEN ENROLLMENT CHARTER","Male",252
"2015-2016",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Female",176
"2015-2016",20,"KARNES COUNTY","FALLS CITY ISD",128904,"TRADITIONAL ISD/CSD","Male",184
"2015-2016",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Female",88
"2015-2016",08,"DELTA COUNTY","FANNINDEL ISD",060914,"TRADITIONAL ISD/CSD","Male",84
"2015-2016",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Female",786
"2015-2016",10,"COLLIN COUNTY","FARMERSVILLE ISD",043904,"TRADITIONAL ISD/CSD","Male",779
"2015-2016",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Female",249
"2015-2016",16,"PARMER COUNTY","FARWELL ISD",185902,"TRADITIONAL ISD/CSD","Male",303
"2015-2016",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Female",112
"2015-2016",13,"FAYETTE COUNTY","FAYETTEVILLE ISD",075906,"TRADITIONAL ISD/CSD","Male",122
"2015-2016",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Female",1233
"2015-2016",10,"ELLIS COUNTY","FERRIS ISD",070905,"TRADITIONAL ISD/CSD","Male",1264
"2015-2016",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Female",282
"2015-2016",13,"FAYETTE COUNTY","FLATONIA ISD",075901,"TRADITIONAL ISD/CSD","Male",305
"2015-2016",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Female",460
"2015-2016",13,"WILLIAMSON COUNTY","FLORENCE ISD",246902,"TRADITIONAL ISD/CSD","Male",566
"2015-2016",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Female",1895
"2015-2016",20,"WILSON COUNTY","FLORESVILLE ISD",247901,"TRADITIONAL ISD/CSD","Male",2087
"2015-2016",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Female",2761
"2015-2016",02,"NUECES COUNTY","FLOUR BLUFF ISD",178914,"TRADITIONAL ISD/CSD","Male",3014
"2015-2016",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Female",379
"2015-2016",17,"FLOYD COUNTY","FLOYDADA ISD",077901,"TRADITIONAL ISD/CSD","Male",410
"2015-2016",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Female",544
"2015-2016",10,"DALLAS COUNTY","FOCUS LEARNING ACADEMY",057817,"OPEN ENROLLMENT CHARTER","Male",611
"2015-2016",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Female",77
"2015-2016",16,"LIPSCOMB COUNTY","FOLLETT ISD",148902,"TRADITIONAL ISD/CSD","Male",97
"2015-2016",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Female",95
"2015-2016",09,"MONTAGUE COUNTY","FORESTBURG ISD",169910,"TRADITIONAL ISD/CSD","Male",86
"2015-2016",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Female",4602
"2015-2016",10,"KAUFMAN COUNTY","FORNEY ISD",129902,"TRADITIONAL ISD/CSD","Male",4784
"2015-2016",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Female",363
"2015-2016",18,"HOWARD COUNTY","FORSAN ISD",114904,"TRADITIONAL ISD/CSD","Male",376
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Female",35401
"2015-2016",04,"FORT BEND COUNTY","FORT BEND ISD",079907,"TRADITIONAL ISD/CSD","Male",37714
"2015-2016",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Female",90
"2015-2016",16,"WHEELER COUNTY","FORT ELLIOTT CISD",242906,"TRADITIONAL ISD/CSD","Male",79
"2015-2016",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Female",1206
"2015-2016",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"TRADITIONAL ISD/CSD","Male",1258
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Female",369
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ACADEMY OF FINE ARTS",220809,"OPEN ENROLLMENT CHARTER","Male",147
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Female",42670
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"TRADITIONAL ISD/CSD","Male",44410
"2015-2016",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Female",565
"2015-2016",06,"ROBERTSON COUNTY","FRANKLIN ISD",198903,"TRADITIONAL ISD/CSD","Male",625
"2015-2016",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Female",394
"2015-2016",07,"ANDERSON COUNTY","FRANKSTON ISD",001904,"TRADITIONAL ISD/CSD","Male",448
"2015-2016",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Female",1501
"2015-2016",13,"GILLESPIE COUNTY","FREDERICKSBURG ISD",086901,"TRADITIONAL ISD/CSD","Male",1637
"2015-2016",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Female",403
"2015-2016",02,"DUVAL COUNTY","FREER ISD",066903,"TRADITIONAL ISD/CSD","Male",402
