T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2018-2019

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","ENROLLMENT"
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","FEMALE","TRADITIONAL ISD/CSD",16188
"2018-2019",10,"DALLAS COUNTY",057912,"IRVING ISD","MALE","TRADITIONAL ISD/CSD",17276
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","FEMALE","TRADITIONAL ISD/CSD",3562
"2018-2019",10,"DALLAS COUNTY",057913,"LANCASTER ISD","MALE","TRADITIONAL ISD/CSD",3786
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","FEMALE","TRADITIONAL ISD/CSD",19656
"2018-2019",10,"DALLAS COUNTY",057914,"MESQUITE ISD","MALE","TRADITIONAL ISD/CSD",20723
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","FEMALE","TRADITIONAL ISD/CSD",19018
"2018-2019",10,"DALLAS COUNTY",057916,"RICHARDSON ISD","MALE","TRADITIONAL ISD/CSD",20090
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","FEMALE","TRADITIONAL ISD/CSD",893
"2018-2019",10,"DALLAS COUNTY",057919,"SUNNYVALE ISD","MALE","TRADITIONAL ISD/CSD",989
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","FEMALE","TRADITIONAL ISD/CSD",6279
"2018-2019",10,"DALLAS COUNTY",057922,"COPPELL ISD","MALE","TRADITIONAL ISD/CSD",6646
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","FEMALE","TRADITIONAL ISD/CSD",51
"2018-2019",17,"DAWSON COUNTY",058902,"DAWSON ISD","MALE","TRADITIONAL ISD/CSD",57
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","FEMALE","TRADITIONAL ISD/CSD",135
"2018-2019",17,"DAWSON COUNTY",058905,"KLONDIKE ISD","MALE","TRADITIONAL ISD/CSD",126
"2018-2019",17,"DAWSON COUNTY",058906,"LAMESA ISD","FEMALE","TRADITIONAL ISD/CSD",908
"2018-2019",17,"DAWSON COUNTY",058906,"LAMESA ISD","MALE","TRADITIONAL ISD/CSD",978
"2018-2019",17,"DAWSON COUNTY",058909,"SANDS CISD","FEMALE","TRADITIONAL ISD/CSD",106
"2018-2019",17,"DAWSON COUNTY",058909,"SANDS CISD","MALE","TRADITIONAL ISD/CSD",147
"2018-2019",16,"DEAF SMITH COUNTY",059901,"HEREFORD ISD","FEMALE","TRADITIONAL ISD/CSD",2051
"2018-2019",16,"DEAF SMITH COUNTY",059901,"HEREFORD ISD","MALE","TRADITIONAL ISD/CSD",2058
"2018-2019",16,"DEAF SMITH COUNTY",059902,"WALCOTT ISD","FEMALE","TRADITIONAL ISD/CSD",73
"2018-2019",16,"DEAF SMITH COUNTY",059902,"WALCOTT ISD","MALE","TRADITIONAL ISD/CSD",73
"2018-2019",08,"DELTA COUNTY",060902,"COOPER ISD","FEMALE","TRADITIONAL ISD/CSD",391
"2018-2019",08,"DELTA COUNTY",060902,"COOPER ISD","MALE","TRADITIONAL ISD/CSD",421
"2018-2019",08,"DELTA COUNTY",060914,"FANNINDEL ISD","FEMALE","TRADITIONAL ISD/CSD",85
"2018-2019",08,"DELTA COUNTY",060914,"FANNINDEL ISD","MALE","TRADITIONAL ISD/CSD",83
"2018-2019",11,"DENTON COUNTY",061802,"NORTH TEXAS COLLEGIATE ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",280
"2018-2019",11,"DENTON COUNTY",061802,"NORTH TEXAS COLLEGIATE ACADEMY","MALE","OPEN ENROLLMENT CHARTER",276
"2018-2019",10,"DENTON COUNTY",061804,"LEADERSHIP PREP SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",621
"2018-2019",10,"DENTON COUNTY",061804,"LEADERSHIP PREP SCHOOL","MALE","OPEN ENROLLMENT CHARTER",621
"2018-2019",11,"DENTON COUNTY",061805,"TRIVIUM ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",294
"2018-2019",11,"DENTON COUNTY",061805,"TRIVIUM ACADEMY","MALE","OPEN ENROLLMENT CHARTER",299
"2018-2019",11,"DENTON COUNTY",061901,"DENTON ISD","FEMALE","TRADITIONAL ISD/CSD",14668
"2018-2019",11,"DENTON COUNTY",061901,"DENTON ISD","MALE","TRADITIONAL ISD/CSD",15501
"2018-2019",11,"DENTON COUNTY",061902,"LEWISVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",25533
"2018-2019",11,"DENTON COUNTY",061902,"LEWISVILLE ISD","MALE","TRADITIONAL ISD/CSD",26685
"2018-2019",11,"DENTON COUNTY",061903,"PILOT POINT ISD","FEMALE","TRADITIONAL ISD/CSD",625
"2018-2019",11,"DENTON COUNTY",061903,"PILOT POINT ISD","MALE","TRADITIONAL ISD/CSD",770
"2018-2019",11,"DENTON COUNTY",061905,"KRUM ISD","FEMALE","TRADITIONAL ISD/CSD",976
"2018-2019",11,"DENTON COUNTY",061905,"KRUM ISD","MALE","TRADITIONAL ISD/CSD",1073
"2018-2019",11,"DENTON COUNTY",061906,"PONDER ISD","FEMALE","TRADITIONAL ISD/CSD",738
"2018-2019",11,"DENTON COUNTY",061906,"PONDER ISD","MALE","TRADITIONAL ISD/CSD",812
"2018-2019",11,"DENTON COUNTY",061907,"AUBREY ISD","FEMALE","TRADITIONAL ISD/CSD",1215
"2018-2019",11,"DENTON COUNTY",061907,"AUBREY ISD","MALE","TRADITIONAL ISD/CSD",1227
"2018-2019",11,"DENTON COUNTY",061908,"SANGER ISD","FEMALE","TRADITIONAL ISD/CSD",1329
"2018-2019",11,"DENTON COUNTY",061908,"SANGER ISD","MALE","TRADITIONAL ISD/CSD",1430
"2018-2019",11,"DENTON COUNTY",061910,"ARGYLE ISD","FEMALE","TRADITIONAL ISD/CSD",1423
"2018-2019",11,"DENTON COUNTY",061910,"ARGYLE ISD","MALE","TRADITIONAL ISD/CSD",1638
"2018-2019",11,"DENTON COUNTY",061911,"NORTHWEST ISD","FEMALE","TRADITIONAL ISD/CSD",11842
"2018-2019",11,"DENTON COUNTY",061911,"NORTHWEST ISD","MALE","TRADITIONAL ISD/CSD",12299
"2018-2019",11,"DENTON COUNTY",061912,"LAKE DALLAS ISD","FEMALE","TRADITIONAL ISD/CSD",1902
"2018-2019",11,"DENTON COUNTY",061912,"LAKE DALLAS ISD","MALE","TRADITIONAL ISD/CSD",2129
"2018-2019",11,"DENTON COUNTY",061914,"LITTLE ELM ISD","FEMALE","TRADITIONAL ISD/CSD",3771
"2018-2019",11,"DENTON COUNTY",061914,"LITTLE ELM ISD","MALE","TRADITIONAL ISD/CSD",3998
"2018-2019",03,"DEWITT COUNTY",062901,"CUERO ISD","FEMALE","TRADITIONAL ISD/CSD",934
"2018-2019",03,"DEWITT COUNTY",062901,"CUERO ISD","MALE","TRADITIONAL ISD/CSD",1055
"2018-2019",03,"DEWITT COUNTY",062902,"NORDHEIM ISD","FEMALE","TRADITIONAL ISD/CSD",78
"2018-2019",03,"DEWITT COUNTY",062902,"NORDHEIM ISD","MALE","TRADITIONAL ISD/CSD",71
"2018-2019",03,"DEWITT COUNTY",062903,"YOAKUM ISD","FEMALE","TRADITIONAL ISD/CSD",753
"2018-2019",03,"DEWITT COUNTY",062903,"YOAKUM ISD","MALE","TRADITIONAL ISD/CSD",863
"2018-2019",03,"DEWITT COUNTY",062904,"YORKTOWN ISD","FEMALE","TRADITIONAL ISD/CSD",252
"2018-2019",03,"DEWITT COUNTY",062904,"YORKTOWN ISD","MALE","TRADITIONAL ISD/CSD",294
"2018-2019",03,"DEWITT COUNTY",062905,"WESTHOFF ISD","FEMALE","TRADITIONAL ISD/CSD",43
"2018-2019",03,"DEWITT COUNTY",062905,"WESTHOFF ISD","MALE","TRADITIONAL ISD/CSD",44
"2018-2019",03,"DEWITT COUNTY",062906,"MEYERSVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",67
"2018-2019",03,"DEWITT COUNTY",062906,"MEYERSVILLE ISD","MALE","TRADITIONAL ISD/CSD",65
"2018-2019",17,"DICKENS COUNTY",063903,"SPUR ISD","FEMALE","TRADITIONAL ISD/CSD",115
"2018-2019",17,"DICKENS COUNTY",063903,"SPUR ISD","MALE","TRADITIONAL ISD/CSD",131
"2018-2019",17,"DICKENS COUNTY",063906,"PATTON SPRINGS ISD","FEMALE","TRADITIONAL ISD/CSD",48
"2018-2019",17,"DICKENS COUNTY",063906,"PATTON SPRINGS ISD","MALE","TRADITIONAL ISD/CSD",49
"2018-2019",20,"DIMMIT COUNTY",064903,"CARRIZO SPRINGS CISD","FEMALE","TRADITIONAL ISD/CSD",1100
"2018-2019",20,"DIMMIT COUNTY",064903,"CARRIZO SPRINGS CISD","MALE","TRADITIONAL ISD/CSD",1119
"2018-2019",16,"DONLEY COUNTY",065901,"CLARENDON ISD","FEMALE","TRADITIONAL ISD/CSD",232
"2018-2019",16,"DONLEY COUNTY",065901,"CLARENDON ISD","MALE","TRADITIONAL ISD/CSD",230
"2018-2019",16,"DONLEY COUNTY",065902,"HEDLEY ISD","FEMALE","TRADITIONAL ISD/CSD",56
"2018-2019",16,"DONLEY COUNTY",065902,"HEDLEY ISD","MALE","TRADITIONAL ISD/CSD",55
"2018-2019",02,"DUVAL COUNTY",066005,"RAMIREZ CSD","FEMALE","TRADITIONAL ISD/CSD",11
"2018-2019",02,"DUVAL COUNTY",066005,"RAMIREZ CSD","MALE","TRADITIONAL ISD/CSD",16
"2018-2019",02,"DUVAL COUNTY",066901,"BENAVIDES ISD","FEMALE","TRADITIONAL ISD/CSD",153
"2018-2019",02,"DUVAL COUNTY",066901,"BENAVIDES ISD","MALE","TRADITIONAL ISD/CSD",166
"2018-2019",02,"DUVAL COUNTY",066902,"SAN DIEGO ISD","FEMALE","TRADITIONAL ISD/CSD",704
"2018-2019",02,"DUVAL COUNTY",066902,"SAN DIEGO ISD","MALE","TRADITIONAL ISD/CSD",773
"2018-2019",02,"DUVAL COUNTY",066903,"FREER ISD","FEMALE","TRADITIONAL ISD/CSD",407
"2018-2019",02,"DUVAL COUNTY",066903,"FREER ISD","MALE","TRADITIONAL ISD/CSD",415
"2018-2019",14,"EASTLAND COUNTY",067902,"CISCO ISD","FEMALE","TRADITIONAL ISD/CSD",423
"2018-2019",14,"EASTLAND COUNTY",067902,"CISCO ISD","MALE","TRADITIONAL ISD/CSD",443
"2018-2019",14,"EASTLAND COUNTY",067903,"EASTLAND ISD","FEMALE","TRADITIONAL ISD/CSD",558
"2018-2019",14,"EASTLAND COUNTY",067903,"EASTLAND ISD","MALE","TRADITIONAL ISD/CSD",576
"2018-2019",14,"EASTLAND COUNTY",067904,"GORMAN ISD","FEMALE","TRADITIONAL ISD/CSD",152
"2018-2019",14,"EASTLAND COUNTY",067904,"GORMAN ISD","MALE","TRADITIONAL ISD/CSD",152
"2018-2019",14,"EASTLAND COUNTY",067907,"RANGER ISD","FEMALE","TRADITIONAL ISD/CSD",175
"2018-2019",14,"EASTLAND COUNTY",067907,"RANGER ISD","MALE","TRADITIONAL ISD/CSD",189
"2018-2019",14,"EASTLAND COUNTY",067908,"RISING STAR ISD","FEMALE","TRADITIONAL ISD/CSD",94
"2018-2019",14,"EASTLAND COUNTY",067908,"RISING STAR ISD","MALE","TRADITIONAL ISD/CSD",73
"2018-2019",18,"ECTOR COUNTY",068802,"COMPASS ACADEMY CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",552
"2018-2019",18,"ECTOR COUNTY",068802,"COMPASS ACADEMY CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER",564
"2018-2019",18,"ECTOR COUNTY",068803,"UTPB STEM ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",336
"2018-2019",18,"ECTOR COUNTY",068803,"UTPB STEM ACADEMY","MALE","OPEN ENROLLMENT CHARTER",385
"2018-2019",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD","FEMALE","TRADITIONAL ISD/CSD",16297
"2018-2019",18,"ECTOR COUNTY",068901,"ECTOR COUNTY ISD","MALE","TRADITIONAL ISD/CSD",16971
"2018-2019",15,"EDWARDS COUNTY",069901,"ROCKSPRINGS ISD","FEMALE","TRADITIONAL ISD/CSD",120
"2018-2019",15,"EDWARDS COUNTY",069901,"ROCKSPRINGS ISD","MALE","TRADITIONAL ISD/CSD",186
"2018-2019",15,"EDWARDS COUNTY",069902,"NUECES CANYON CISD","FEMALE","TRADITIONAL ISD/CSD",142
"2018-2019",15,"EDWARDS COUNTY",069902,"NUECES CANYON CISD","MALE","TRADITIONAL ISD/CSD",138
"2018-2019",10,"ELLIS COUNTY",070801,"WAXAHACHIE FAITH FAMILY ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",1349
"2018-2019",10,"ELLIS COUNTY",070801,"WAXAHACHIE FAITH FAMILY ACADEMY","MALE","OPEN ENROLLMENT CHARTER",1297
"2018-2019",10,"ELLIS COUNTY",070901,"AVALON ISD","FEMALE","TRADITIONAL ISD/CSD",193
"2018-2019",10,"ELLIS COUNTY",070901,"AVALON ISD","MALE","TRADITIONAL ISD/CSD",169
"2018-2019",10,"ELLIS COUNTY",070903,"ENNIS ISD","FEMALE","TRADITIONAL ISD/CSD",2823
"2018-2019",10,"ELLIS COUNTY",070903,"ENNIS ISD","MALE","TRADITIONAL ISD/CSD",3027
"2018-2019",10,"ELLIS COUNTY",070905,"FERRIS ISD","FEMALE","TRADITIONAL ISD/CSD",1378
"2018-2019",10,"ELLIS COUNTY",070905,"FERRIS ISD","MALE","TRADITIONAL ISD/CSD",1331
"2018-2019",10,"ELLIS COUNTY",070907,"ITALY ISD","FEMALE","TRADITIONAL ISD/CSD",286
"2018-2019",10,"ELLIS COUNTY",070907,"ITALY ISD","MALE","TRADITIONAL ISD/CSD",316
"2018-2019",10,"ELLIS COUNTY",070908,"MIDLOTHIAN ISD","FEMALE","TRADITIONAL ISD/CSD",4555
"2018-2019",10,"ELLIS COUNTY",070908,"MIDLOTHIAN ISD","MALE","TRADITIONAL ISD/CSD",4834
"2018-2019",10,"ELLIS COUNTY",070909,"MILFORD ISD","FEMALE","TRADITIONAL ISD/CSD",116
"2018-2019",10,"ELLIS COUNTY",070909,"MILFORD ISD","MALE","TRADITIONAL ISD/CSD",150
"2018-2019",10,"ELLIS COUNTY",070910,"PALMER ISD","FEMALE","TRADITIONAL ISD/CSD",588
"2018-2019",10,"ELLIS COUNTY",070910,"PALMER ISD","MALE","TRADITIONAL ISD/CSD",638
"2018-2019",10,"ELLIS COUNTY",070911,"RED OAK ISD","FEMALE","TRADITIONAL ISD/CSD",2892
"2018-2019",10,"ELLIS COUNTY",070911,"RED OAK ISD","MALE","TRADITIONAL ISD/CSD",2999
"2018-2019",10,"ELLIS COUNTY",070912,"WAXAHACHIE ISD","FEMALE","TRADITIONAL ISD/CSD",4275
"2018-2019",10,"ELLIS COUNTY",070912,"WAXAHACHIE ISD","MALE","TRADITIONAL ISD/CSD",4662
"2018-2019",10,"ELLIS COUNTY",070915,"MAYPEARL ISD","FEMALE","TRADITIONAL ISD/CSD",532
"2018-2019",10,"ELLIS COUNTY",070915,"MAYPEARL ISD","MALE","TRADITIONAL ISD/CSD",652
"2018-2019",19,"EL PASO COUNTY",071801,"BURNHAM WOOD CHARTER SCHOOL DISTRI","FEMALE","OPEN ENROLLMENT CHARTER",427
"2018-2019",19,"EL PASO COUNTY",071801,"BURNHAM WOOD CHARTER SCHOOL DISTRI","MALE","OPEN ENROLLMENT CHARTER",423
"2018-2019",19,"EL PASO COUNTY",071803,"PASO DEL NORTE ACADEMY CHARTER DIS","FEMALE","OPEN ENROLLMENT CHARTER",99
"2018-2019",19,"EL PASO COUNTY",071803,"PASO DEL NORTE ACADEMY CHARTER DIS","MALE","OPEN ENROLLMENT CHARTER",122
"2018-2019",19,"EL PASO COUNTY",071804,"EL PASO ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",180
"2018-2019",19,"EL PASO COUNTY",071804,"EL PASO ACADEMY","MALE","OPEN ENROLLMENT CHARTER",184
"2018-2019",19,"EL PASO COUNTY",071806,"HARMONY SCIENCE ACAD (EL PASO)","FEMALE","OPEN ENROLLMENT CHARTER",1684
"2018-2019",19,"EL PASO COUNTY",071806,"HARMONY SCIENCE ACAD (EL PASO)","MALE","OPEN ENROLLMENT CHARTER",1881
"2018-2019",19,"EL PASO COUNTY",071807,"LA FE PREPARATORY SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",130
"2018-2019",19,"EL PASO COUNTY",071807,"LA FE PREPARATORY SCHOOL","MALE","OPEN ENROLLMENT CHARTER",105
"2018-2019",19,"EL PASO COUNTY",071809,"VISTA DEL FUTURO CHARTER SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",186
"2018-2019",19,"EL PASO COUNTY",071809,"VISTA DEL FUTURO CHARTER SCHOOL","MALE","OPEN ENROLLMENT CHARTER",182
"2018-2019",19,"EL PASO COUNTY",071810,"EL PASO LEADERSHIP ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",84
"2018-2019",19,"EL PASO COUNTY",071810,"EL PASO LEADERSHIP ACADEMY","MALE","OPEN ENROLLMENT CHARTER",123
"2018-2019",19,"EL PASO COUNTY",071901,"CLINT ISD","FEMALE","TRADITIONAL ISD/CSD",5500
"2018-2019",19,"EL PASO COUNTY",071901,"CLINT ISD","MALE","TRADITIONAL ISD/CSD",5888
"2018-2019",19,"EL PASO COUNTY",071902,"EL PASO ISD","FEMALE","TRADITIONAL ISD/CSD",28074
"2018-2019",19,"EL PASO COUNTY",071902,"EL PASO ISD","MALE","TRADITIONAL ISD/CSD",29241
"2018-2019",19,"EL PASO COUNTY",071903,"FABENS ISD","FEMALE","TRADITIONAL ISD/CSD",1081
"2018-2019",19,"EL PASO COUNTY",071903,"FABENS ISD","MALE","TRADITIONAL ISD/CSD",1158
"2018-2019",19,"EL PASO COUNTY",071904,"SAN ELIZARIO ISD","FEMALE","TRADITIONAL ISD/CSD",1786
"2018-2019",19,"EL PASO COUNTY",071904,"SAN ELIZARIO ISD","MALE","TRADITIONAL ISD/CSD",1882
"2018-2019",19,"EL PASO COUNTY",071905,"YSLETA ISD","FEMALE","TRADITIONAL ISD/CSD",20110
"2018-2019",19,"EL PASO COUNTY",071905,"YSLETA ISD","MALE","TRADITIONAL ISD/CSD",20954
"2018-2019",19,"EL PASO COUNTY",071906,"ANTHONY ISD","FEMALE","TRADITIONAL ISD/CSD",401
"2018-2019",19,"EL PASO COUNTY",071906,"ANTHONY ISD","MALE","TRADITIONAL ISD/CSD",442
"2018-2019",19,"EL PASO COUNTY",071907,"CANUTILLO ISD","FEMALE","TRADITIONAL ISD/CSD",3018
"2018-2019",19,"EL PASO COUNTY",071907,"CANUTILLO ISD","MALE","TRADITIONAL ISD/CSD",3228
"2018-2019",19,"EL PASO COUNTY",071908,"TORNILLO ISD","FEMALE","TRADITIONAL ISD/CSD",534
"2018-2019",19,"EL PASO COUNTY",071908,"TORNILLO ISD","MALE","TRADITIONAL ISD/CSD",491
"2018-2019",19,"EL PASO COUNTY",071909,"SOCORRO ISD","FEMALE","TRADITIONAL ISD/CSD",22759
"2018-2019",19,"EL PASO COUNTY",071909,"SOCORRO ISD","MALE","TRADITIONAL ISD/CSD",24055
"2018-2019",11,"ERATH COUNTY",072801,"PREMIER HIGH SCHOOLS","FEMALE","OPEN ENROLLMENT CHARTER",3049
"2018-2019",11,"ERATH COUNTY",072801,"PREMIER HIGH SCHOOLS","MALE","OPEN ENROLLMENT CHARTER",2474
"2018-2019",11,"ERATH COUNTY",072802,"ERATH EXCELS ACADEMY INC","FEMALE","OPEN ENROLLMENT CHARTER",56
"2018-2019",11,"ERATH COUNTY",072802,"ERATH EXCELS ACADEMY INC","MALE","OPEN ENROLLMENT CHARTER",67
"2018-2019",11,"ERATH COUNTY",072901,"THREE WAY ISD","FEMALE","TRADITIONAL ISD/CSD",72
"2018-2019",11,"ERATH COUNTY",072901,"THREE WAY ISD","MALE","TRADITIONAL ISD/CSD",91
"2018-2019",11,"ERATH COUNTY",072902,"DUBLIN ISD","FEMALE","TRADITIONAL ISD/CSD",578
"2018-2019",11,"ERATH COUNTY",072902,"DUBLIN ISD","MALE","TRADITIONAL ISD/CSD",631
"2018-2019",11,"ERATH COUNTY",072903,"STEPHENVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",1815
"2018-2019",11,"ERATH COUNTY",072903,"STEPHENVILLE ISD","MALE","TRADITIONAL ISD/CSD",1882
"2018-2019",11,"ERATH COUNTY",072904,"BLUFF DALE ISD","FEMALE","TRADITIONAL ISD/CSD",122
"2018-2019",11,"ERATH COUNTY",072904,"BLUFF DALE ISD","MALE","TRADITIONAL ISD/CSD",115
"2018-2019",11,"ERATH COUNTY",072908,"HUCKABAY ISD","FEMALE","TRADITIONAL ISD/CSD",132
"2018-2019",11,"ERATH COUNTY",072908,"HUCKABAY ISD","MALE","TRADITIONAL ISD/CSD",104
"2018-2019",11,"ERATH COUNTY",072909,"LINGLEVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",133
"2018-2019",11,"ERATH COUNTY",072909,"LINGLEVILLE ISD","MALE","TRADITIONAL ISD/CSD",146
"2018-2019",11,"ERATH COUNTY",072910,"MORGAN MILL ISD","FEMALE","TRADITIONAL ISD/CSD",63
"2018-2019",11,"ERATH COUNTY",072910,"MORGAN MILL ISD","MALE","TRADITIONAL ISD/CSD",60
"2018-2019",12,"FALLS COUNTY",073901,"CHILTON ISD","FEMALE","TRADITIONAL ISD/CSD",250
"2018-2019",12,"FALLS COUNTY",073901,"CHILTON ISD","MALE","TRADITIONAL ISD/CSD",278
"2018-2019",12,"FALLS COUNTY",073903,"MARLIN ISD","FEMALE","TRADITIONAL ISD/CSD",410
"2018-2019",12,"FALLS COUNTY",073903,"MARLIN ISD","MALE","TRADITIONAL ISD/CSD",470
"2018-2019",12,"FALLS COUNTY",073904,"WESTPHALIA ISD","FEMALE","TRADITIONAL ISD/CSD",75
"2018-2019",12,"FALLS COUNTY",073904,"WESTPHALIA ISD","MALE","TRADITIONAL ISD/CSD",80
"2018-2019",12,"FALLS COUNTY",073905,"ROSEBUD-LOTT ISD","FEMALE","TRADITIONAL ISD/CSD",324
"2018-2019",12,"FALLS COUNTY",073905,"ROSEBUD-LOTT ISD","MALE","TRADITIONAL ISD/CSD",358
"2018-2019",10,"FANNIN COUNTY",074903,"BONHAM ISD","FEMALE","TRADITIONAL ISD/CSD",877
"2018-2019",10,"FANNIN COUNTY",074903,"BONHAM ISD","MALE","TRADITIONAL ISD/CSD",1010
"2018-2019",10,"FANNIN COUNTY",074904,"DODD CITY ISD","FEMALE","TRADITIONAL ISD/CSD",201
"2018-2019",10,"FANNIN COUNTY",074904,"DODD CITY ISD","MALE","TRADITIONAL ISD/CSD",183
"2018-2019",10,"FANNIN COUNTY",074905,"ECTOR ISD","FEMALE","TRADITIONAL ISD/CSD",122
"2018-2019",10,"FANNIN COUNTY",074905,"ECTOR ISD","MALE","TRADITIONAL ISD/CSD",138
"2018-2019",10,"FANNIN COUNTY",074907,"HONEY GROVE ISD","FEMALE","TRADITIONAL ISD/CSD",312
"2018-2019",10,"FANNIN COUNTY",074907,"HONEY GROVE ISD","MALE","TRADITIONAL ISD/CSD",334
"2018-2019",10,"FANNIN COUNTY",074909,"LEONARD ISD","FEMALE","TRADITIONAL ISD/CSD",433
"2018-2019",10,"FANNIN COUNTY",074909,"LEONARD ISD","MALE","TRADITIONAL ISD/CSD",445
"2018-2019",10,"FANNIN COUNTY",074911,"SAVOY ISD","FEMALE","TRADITIONAL ISD/CSD",158
"2018-2019",10,"FANNIN COUNTY",074911,"SAVOY ISD","MALE","TRADITIONAL ISD/CSD",164
"2018-2019",10,"FANNIN COUNTY",074912,"TRENTON ISD","FEMALE","TRADITIONAL ISD/CSD",275
"2018-2019",10,"FANNIN COUNTY",074912,"TRENTON ISD","MALE","TRADITIONAL ISD/CSD",325
"2018-2019",10,"FANNIN COUNTY",074917,"SAM RAYBURN ISD","FEMALE","TRADITIONAL ISD/CSD",266
"2018-2019",10,"FANNIN COUNTY",074917,"SAM RAYBURN ISD","MALE","TRADITIONAL ISD/CSD",275
"2018-2019",13,"FAYETTE COUNTY",075901,"FLATONIA ISD","FEMALE","TRADITIONAL ISD/CSD",294
"2018-2019",13,"FAYETTE COUNTY",075901,"FLATONIA ISD","MALE","TRADITIONAL ISD/CSD",309
"2018-2019",13,"FAYETTE COUNTY",075902,"LA GRANGE ISD","FEMALE","TRADITIONAL ISD/CSD",929
"2018-2019",13,"FAYETTE COUNTY",075902,"LA GRANGE ISD","MALE","TRADITIONAL ISD/CSD",986
"2018-2019",13,"FAYETTE COUNTY",075903,"SCHULENBURG ISD","FEMALE","TRADITIONAL ISD/CSD",373
"2018-2019",13,"FAYETTE COUNTY",075903,"SCHULENBURG ISD","MALE","TRADITIONAL ISD/CSD",359
"2018-2019",13,"FAYETTE COUNTY",075906,"FAYETTEVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",118
"2018-2019",13,"FAYETTE COUNTY",075906,"FAYETTEVILLE ISD","MALE","TRADITIONAL ISD/CSD",133
"2018-2019",13,"FAYETTE COUNTY",075908,"ROUND TOP-CARMINE ISD","FEMALE","TRADITIONAL ISD/CSD",154
"2018-2019",13,"FAYETTE COUNTY",075908,"ROUND TOP-CARMINE ISD","MALE","TRADITIONAL ISD/CSD",113
"2018-2019",14,"FISHER COUNTY",076903,"ROBY CISD","FEMALE","TRADITIONAL ISD/CSD",156
"2018-2019",14,"FISHER COUNTY",076903,"ROBY CISD","MALE","TRADITIONAL ISD/CSD",141
"2018-2019",14,"FISHER COUNTY",076904,"ROTAN ISD","FEMALE","TRADITIONAL ISD/CSD",132
"2018-2019",14,"FISHER COUNTY",076904,"ROTAN ISD","MALE","TRADITIONAL ISD/CSD",125
"2018-2019",17,"FLOYD COUNTY",077901,"FLOYDADA ISD","FEMALE","TRADITIONAL ISD/CSD",340
"2018-2019",17,"FLOYD COUNTY",077901,"FLOYDADA ISD","MALE","TRADITIONAL ISD/CSD",398
"2018-2019",17,"FLOYD COUNTY",077902,"LOCKNEY ISD","FEMALE","TRADITIONAL ISD/CSD",226
"2018-2019",17,"FLOYD COUNTY",077902,"LOCKNEY ISD","MALE","TRADITIONAL ISD/CSD",224
"2018-2019",09,"FOARD COUNTY",078901,"CROWELL ISD","FEMALE","TRADITIONAL ISD/CSD",114
"2018-2019",09,"FOARD COUNTY",078901,"CROWELL ISD","MALE","TRADITIONAL ISD/CSD",95
"2018-2019",04,"FORT BEND COUNTY",079901,"LAMAR CISD","FEMALE","TRADITIONAL ISD/CSD",16086
"2018-2019",04,"FORT BEND COUNTY",079901,"LAMAR CISD","MALE","TRADITIONAL ISD/CSD",17358
"2018-2019",04,"FORT BEND COUNTY",079906,"NEEDVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",1575
"2018-2019",04,"FORT BEND COUNTY",079906,"NEEDVILLE ISD","MALE","TRADITIONAL ISD/CSD",1687
"2018-2019",04,"FORT BEND COUNTY",079907,"FORT BEND ISD","FEMALE","TRADITIONAL ISD/CSD",36783
"2018-2019",04,"FORT BEND COUNTY",079907,"FORT BEND ISD","MALE","TRADITIONAL ISD/CSD",39339
"2018-2019",04,"FORT BEND COUNTY",079910,"STAFFORD MSD","FEMALE","TRADITIONAL ISD/CSD",1777
"2018-2019",04,"FORT BEND COUNTY",079910,"STAFFORD MSD","MALE","TRADITIONAL ISD/CSD",1812
